"gene_id","gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000164287.12","CDC20B",10.7040334591858,4.73480357644083,1.14294888761164,4.14262057364166,3.43359746386135e-05,0.0439655705938513
"ENSG00000204539.3","CDSN",13.1010358286209,3.68671499218879,0.855144974965746,4.31121634356381,1.6235895557387e-05,0.0439655705938513
"ENSG00000204540.10","PSORS1C1",26.9104423787693,3.00278924056822,0.692008444112324,4.33923786063053,1.42977703603932e-05,0.0439655705938513
"ENSG00000030304.13","MUSK",19.1333343884239,2.24140497750289,0.543304003693059,4.12550793343534,3.69917429766159e-05,0.0439655705938513
"ENSG00000147082.17","CCNB3",23.4637071427747,2.20324489435532,0.528078183701368,4.17219450141358,3.01679938447597e-05,0.0439655705938513
"ENSG00000160097.16","FNDC5",278.574969331081,-1.18344279745711,0.294363229659959,-4.02034859728978,5.81120869368243e-05,0.0479935247284588
"ENSG00000225217.1","HSPA7",83.3189378334498,2.97835051615465,0.745394465566135,3.9956702843139,6.45114671990327e-05,0.0479935247284588
"ENSG00000213551.4","DNAJC9",261.575350139695,-0.92165579194552,0.22727795313494,-4.05519224030635,5.00930875567776e-05,0.0479935247284588
"ENSG00000214279.13","SCART1",89.5550375068589,1.31397302972599,0.328817306333413,3.99605800673292,6.4405959011797e-05,0.0479935247284588
"ENSG00000013588.7","GPRC5A",32.0946779494744,3.72114182836183,0.912395460612828,4.07843088770132,4.5340676304562e-05,0.0479935247284588
"ENSG00000171956.6","FOXB1",15.206448721685,3.70027396189073,0.911077422482063,4.06142647219817,4.87737801050222e-05,0.0479935247284588
"ENSG00000140961.12","OSGIN1",29.7739093036068,1.94676265438183,0.483587201864954,4.02567033799517,5.68132363538841e-05,0.0479935247284588
"ENSG00000179593.15","ALOX15B",13.8268127244913,2.9688771091976,0.738773743866218,4.01865541899283,5.85311956022002e-05,0.0479935247284588
"ENSG00000243083.5","LINC00870",20.5097655643158,2.27502880486552,0.565648030726853,4.02198660877883,5.77093395817544e-05,0.0479935247284588
"ENSG00000153012.11","LGI2",137.323952353115,-1.67581260613338,0.4200147583175,-3.98988981445884,6.61039963879897e-05,0.0479935247284588
"ENSG00000180613.10","GSX2",6.15079450646906,2.88719332976927,0.711548055766434,4.05762240002099,4.95748364867397e-05,0.0479935247284588
"ENSG00000113263.12","ITK",21.6212885155059,3.21503187133083,0.804820747617992,3.99471793047865,6.47713194373447e-05,0.0479935247284588
"ENSG00000146285.13","SCML4",19.2055247617929,3.17360151476545,0.795696044024859,3.9884595865432,6.65037294158782e-05,0.0479935247284588
"ENSG00000226668.5","RP11-526D8.7",14.6402019795131,3.76866983693138,0.934247286429769,4.03391039146967,5.48562441967802e-05,0.0479935247284588
"ENSG00000230876.6","LINC00486",8.24967698851079,2.62292902014008,0.659676775270455,3.97608210333724,7.00599458558057e-05,0.0492959294027913
"ENSG00000197747.8","S100A10",49.8677163866842,1.9631605195151,0.495683527894503,3.96051191746062,7.47892601854211e-05,0.0513400909248458
"ENSG00000180011.6","ZADH2",513.840363749018,-0.957979924188293,0.242479398051263,-3.95076832047299,7.79007070260529e-05,0.052202747601149
"ENSG00000100362.12","PVALB",136.369936230249,-2.83507356568725,0.720682397866354,-3.93387374810422,8.35877003892611e-05,0.054711065754785
"ENSG00000116833.13","NR5A2",16.1582467942602,3.72753342842934,0.962709566644847,3.8719189645328,0.000107981855071002,0.056280542795803
"ENSG00000234975.6","FTH1P2",664.432600588137,1.57485492023887,0.405982307789563,3.87912204552317,0.000104834150461435,0.056280542795803
"ENSG00000134531.9","EMP1",197.163379982864,2.04195551124893,0.527012363589683,3.8745874903966,0.000106805466740641,0.056280542795803
"ENSG00000277322.1","GOLGA6L6",17.9821522612495,3.51044669574423,0.90638459819805,3.87302112450192,0.000107494506482931,0.056280542795803
"ENSG00000140557.11","ST8SIA2",22.134121591136,3.56588841668927,0.91284417061378,3.90634955174401,9.37009377430476e-05,0.056280542795803
"ENSG00000259660.2","DNM1P47",59.847986649967,1.75585263885137,0.452217181121594,3.88276410572567,0.000103275747379968,0.056280542795803
"ENSG00000006327.13","TNFRSF12A",20.5385777829386,2.41664210049731,0.623653045353518,3.87497843312452,0.000106634143239539,0.056280542795803
"ENSG00000128655.16","PDE11A",69.1371800155872,1.91672293111639,0.490090432086047,3.91095766338052,9.19308870317869e-05,0.056280542795803
"ENSG00000124143.10","ARHGAP40",9.47011498788953,3.55007520339516,0.915073124941697,3.87955356422619,0.000104648355448135,0.056280542795803
"ENSG00000242641.5","LINC00971",11.4552856981013,3.984748891503,1.021940303041,3.89919927773229,9.65113209774957e-05,0.056280542795803
"ENSG00000121207.11","LRAT",37.1416874604985,2.16756704142913,0.554222734664404,3.91100347541976,9.19134494745403e-05,0.056280542795803
"ENSG00000234056.1","LINC00463",10.3547604368245,2.87267816650712,0.746985026708282,3.84569712081924,0.000120210178696736,0.0583330255072352
"ENSG00000117971.11","CHRNB4",14.2975206371408,3.95864082692161,1.02734306755752,3.85328032273888,0.000116545829109611,0.0583330255072352
"ENSG00000118492.16","ADGB",8.85837512933891,3.57973729777027,0.930800708547806,3.84586868584921,0.000120126087385102,0.0583330255072352
"ENSG00000221818.8","EBF2",15.3965310812483,3.44278101909433,0.894306937132954,3.84966377442122,0.000118280075674422,0.0583330255072352
"ENSG00000280395.1","RP5-898I4.1",11.1980010231201,3.88373460421071,1.01312482061843,3.83342163292376,0.000126373073005137,0.0602842396564338
"ENSG00000268089.2","GABRQ",31.2974354441536,2.29212736599623,0.5996964508827,3.82214595838014,0.000132295341477159,0.0620575397645775
"ENSG00000158859.9","ADAMTS4",439.572702992766,1.68283128467109,0.446346707342949,3.77023344630184,0.000163094915987234,0.0685542418377144
"ENSG00000173110.7","HSPA6",208.000698027281,4.3568842029304,1.1486418947349,3.79307443242435,0.00014879353168836,0.0685542418377144
"ENSG00000120457.11","KCNJ5",27.6099983823988,1.78642194100217,0.472004859930172,3.78475327831678,0.000153861141742918,0.0685542418377144
"ENSG00000140030.5","GPR65",18.4245135012504,2.47590785913567,0.656407163035807,3.7719086545078,0.000162003567038993,0.0685542418377144
"ENSG00000133454.15","MYO18B",26.3997383071244,2.8627233293217,0.759381930674344,3.76980701500173,0.000163373825954668,0.0685542418377144
"ENSG00000152953.12","STK32B",38.9299567541905,1.66962038329461,0.44329569810739,3.76638074861294,0.000165631140343385,0.0685542418377144
"ENSG00000230882.1","AC005077.14",10.2740412604029,3.17645584670412,0.842207589806962,3.77158302198652,0.000162215167559708,0.0685542418377144
"ENSG00000147206.16","NXF3",8.46720548979072,4.07404197735779,1.07983044388205,3.77285341457069,0.000161391117791911,0.0685542418377144
"ENSG00000271941.1","RP11-188P20.3",57.9801009453739,-1.06734961776203,0.284424701537313,-3.75266146714056,0.00017496706379517,0.0703552730351591
"ENSG00000181433.9","SAGE1",7.2150012684526,4.04664675916719,1.078346635384,3.75264003835481,0.000174982025669254,0.0703552730351591
"ENSG00000282757.3","DUXB",7.721990160198,2.15040172428297,0.576080115775468,3.73281712976379,0.000189350069071766,0.0722879181016013
"ENSG00000231826.5","LINC01819",15.2918333909468,2.7013049904405,0.724484463728771,3.72858925992346,0.000192554705567066,0.0722879181016013
"ENSG00000278920.1","RP3-412A9.17",46.7961623557788,3.63205376442536,0.975008760425238,3.72514987746498,0.000195199210364956,0.0722879181016013
"ENSG00000157404.15","KIT",402.280802187663,-2.05844388249808,0.550719264110359,-3.73773720413308,0.000185683879424366,0.0722879181016013
"ENSG00000118785.13","SPP1",2584.395611618,2.51571634487276,0.674354059903043,3.7305571278602,0.00019105681385201,0.0722879181016013
"ENSG00000135248.15","FAM71F1",10.1553891971205,3.20645138269378,0.860246768151361,3.72736231207741,0.000193494205684076,0.0722879181016013
"ENSG00000150337.13","FCGR1A",56.7486966181293,2.04865239919246,0.554009489775091,3.69786517560221,0.000217420309960982,0.0746255441933153
"ENSG00000148773.13","MKI67",30.8710082088067,3.33365462403422,0.8988514193203,3.70879385889504,0.000208248879472476,0.0746255441933153
"ENSG00000273976.1","GOLGA6L1",17.0187140541938,3.77870589812381,1.0214572554576,3.69932846228695,0.000216170688214603,0.0746255441933153
"ENSG00000172828.12","CES3",39.5400787256639,1.53966355776801,0.415697325810886,3.70380914711117,0.000212386071411587,0.0746255441933153
"ENSG00000183914.14","DNAH2",140.583195004132,1.68155556773245,0.453296172835142,3.70961783598382,0.000207572331740368,0.0746255441933153
"ENSG00000160505.15","NLRP4",7.01691380443036,3.33576863335407,0.90035126971381,3.70496354652157,0.000211421136136874,0.0746255441933153
"ENSG00000213214.4","ARHGEF35",10.4257865963559,3.11946575556639,0.845540280159382,3.68931655743046,0.000224857293512437,0.0762482954928618
"ENSG00000088827.12","SIGLEC1",34.6225767114362,2.15166306057117,0.584539073885776,3.68095676866869,0.000232360403539981,0.0773551276087125
"ENSG00000185022.11","MAFF",114.020800553672,2.13287839148779,0.579652651712962,3.67958015060366,0.000233618257123488,0.0773551276087125
"ENSG00000152672.7","CLEC4F",5.29943679030601,3.23674003493391,0.880557350816097,3.67578560548511,0.000237118597819091,0.0776011969257945
"ENSG00000118922.17","KLF12",672.008063998876,-0.881166519875033,0.240364632203102,-3.66595747385359,0.000246414875329176,0.0789555230556835
"ENSG00000279907.1","RP11-568J23.2",10.3955961697388,3.66622323345919,1.00179041435567,3.65967090613183,0.000252539366791397,0.0789555230556835
"ENSG00000279879.1","RP11-1072C15.6",19.0699344475318,2.15767732128114,0.588907054088807,3.66386733916718,0.000248435492960356,0.0789555230556835
"ENSG00000186451.1","SPATA12",8.93653263054819,3.33509646444701,0.912000884956398,3.65690046957187,0.000255283446369415,0.0789555230556835
"ENSG00000138741.10","TRPC3",123.45025667792,-1.85725547994943,0.507180918171769,-3.66191907740588,0.000250332941544024,0.0789555230556835
"ENSG00000189334.8","S100A14",6.54096823731921,2.93754184552005,0.804445332180532,3.65163638597733,0.000260574653406093,0.0797160176099401
"ENSG00000182704.7","TSKU",30.2635914089345,1.49541393726448,0.413103075043355,3.61995353606976,0.000294655922216546,0.0805154459299484
"ENSG00000111704.10","NANOG",19.9877192298905,2.85936189893988,0.789567306945896,3.6214289444178,0.000292980278677852,0.0805154459299484
"ENSG00000178401.14","DNAJC22",27.7506600818733,1.75176976920859,0.483649434633489,3.62198246036632,0.000292353947950946,0.0805154459299484
"ENSG00000188488.13","SERPINA5",20.3723160089185,3.34693194974302,0.920612493749213,3.63554912894195,0.000277389120857953,0.0805154459299484
"ENSG00000206625.1","RNU6-1",42.5193652296424,-1.69160036868447,0.466442706902122,-3.62659838744018,0.000287179426342342,0.0805154459299484
"ENSG00000086696.10","HSD17B2",16.2637870908255,3.81449250505547,1.04775553644047,3.6406321631231,0.000271969457581972,0.0805154459299484
"ENSG00000134760.5","DSG1",10.4074626421898,3.25020606281701,0.892544209989013,3.64150708328164,0.000271046666417459,0.0805154459299484
"ENSG00000134061.5","CD180",18.6097082548763,2.65740644631874,0.730175010547461,3.63941028922136,0.000273263114580468,0.0805154459299484
"ENSG00000120708.16","TGFBI",91.3199709638432,2.76603292206177,0.762591277844615,3.62714995886089,0.000286566878359045,0.0805154459299484
"ENSG00000170927.14","PKHD1",27.8659418538778,3.66327486589689,1.00989879352264,3.62736829610321,0.000286324742150727,0.0805154459299484
"ENSG00000253525.1","CTD-2114J12.1",9.41530298984055,2.52788977098976,0.697396593470468,3.62475210612971,0.000289238752183124,0.0805154459299484
"ENSG00000142623.9","PADI1",17.117957488739,3.13864181724049,0.871177097277922,3.60275979137592,0.000314856463675152,0.0805297032433405
"ENSG00000260386.6","LINC01225",11.0850493822223,3.88791005304021,1.08168363156194,3.59431347539772,0.000325248054061521,0.0805297032433405
"ENSG00000162676.11","GFI1",9.85272180508212,3.77652930717517,1.06334641450055,3.55155126840672,0.000382967375280981,0.0805297032433405
"ENSG00000064886.13","CHI3L2",100.229329883433,4.28446806852777,1.22087471177191,3.50934295486352,0.000449215257033379,0.0805297032433405
"ENSG00000143297.18","FCRL5",22.7026781183174,3.98628811403939,1.10536407960777,3.60631233417129,0.000310579284392128,0.0805297032433405
"ENSG00000143340.6","FAM163A",23.0580763086487,2.42601213812033,0.673807517742339,3.60045276171589,0.000317663540121647,0.0805297032433405
"ENSG00000133048.12","CHI3L1",652.565144125263,2.61274723040807,0.728450996200307,3.58671653142969,0.000334868009040767,0.0805297032433405
"ENSG00000237949.1","LINC00844",120.190358801505,1.30167519387807,0.367865747491303,3.53845173886117,0.000402480847577905,0.0805297032433405
"ENSG00000254872.3","RP13-870H17.3",13.2352169122741,2.64533151678492,0.737708311890944,3.5858773368084,0.000335946851633745,0.0805297032433405
"ENSG00000110665.11","C11orf21",14.7114541583368,2.73139088687723,0.760355332807002,3.59225584279623,0.000327827758429703,0.0805297032433405
"ENSG00000267940.1","RP11-290F24.6",23.5344596879124,-1.32874233480944,0.378509790439365,-3.51045697726094,0.000447337190378775,0.0805297032433405
"ENSG00000132749.10","TESMIN",15.5745469054094,2.76673358347986,0.772737237758524,3.58043258210943,0.000343025843621831,0.0805297032433405
"ENSG00000110777.11","POU2AF1",18.9842032290863,2.98079762157634,0.845310103963715,3.52627705217196,0.000421445837301627,0.0805297032433405
"ENSG00000255093.2","RP11-794P6.2",12.2983994847619,3.69647478872951,1.05301379367652,3.51037641759994,0.000447472755113724,0.0805297032433405
"ENSG00000177575.12","CD163",247.551105764494,3.68952734944337,1.02119899040355,3.6129367382016,0.000302748586118345,0.0805297032433405
"ENSG00000214826.5","DDX12P",26.3182347375788,1.42218795643283,0.403137502511457,3.52779869789567,0.000419030692109737,0.0805297032433405
"ENSG00000135476.11","ESPL1",23.4875917361354,3.04185084582597,0.844179466476798,3.60332247658332,0.000314175348297734,0.0805297032433405
"ENSG00000251138.6","RP11-81H3.2",16.265844426801,1.96657683186378,0.554104633847367,3.54910735578777,0.000386539455032281,0.0805297032433405
"ENSG00000281344.1","HELLPAR",345.199429152908,2.57622798742411,0.72350606077686,3.56075522664993,0.000369789679209162,0.0805297032433405
"ENSG00000196917.5","HCAR1",14.5284515773952,2.89405665843779,0.809723339188969,3.57413022247391,0.000351394023834603,0.0805297032433405
"ENSG00000257647.1","RP11-701H24.3",179.558830336708,-1.73416009641106,0.48266433181547,-3.59289050816802,0.000327030027785402,0.0805297032433405
"ENSG00000158486.13","DNAH3",33.0505153798078,2.977176910858,0.834927885952871,3.5657892866523,0.000362762759081245,0.0805297032433405
"ENSG00000184860.9","SDR42E1",23.4140485652801,3.94732778745349,1.121293834232,3.52033308928084,0.000431005165783154,0.0805297032433405
"ENSG00000101695.8","RNF125",82.5917071160734,1.42054531745647,0.403937989654649,3.5167410687739,0.000436879738425198,0.0805297032433405
"ENSG00000267313.7","KC6",10.4383089003202,3.39729262675056,0.960563725437793,3.53676964555599,0.000405052785350206,0.0805297032433405
"ENSG00000127507.17","ADGRE2",64.737236028078,2.1454022382766,0.602365799255165,3.56162690665609,0.000368563883119851,0.0805297032433405
"ENSG00000142405.21","NLRP12",20.7667125833476,3.0513037116891,0.86583876761021,3.52410151385455,0.000424921421485842,0.0805297032433405
"ENSG00000163792.6","TCF23",14.9363703073923,3.81263435134618,1.07886262440735,3.53393867309154,0.000409416063001691,0.0805297032433405
"ENSG00000116117.17","PARD3B",194.810491210534,1.16016128120332,0.327302931497456,3.54461011361988,0.000393194229755308,0.0805297032433405
"ENSG00000144452.14","ABCA12",19.6337171856184,3.06051850425465,0.870657241745076,3.51518181611904,0.000439453013109496,0.0805297032433405
"ENSG00000144481.16","TRPM8",16.7928860614181,3.38766373290222,0.951186841513896,3.56151240224314,0.000368724687419309,0.0805297032433405
"ENSG00000196209.12","SIRPB2",35.5886102699049,2.11629079121214,0.591387334891661,3.57851896101196,0.000345546803262589,0.0805297032433405
"ENSG00000198743.6","SLC5A3",744.09626096313,-0.778917617231248,0.220767502305583,-3.52822588966506,0.000418354983682794,0.0805297032433405
"ENSG00000280356.1","RP1-101G11.3",22.5750124304022,4.00294412537603,1.11378991972258,3.59398487496912,0.000325658749676157,0.0805297032433405
"ENSG00000100385.13","IL2RB",13.0678808630734,3.23012766871296,0.917020646070463,3.52241542494645,0.000427633463192533,0.0805297032433405
"ENSG00000241163.7","LINC00877",26.7255524506299,2.17407508659248,0.612142940139312,3.55158075677178,0.000382924463382709,0.0805297032433405
"ENSG00000153283.12","CD96",11.4054717140793,3.15099314553554,0.894678108833951,3.52192941173254,0.000428418201722131,0.0805297032433405
"ENSG00000172752.14","COL6A5",13.6275680443488,3.77969499787517,1.07576386401663,3.51349875590984,0.000442246484735106,0.0805297032433405
"ENSG00000249700.8","SRD5A3-AS1",51.5689534933077,1.2230330894717,0.342985417227112,3.5658457416627,0.000362684667621496,0.0805297032433405
"ENSG00000138722.9","MMRN1",58.662661784014,3.32155973187011,0.935896843096674,3.54906607108515,0.000386600064293823,0.0805297032433405
"ENSG00000271646.1","RP11-326I11.3",26.684800164789,1.69799258182284,0.476324074594969,3.5647842978894,0.000364155544755542,0.0805297032433405
"ENSG00000230438.6","SERPINB9P1",10.8808155128219,1.91489680698628,0.53335338969788,3.59029649754542,0.000330302024774979,0.0805297032433405
"ENSG00000276966.2","HIST1H4E",708.766874118372,-1.72966382487795,0.479600459508755,-3.60646823952089,0.000310392829829432,0.0805297032433405
"ENSG00000168631.12","DPCR1",16.9814624816927,3.43131473443907,0.960858825064633,3.57109144957716,0.000355496735517339,0.0805297032433405
"ENSG00000124721.17","DNAH8",19.4981168397647,2.61424961489174,0.742691820456795,3.51996554005919,0.000431602869776992,0.0805297032433405
"ENSG00000153292.15","ADGRF1",19.3859458859015,3.86376052901335,1.10045860627085,3.51104576491667,0.000446347549531093,0.0805297032433405
"ENSG00000279968.1","GVQW2",9.47832914611434,2.11346722126883,0.594423689713384,3.55548955710007,0.000377275930874665,0.0805297032433405
"ENSG00000188730.4","VWC2",267.572913037884,-1.74835150854811,0.490261422270575,-3.56616170297649,0.000362247903848962,0.0805297032433405
"ENSG00000227038.3","GTF2IP7",12.4808938267036,2.66921314026126,0.758034658481232,3.52122836389723,0.000429552513464555,0.0805297032433405
"ENSG00000127412.6","TRPV5",30.74975729856,2.13034060411646,0.596630607446191,3.57061903551201,0.000356138560922228,0.0805297032433405
"ENSG00000236739.3","CLIC4P1",40.4764675842094,1.67121987656835,0.470449431528804,3.5523900435748,0.000381748530009364,0.0805297032433405
"ENSG00000225655.5","RP11-58A12.3",4.76389152143592,3.28564903952961,0.933397730724852,3.52009537989563,0.000431391637497586,0.0805297032433405
"ENSG00000276581.2","SPATA31A5",8.14227822930352,4.58899323432975,1.30246553416125,3.5233126051853,0.000426188360519885,0.0805297032433405
"ENSG00000204054.13","LINC00963",277.367574920959,0.935487023511808,0.260922329223833,3.58530841838875,0.000336680084245168,0.0805297032433405
"ENSG00000101425.12","BPI",15.8391752444655,2.58436865582213,0.737990675913734,3.50189879109559,0.000461955063755644,0.0822045264642504
"ENSG00000204410.14","MSH5",60.4798273877343,1.49326430149266,0.426586919486904,3.50049247475462,0.000464399350073399,0.0822045264642504
"ENSG00000177674.15","AGTRAP",56.7219911173552,1.36376211416651,0.393341139616605,3.46712300548015,0.000526061097557262,0.0824297708490344
"ENSG00000158786.4","PLA2G2F",18.9611779137497,3.2160253873292,0.925211610959871,3.47598900536138,0.000508973151662025,0.0824297708490344
"ENSG00000204219.9","TCEA3",72.9456658886138,1.0004516672736,0.286499097948814,3.49198889084229,0.0004794381872153,0.0824297708490344
"ENSG00000134668.12","SPOCD1",33.5783602667752,2.49586346257405,0.718210013481918,3.47511649200487,0.000510631552034334,0.0824297708490344
"ENSG00000026751.16","SLAMF7",12.4180848473745,3.59444816767487,1.037339481222,3.46506445839753,0.000530104406597094,0.0824297708490344
"ENSG00000116701.14","NCF2",70.7469972307978,2.4892407741594,0.713195649427807,3.49026354290931,0.000482544426972485,0.0824297708490344
"ENSG00000223528.7","RP11-223P11.3",172.481971833349,1.35706699709194,0.389554107552532,3.48364186330377,0.000494640898376151,0.0824297708490344
"ENSG00000135406.13","PRPH",14.3796418314741,2.6399277676189,0.758196501975416,3.48185168454457,0.000497959416540228,0.0824297708490344
"ENSG00000139629.15","GALNT6",112.808947162578,1.69107811374524,0.486466592060951,3.47624716957615,0.000508483418168727,0.0824297708490344
"ENSG00000232117.1","LINC00384",27.7272204804639,2.46200160126372,0.710281168036,3.4662352207245,0.000527801308424391,0.0824297708490344
"ENSG00000262966.2","RP11-85B7.2",24.4081045352387,2.03178681045011,0.581614915757944,3.49335403099548,0.000476993676641277,0.0824297708490344
"ENSG00000099860.8","GADD45B",228.111606544675,1.85521934325366,0.531977906643319,3.48739923234735,0.000487742683048873,0.0824297708490344
"ENSG00000105697.7","HAMP",24.6578935302337,2.19095799861441,0.630981299848728,3.47230258509987,0.00051601437242865,0.0824297708490344
"ENSG00000171804.10","WDR87",19.3568468134522,3.50274417039358,1.00190489063427,3.49608451175051,0.000472139139740184,0.0824297708490344
"ENSG00000185038.14","MROH2A",14.5478599949626,3.61070517769046,1.03754442964981,3.48004873286164,0.000501322584584371,0.0824297708490344
"ENSG00000278996.1","CH507-513H4.1",104.676191958398,2.96118022839608,0.851196297009806,3.4788452896218,0.000503579221600527,0.0824297708490344
"ENSG00000205622.9","AF064858.6",16.9098553241916,3.0552722371004,0.881245337366544,3.46699393182672,0.000526313771506569,0.0824297708490344
"ENSG00000109684.14","CLNK",9.21715788295893,3.72910690320724,1.07026274960883,3.48429103467367,0.000493442609661121,0.0824297708490344
"ENSG00000120262.9","CCDC170",31.9838971114672,1.778144390839,0.511918167857492,3.47349342626574,0.000513729947728082,0.0824297708490344
"ENSG00000203690.11","TCP10",13.8097405725144,3.54963834409663,1.02289417325689,3.47019118585318,0.000520088022360034,0.0824297708490344
"ENSG00000004846.16","ABCB5",16.3358219680491,3.91205649424952,1.12889648384857,3.46538106037213,0.000529480671988877,0.0824297708490344
"ENSG00000253541.1","SEPT10P1",10.4056420153376,1.88224419472665,0.540590612723682,3.48182922608156,0.00049800118013257,0.0824297708490344
"ENSG00000272055.1","RNU6-6P",34.1499336315709,-1.57924727653028,0.456825133044353,-3.45700611086333,0.000546212462694769,0.0835497269703494
"ENSG00000197471.11","SPN",45.1782907369018,1.91362789855154,0.553264568156501,3.45879351162469,0.00054260071309529,0.0835497269703494
"ENSG00000269086.2","CTC-523E23.5",17.6477825819616,3.53408239741796,1.02227378362584,3.45708014235005,0.000546062425858634,0.0835497269703494
"ENSG00000135409.10","AMHR2",9.61315196418459,3.81479842161302,1.10557971033422,3.45049604832183,0.000559557359201712,0.0835503992463065
"ENSG00000104970.10","KIR3DX1",11.368923226578,2.99436447318886,0.867873217065571,3.4502326080684,0.00056010372218494,0.0835503992463065
"ENSG00000236445.4","LINC00608",11.8619306044343,3.85460459512004,1.11781217288523,3.44834730612278,0.000564028277022499,0.0835503992463065
"ENSG00000278637.1","HIST1H4A",29.2484841417421,-2.09956455252836,0.608629727353921,-3.44965823745815,0.000561296663484227,0.0835503992463065
"ENSG00000277157.1","HIST1H4D",142.209457905176,-1.55906188830532,0.451563004241896,-3.45258994572139,0.000555232331680078,0.0835503992463065
"ENSG00000171320.14","ESCO2",15.1518955733243,2.52671553058516,0.732519406653582,3.44934961126576,0.00056193864282181,0.0835503992463065
"ENSG00000197061.4","HIST1H4C",417.802884575305,-1.69375755611298,0.491432454365174,-3.44657244564964,0.000567746319709033,0.0836608385770196
"ENSG00000134160.13","TRPM1",18.401090050053,2.82517469446729,0.820213618409306,3.44443768191308,0.000572248534254396,0.0838850781072394
"ENSG00000127533.3","F2RL3",12.8036255420308,2.90881540720166,0.84536587543967,3.44089522857639,0.00057979299003317,0.0841148129097091
"ENSG00000021826.14","CPS1",115.485092048847,1.55794367789355,0.452740568094606,3.44113999867579,0.000579268732916339,0.0841148129097091
"ENSG00000100292.16","HMOX1",77.0127644288635,2.42739761761022,0.706230922780834,3.43711601872681,0.000587943703642664,0.0848598745590912
"ENSG00000163694.14","RBM47",55.7361836186995,1.99013846504199,0.579340301368683,3.43518042908515,0.000592159423280587,0.0850322804501639
"ENSG00000228741.2","SPATA13",9.33220384834351,2.18160267287568,0.635588941164711,3.43241131426534,0.000598239504408937,0.0850376305635835
"ENSG00000130383.7","FUT5",7.43797092574015,3.01632525569458,0.87868196989005,3.43278382743191,0.000597418216826949,0.0850376305635835
"ENSG00000011105.12","TSPAN9",363.492251146951,-1.8910247081145,0.551886077455381,-3.42647655986101,0.000611466534980098,0.0853666391820202
"ENSG00000100351.16","GRAP2",18.7880494647545,3.1582326093874,0.922092392336476,3.42507175597101,0.000614637063284612,0.0853666391820202
"ENSG00000260303.1","RP11-203B7.2",7.51034550401607,4.12591382541436,1.20335143721706,3.4286856672197,0.000606511528424601,0.0853666391820202
"ENSG00000236700.5","LINC01010",17.7729571509989,1.88522693326585,0.550100269605858,3.42706055137294,0.000610152997477375,0.0853666391820202
