"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","timepoint","cell_type"
9.94912608396789e-08,0.634788117662405,0.207,0.079,0.00206792585655273,"Rcor1","D3","Endothelial"
1.00142254235606e-07,0.657956022839925,0.218,0.087,0.00208145675428706,"Cstf3","D3","Endothelial"
1.01662066489197e-07,0.600913320587517,0.272,0.123,0.00211304605197795,"Lrrk1","D3","Endothelial"
1.0318706968869e-07,0.699017887570975,0.22,0.089,0.00214474324347942,"Sipa1l2","D3","Endothelial"
1.04151474853211e-07,0.757213597354282,0.191,0.07,0.002164788404824,"Sh3bp4","D3","Endothelial"
1.05457602358658e-07,0.467032248331302,0.407,0.213,0.00219193626502471,"Fgd5","D3","Endothelial"
1.06622517946309e-07,0.566988632934099,0.256,0.111,0.00221614903551403,"Atf7","D3","Endothelial"
1.06744059192049e-07,0.735707408523915,0.2,0.077,0.00221867527030675,"Rev3l","D3","Endothelial"
1.06961055297105e-07,0.741598655532422,0.198,0.074,0.00222318553435033,"Zmym2","D3","Endothelial"
1.07449658396075e-07,0.374026600144419,0.312,0.145,0.00223334114976242,"Mtss1","D3","Endothelial"
1.07720900530057e-07,0.423117589552229,0.426,0.23,0.00223897891751724,"Asap1","D3","Endothelial"
1.08818023737922e-07,0.454256350170669,0.359,0.181,0.00226178262339271,"Rapgef6","D3","Endothelial"
1.09341924988205e-07,1.47620482716969,0.118,0.028,0.00227267191087984,"L3mbtl3","D3","Endothelial"
1.09535594314984e-07,0.979619187065531,0.127,0.032,0.00227669732783694,"Lats1","D3","Endothelial"
1.10335423112559e-07,1.90056868444767,0.105,0.021,0.00229332176939454,"Mthfd1l","D3","Endothelial"
1.10932466529662e-07,0.527870695683391,0.232,0.096,0.00230573131681903,"Ppp1r16b","D3","Endothelial"
1.13490802295327e-07,0.403379001141277,0.247,0.104,0.00235890632570837,"Rassf3","D3","Endothelial"
1.14024419506771e-07,0.747181297101869,0.229,0.096,0.00236999755944824,"Rbms3","D3","Endothelial"
1.16419083194227e-07,0.89115477102624,0.156,0.049,0.002419770644192,"Tent4b","D3","Endothelial"
1.20892606461518e-07,-1.26332640183694,0.285,0.381,0.00251275282530266,"Rpl37","D3","Endothelial"
1.21323565896986e-07,0.470075782092715,0.272,0.121,0.00252171031716885,"Pacs1","D3","Endothelial"
1.21514969827318e-07,0.487759205436176,0.23,0.094,0.0025256886478608,"Dennd1b","D3","Endothelial"
1.23939101996052e-07,0.396053528884738,0.436,0.234,0.00257607423498795,"Sash1","D3","Endothelial"
1.24711472598085e-07,0.651625215424358,0.214,0.085,0.00259212795795121,"Kif2a","D3","Endothelial"
1.26166678373284e-07,0.810703003706186,0.221,0.091,0.00262237440998871,"Pgm5","D3","Endothelial"
1.26202107885647e-07,0.899143691576948,0.165,0.055,0.00262311081240318,"2210408I21Rik","D3","Endothelial"
1.26762336759984e-07,0.428837078802249,0.307,0.147,0.00263475516955627,"Abi1","D3","Endothelial"
1.34600437004371e-07,1.05894359928551,0.147,0.045,0.00279767008313585,"Fhit","D3","Endothelial"
1.36597894073982e-07,0.478345614971174,0.323,0.157,0.00283918722832771,"Itpr2","D3","Endothelial"
1.40902022825543e-07,-0.74650140762212,0.41,0.485,0.0029286485444289,"Rgs5","D3","Endothelial"
1.42516290740809e-07,0.373866268816243,0.428,0.223,0.00296220110304771,"Nbea","D3","Endothelial"
1.44385887575741e-07,0.907188309787607,0.154,0.049,0.00300106067326177,"Armc8","D3","Endothelial"
1.45139947723682e-07,-1.37517519164309,0.216,0.326,0.00301673381343673,"Atp6v0c","D3","Endothelial"
1.4601148672095e-07,0.499985705472301,0.403,0.213,0.00303484875149494,"Vim","D3","Endothelial"
1.47108730961337e-07,0.80333860027463,0.216,0.089,0.00305765497303139,"Adcy9","D3","Endothelial"
1.51066924498602e-07,1.12050072565644,0.156,0.051,0.00313992602570344,"Galnt15","D3","Endothelial"
1.51813226142768e-07,1.30673604094271,0.109,0.023,0.00315543790537743,"Cpne3","D3","Endothelial"
1.52544385391782e-07,-0.973602820646195,0.327,0.421,0.0031706350503682,"Rps24","D3","Endothelial"
1.60474981788969e-07,0.53443657521557,0.243,0.104,0.00333547249648371,"Grb10","D3","Endothelial"
1.60925532603586e-07,0.544080537349603,0.272,0.126,0.00334483719516553,"Osbpl8","D3","Endothelial"
1.62441321382366e-07,0.551856289340238,0.298,0.14,0.00337634286493248,"Rbm6","D3","Endothelial"
1.62574705725982e-07,0.859343809411819,0.162,0.053,0.00337911525851454,"Spaca6","D3","Endothelial"
1.63424117266137e-07,-2.02087863270883,0.098,0.202,0.00339677027737667,"Uqcrb","D3","Endothelial"
1.64370367055851e-07,1.46040402717243,0.12,0.03,0.00341643807925586,"St7","D3","Endothelial"
1.64740776557792e-07,0.496997914271658,0.252,0.109,0.00342413704075371,"Ccser1","D3","Endothelial"
1.65439494621668e-07,0.508739351593599,0.211,0.083,0.00343865989571137,"Golga4","D3","Endothelial"
1.66137082982676e-07,0.450668900490645,0.348,0.177,0.00345315926979492,"Kmt2c","D3","Endothelial"
1.66651948281533e-07,0.602456909036191,0.278,0.132,0.00346386074503167,"Vps13d","D3","Endothelial"
1.67554539333455e-07,0.433977932883352,0.339,0.166,0.00348262110004587,"Glg1","D3","Endothelial"
1.70555570590295e-07,0.380870467910579,0.426,0.228,0.00354499753471927,"Mef2a","D3","Endothelial"
1.72349423290101e-07,0.817479677452953,0.174,0.062,0.00358228276308476,"1700018A04Rik","D3","Endothelial"
1.7755669710152e-07,0.9614381163197,0.18,0.066,0.00369051594925509,"Ap3s1","D3","Endothelial"
1.79423130060185e-07,1.11076147438187,0.113,0.026,0.00372930975830095,"Acsl4","D3","Endothelial"
1.83485943276628e-07,0.871994510976129,0.174,0.062,0.00381375533100471,"Tia1","D3","Endothelial"
1.84900383721365e-07,0.514646295158486,0.336,0.17,0.00384315447564858,"Lima1","D3","Endothelial"
1.87874739603561e-07,1.15053773883963,0.138,0.04,0.00390497646266002,"Cecr2","D3","Endothelial"
1.89352896089051e-07,0.867833275600127,0.16,0.053,0.00393569994521093,"Serinc5","D3","Endothelial"
1.90363506686511e-07,0.408731380568021,0.343,0.172,0.00395670548647912,"Irf2","D3","Endothelial"
1.92932275471198e-07,1.50895855787457,0.136,0.04,0.00401009734566885,"Gm15283","D3","Endothelial"
1.93324509507128e-07,0.994288122729854,0.169,0.06,0.00401824993010565,"Mrtfa","D3","Endothelial"
1.93420306548516e-07,1.2312628632524,0.134,0.038,0.00402024107161091,"Fkbp5","D3","Endothelial"
2.02521300484454e-07,0.543063743809783,0.24,0.102,0.00420940523056937,"Ube2d3","D3","Endothelial"
2.04266200858755e-07,0.469711475244715,0.263,0.117,0.00424567298484922,"Arid4b","D3","Endothelial"
2.06402513728913e-07,0.864497642032509,0.18,0.066,0.00429007624785545,"Tnpo3","D3","Endothelial"
2.10332621082993e-07,1.10419833923592,0.123,0.032,0.00437176352921002,"Zhx2","D3","Endothelial"
2.10712121464095e-07,0.436407897313094,0.256,0.113,0.00437965144463122,"Slc12a6","D3","Endothelial"
2.11044052919679e-07,-2.13017432597593,0.071,0.168,0.00438655063993552,"9630028H03Rik","D3","Endothelial"
2.1276657429366e-07,0.470896740892036,0.269,0.121,0.00442235324669372,"Aak1","D3","Endothelial"
2.13164329791977e-07,0.677820443730652,0.261,0.121,0.00443062059472625,"Tnks2","D3","Endothelial"
2.24176924645963e-07,0.850395100039325,0.176,0.064,0.00465951737876634,"Cdc73","D3","Endothelial"
2.3102572111287e-07,0.347125821191832,0.399,0.209,0.00480186961333101,"Zbtb16","D3","Endothelial"
2.34994110410207e-07,0.527404664481498,0.309,0.153,0.00488435258487615,"Oga","D3","Endothelial"
2.36329116815124e-07,0.55012962000802,0.299,0.145,0.00491210069300234,"Tulp4","D3","Endothelial"
2.41726356158158e-07,0.463479425659829,0.27,0.123,0.00502428231274731,"Rabgap1","D3","Endothelial"
2.41744470766482e-07,-1.5590263962875,0.125,0.236,0.00502465882488133,"Car4","D3","Endothelial"
2.43352256312177e-07,0.363719973258727,0.437,0.24,0.0050580766474486,"Gnb1","D3","Endothelial"
2.47541958031068e-07,0.629902641431441,0.183,0.068,0.00514515959767574,"Prkd2","D3","Endothelial"
2.47721827789017e-07,0.535581584189808,0.212,0.085,0.00514889819059473,"Gigyf2","D3","Endothelial"
2.48546330005855e-07,1.27363071131785,0.114,0.028,0.0051660354691717,"Pde7a","D3","Endothelial"
2.53339758805393e-07,1.32016047469911,0.129,0.036,0.0052656668867701,"Cdyl","D3","Endothelial"
2.53617175694272e-07,0.776684677633271,0.241,0.109,0.00527143299680544,"Arhgef2","D3","Endothelial"
2.62038438509236e-07,0.842717646202905,0.145,0.045,0.00544646894441446,"Socs2","D3","Endothelial"
2.63114124664586e-07,0.68405429937942,0.16,0.053,0.00546882708115342,"Trrap","D3","Endothelial"
2.64405382708283e-07,0.732977325668996,0.156,0.051,0.00549566587959166,"Scaf4","D3","Endothelial"
2.73505930941174e-07,0.517258861627554,0.365,0.189,0.0056848207746123,"Afap1l1","D3","Endothelial"
2.81856599944246e-07,0.862559697575352,0.174,0.064,0.00585838942984115,"Lpcat3","D3","Endothelial"
2.82766283089874e-07,1.10816959872132,0.143,0.045,0.00587729719402302,"Eri3","D3","Endothelial"
2.84011239300441e-07,1.03598791057141,0.147,0.047,0.00590317360885967,"Efr3a","D3","Endothelial"
2.867896764367e-07,0.397602299862617,0.252,0.111,0.0059609234247368,"Zfand6","D3","Endothelial"
2.89764554003269e-07,-1.6917651670973,0.147,0.251,0.00602275625495794,"Slc9a3r2","D3","Endothelial"
2.93921738743378e-07,0.356323057079054,0.695,0.426,0.0061091633397811,"Rasal2","D3","Endothelial"
2.95281964137202e-07,0.961620573659294,0.165,0.057,0.00613743562459175,"Coro2b","D3","Endothelial"
2.95641357761516e-07,0.913729067143197,0.151,0.049,0.00614490562107312,"Itprid2","D3","Endothelial"
3.02880580573413e-07,0.443623134697593,0.254,0.113,0.00629537286721838,"Sppl3","D3","Endothelial"
3.03074036242474e-07,1.07784658470172,0.122,0.032,0.00629939384329983,"Acer3","D3","Endothelial"
3.03195744541077e-07,0.746706860402669,0.178,0.066,0.00630192355028628,"Srsf4","D3","Endothelial"
3.03210178407289e-07,0.348027617590194,0.403,0.209,0.00630222355819551,"Fnbp1l","D3","Endothelial"
3.09464261955269e-07,0.475197147095653,0.227,0.096,0.00643221468474027,"Clasp1","D3","Endothelial"
3.20799407296744e-07,1.2681523289545,0.154,0.053,0.00666781568066281,"Plpp3","D3","Endothelial"
3.25283719747958e-07,0.665363473046782,0.158,0.053,0.00676102211496131,"Tdrd3","D3","Endothelial"
3.34052215693005e-07,0.673933890446134,0.142,0.043,0.0069432753031791,"Spats2","D3","Endothelial"
3.36022907662003e-07,0.869458741458705,0.167,0.06,0.00698423613575474,"Tmem44","D3","Endothelial"
3.39760069014805e-07,0.3943479227672,0.236,0.102,0.00706191303447272,"Capzb","D3","Endothelial"
3.43132036776803e-07,0.813093183902194,0.241,0.111,0.00713199938440585,"Otud7b","D3","Endothelial"
3.49523305670161e-07,0.37660390647588,0.37,0.191,0.0072648419083543,"Wwc2","D3","Endothelial"
3.50165336102213e-07,0.917486545275424,0.2,0.083,0.00727818651088449,"Ogdh","D3","Endothelial"
3.56552121037847e-07,1.01229973534669,0.122,0.032,0.00741093583577166,"Tspan12","D3","Endothelial"
3.63867907963427e-07,0.42342417625871,0.198,0.077,0.00756299446701982,"Eml4","D3","Endothelial"
3.66929298897143e-07,0.689136025205929,0.171,0.062,0.00762662547757712,"Lamp2","D3","Endothelial"
3.69409848180159e-07,0.546704956137444,0.218,0.091,0.0076781836944246,"Hmg20a","D3","Endothelial"
3.72458956057285e-07,0.656282289003879,0.265,0.126,0.00774155940165068,"Epb41","D3","Endothelial"
3.72646603626485e-07,1.20506138217665,0.113,0.028,0.0077454596563765,"Brwd3","D3","Endothelial"
3.75128613930721e-07,1.01005616203909,0.16,0.055,0.00779704824055004,"Fam129b","D3","Endothelial"
3.76488294259772e-07,0.486530236509634,0.265,0.121,0.00782530919618936,"Cux1","D3","Endothelial"
3.82688994121408e-07,0.450771296669008,0.274,0.128,0.00795419074281347,"Srek1","D3","Endothelial"
3.86033973211648e-07,0.562114250338075,0.243,0.109,0.0080237161332041,"Hipk3","D3","Endothelial"
3.8897563033878e-07,0.80156410435291,0.147,0.047,0.00808485847659154,"Lmtk2","D3","Endothelial"
3.96285630960505e-07,1.04805902183634,0.151,0.051,0.00823679683951409,"Atg10","D3","Endothelial"
3.98692767291831e-07,0.624501866790444,0.214,0.089,0.00828682916816072,"Kat6a","D3","Endothelial"
3.99190801865109e-07,0.349528967157452,0.428,0.232,0.0082971808167663,"Hivep2","D3","Endothelial"
4.05145330324234e-07,0.582553107071603,0.243,0.109,0.0084209456907892,"Fbxw7","D3","Endothelial"
4.06302914146697e-07,0.996865283359124,0.142,0.045,0.0084450060705391,"Ephb4","D3","Endothelial"
4.08965470963445e-07,1.11618706289794,0.142,0.045,0.0085003473139752,"Abcc5","D3","Endothelial"
4.11197110466721e-07,0.36659685205197,0.361,0.185,0.00854673194105081,"Zhx3","D3","Endothelial"
4.18258011503649e-07,1.07160440482251,0.162,0.057,0.00869349276910335,"Cpq","D3","Endothelial"
4.19314797910973e-07,0.568128730920762,0.176,0.064,0.00871545807457958,"Relch","D3","Endothelial"
4.24488897114629e-07,0.895668391988556,0.169,0.062,0.00882300172652756,"Pip4k2a","D3","Endothelial"
4.34034830337234e-07,0.964571584482879,0.131,0.038,0.0090214139485594,"Adss","D3","Endothelial"
4.3962650023671e-07,-1.28140392779534,0.214,0.321,0.00913763680742002,"Tfrc","D3","Endothelial"
4.42880930369766e-07,-1.59941727057085,0.102,0.206,0.00920528013773558,"Stmn3","D3","Endothelial"
4.4578357754639e-07,0.513243180183941,0.309,0.155,0.00926561165930172,"Uvrag","D3","Endothelial"
4.46425428325102e-07,0.612157184150555,0.218,0.091,0.00927895252773724,"Fam222b","D3","Endothelial"
4.67357834899623e-07,0.575419929336954,0.209,0.087,0.00971403259838867,"Ppp1r12b","D3","Endothelial"
4.70946475534231e-07,0.666839377148615,0.214,0.091,0.009788622493979,"Eml6","D3","Endothelial"
4.72184504415758e-07,0.672167080574967,0.223,0.098,0.00981435492428154,"Jak2","D3","Endothelial"
4.72943477075885e-07,1.55091085856659,0.122,0.034,0.00983013017102226,"Igsf5","D3","Endothelial"
4.82621882171643e-07,0.299856685100359,0.33,0.164,0.0100312958209376,"Hectd1","D3","Endothelial"
4.84291625701036e-07,0.507480928293354,0.214,0.087,0.010066001440196,"Sec63","D3","Endothelial"
4.85717474436673e-07,0.378992229270692,0.289,0.136,0.0100956377061663,"Tbl1x","D3","Endothelial"
4.88393144423314e-07,0.9228044247558,0.174,0.066,0.0101512515068386,"Pdcd6ip","D3","Endothelial"
4.88506507605384e-07,-1.00574921780436,0.343,0.421,0.0101536077605779,"Rpl27a","D3","Endothelial"
4.88620032753642e-07,0.84978306063959,0.142,0.045,0.0101559673807845,"Cwc27","D3","Endothelial"
4.90736121034378e-07,0.488696063510342,0.201,0.081,0.0101999502756995,"Rptor","D3","Endothelial"
4.96025481924147e-07,0.557860859217734,0.162,0.055,0.0103098896417934,"Nfe2l2","D3","Endothelial"
5.03097374874458e-07,-2.27442164649571,0.076,0.17,0.0104568789367656,"Ubl5","D3","Endothelial"
5.05224594725787e-07,1.50355845928765,0.111,0.028,0.0105010932013755,"Ddx10","D3","Endothelial"
5.06721403159708e-07,1.02088018172839,0.134,0.04,0.0105322043646745,"Rras2","D3","Endothelial"
5.10137794831935e-07,0.766480415352962,0.167,0.06,0.0106032140655818,"Vezt","D3","Endothelial"
5.11132999682517e-07,1.47270839860748,0.103,0.023,0.0106238993984011,"Ctps","D3","Endothelial"
5.14127039687109e-07,0.617443696010348,0.218,0.091,0.0106861305198966,"Clock","D3","Endothelial"
5.17708275929109e-07,0.611103108372576,0.198,0.079,0.0107605665151865,"Rfx3","D3","Endothelial"
5.21189593311651e-07,1.14158454783575,0.127,0.036,0.0108329256969827,"Usp8","D3","Endothelial"
5.33286078562076e-07,1.1710361128512,0.191,0.079,0.0110843511429127,"Ctsd","D3","Endothelial"
5.35858355269347e-07,0.371488874708909,0.347,0.179,0.0111378159142734,"Osbpl9","D3","Endothelial"
5.4660524292476e-07,-1.10267825511303,0.26,0.357,0.0113611899741911,"Eif1","D3","Endothelial"
5.55074881764161e-07,0.561685051240851,0.18,0.068,0.0115372314174681,"Adgra2","D3","Endothelial"
5.62310777598111e-07,0.59900804218483,0.22,0.094,0.0116876295123767,"Rsf1","D3","Endothelial"
5.6594106374814e-07,0.558222279102243,0.198,0.079,0.0117630850100051,"Nsmce2","D3","Endothelial"
5.68075606729499e-07,0.641131976050235,0.236,0.106,0.0118074514858726,"Tmem131","D3","Endothelial"
5.78541820230462e-07,0.82614347361725,0.178,0.068,0.0120249917334902,"Stk39","D3","Endothelial"
5.87333686642647e-07,0.436880388473991,0.303,0.149,0.0122077306768674,"Clk1","D3","Endothelial"
5.90492891490987e-07,0.945899882314649,0.194,0.079,0.0122733947496402,"Gatad2a","D3","Endothelial"
5.94499579684908e-07,0.74045469319093,0.172,0.064,0.0123566737637508,"Arnt","D3","Endothelial"
5.9463484169958e-07,1.03207216893714,0.125,0.036,0.0123594851847258,"Smc4","D3","Endothelial"
5.97060756542977e-07,0.661622297105369,0.201,0.083,0.0124099078247458,"Pabpc1","D3","Endothelial"
6.04582994720512e-07,0.680685181331489,0.165,0.06,0.0125662575452658,"Atxn7l1","D3","Endothelial"
6.24010243962773e-07,0.58635179721558,0.229,0.1,0.0129700529207662,"Dcaf6","D3","Endothelial"
6.31703924200513e-07,0.40033728534641,0.47,0.27,0.0131299660645077,"Akt3","D3","Endothelial"
6.36876147571955e-07,0.452827464048211,0.24,0.106,0.0132374707272831,"Srsf5","D3","Endothelial"
6.75090140369861e-07,0.56410815115373,0.241,0.111,0.0140317485675876,"Cdk13","D3","Endothelial"
6.76144052517936e-07,0.47809846245733,0.205,0.085,0.0140536541315853,"Ago3","D3","Endothelial"
6.76992886651651e-07,1.32722897857392,0.134,0.043,0.0140712971490546,"Snx24","D3","Endothelial"
6.80863881333343e-07,0.965229446748859,0.16,0.057,0.0141517557735135,"Fam135a","D3","Endothelial"
7.04892627999271e-07,0.31195729332448,0.548,0.313,0.0146511932729649,"Luc7l2","D3","Endothelial"
7.06336974303414e-07,0.804201420117675,0.209,0.089,0.0146812140108965,"Gdi2","D3","Endothelial"
7.16270530348079e-07,0.705203099582483,0.209,0.089,0.0148876829732848,"Usp3","D3","Endothelial"
7.2959653478845e-07,0.464527495535467,0.181,0.07,0.0151646639755779,"Ino80","D3","Endothelial"
7.51305114091782e-07,0.614123164005966,0.162,0.057,0.0156158767963977,"Dennd4a","D3","Endothelial"
7.68927286849329e-07,1.2854686830673,0.113,0.03,0.0159821536571633,"Igf2r","D3","Endothelial"
7.73280428270931e-07,0.582521533327599,0.178,0.068,0.0160726337016113,"Acvr1","D3","Endothelial"
7.74227321722321e-07,0.305694619214569,0.677,0.4,0.0160923148819984,"Sorbs2","D3","Endothelial"
7.7935848911804e-07,0.790898579713069,0.18,0.07,0.0161989661963185,"Setbp1","D3","Endothelial"
7.90320468520478e-07,0.796899862319199,0.14,0.045,0.0164268109381981,"Ireb2","D3","Endothelial"
7.92710947764444e-07,0.651729225483964,0.191,0.077,0.016476497049284,"Tra2b","D3","Endothelial"
7.99340883807506e-07,0.857564007148907,0.209,0.089,0.016614300269939,"Lrrc58","D3","Endothelial"
8.07614579627094e-07,0.37330954867482,0.258,0.119,0.0167862690375491,"Epc1","D3","Endothelial"
8.14051537955634e-07,0.440214585809318,0.309,0.157,0.0169200612164079,"Tra2a","D3","Endothelial"
8.16593219373628e-07,1.23298248342453,0.131,0.04,0.0169728900646809,"Parp4","D3","Endothelial"
8.26905578198688e-07,0.630727527502954,0.167,0.062,0.0171872324428597,"Gm20732","D3","Endothelial"
8.35365620216707e-07,0.510017466941201,0.178,0.068,0.0173630744162042,"Tet2","D3","Endothelial"
8.36958594496603e-07,0.429397153148301,0.274,0.132,0.0173961843866119,"Ppp6r3","D3","Endothelial"
8.38189676490662e-07,0.622462575324425,0.187,0.074,0.0174217724258584,"Cntln","D3","Endothelial"
8.67709756127736e-07,1.08417815750351,0.123,0.036,0.018035347281115,"Stab1","D3","Endothelial"
8.85296663032869e-07,0.452624513638047,0.223,0.098,0.0184008911411382,"Ick","D3","Endothelial"
8.91641503929407e-07,1.90025442106962,0.1,0.023,0.0185327686591727,"Sae1","D3","Endothelial"
8.92627430153039e-07,0.784437065011978,0.176,0.068,0.0185532611357309,"Kdm1a","D3","Endothelial"
9.05086375869385e-07,1.02754216705908,0.142,0.047,0.0188122203224452,"Gdpd5","D3","Endothelial"
9.06590307180769e-07,0.459254026947953,0.245,0.111,0.0188434795347523,"Psme4","D3","Endothelial"
9.14063810352293e-07,0.407895332971044,0.332,0.17,0.0189988162981724,"Add3","D3","Endothelial"
9.22144816360474e-07,0.987766035816571,0.134,0.043,0.0191667800080525,"Mob2","D3","Endothelial"
9.24493561805119e-07,0.97518684924953,0.113,0.03,0.0192155986821194,"Agpat4","D3","Endothelial"
9.25224593060229e-07,0.291833402614737,0.615,0.374,0.0192307931667569,"Abcc4","D3","Endothelial"
9.26604881454582e-07,0.407148548488259,0.35,0.187,0.0192594824610335,"Arid5b","D3","Endothelial"
9.34006096094843e-07,0.683101072889112,0.183,0.072,0.0194133167073313,"Senp7","D3","Endothelial"
9.62413903973077e-07,1.63207415990212,0.1,0.023,0.0200037729940804,"Slc30a7","D3","Endothelial"
9.66002402046017e-07,0.410423540315326,0.276,0.132,0.0200783599265265,"Slk","D3","Endothelial"
9.72039514318359e-07,0.939827366648389,0.154,0.055,0.0202038413051071,"Socs5","D3","Endothelial"
9.84564694689187e-07,0.913651051101083,0.138,0.045,0.0204641771791147,"Csnk1d","D3","Endothelial"
9.88051907938073e-07,0.792954843263281,0.194,0.081,0.0205366589064929,"Usp25","D3","Endothelial"
9.90006785390931e-07,0.726069494331545,0.163,0.06,0.0205772910343505,"Rprd2","D3","Endothelial"
9.95582266162518e-07,0.716310733674047,0.149,0.051,0.0206931774021879,"Hira","D3","Endothelial"
9.96635756629884e-07,0.727044878732591,0.156,0.055,0.0207150742015521,"Ints6","D3","Endothelial"
1.00856900596697e-06,0.610192663839121,0.232,0.106,0.0209631067890235,"Zfp608","D3","Endothelial"
1.03930129839609e-06,0.812251638657911,0.169,0.064,0.0216018774871627,"Spata6","D3","Endothelial"
1.04121448678368e-06,1.48834527852619,0.1,0.023,0.0216416431077989,"Tes","D3","Endothelial"
1.0420124739947e-06,0.431005329215892,0.178,0.068,0.0216582292719798,"Snx29","D3","Endothelial"
1.05338371452815e-06,0.31644643950385,0.309,0.153,0.0218945805064675,"Schip1","D3","Endothelial"
1.06670286629629e-06,1.06945337718925,0.132,0.043,0.0221714190759685,"Elovl5","D3","Endothelial"
1.06676546524885e-06,0.591124652851782,0.205,0.087,0.0221727201951974,"Adnp","D3","Endothelial"
1.06950003241668e-06,0.98101317152782,0.143,0.049,0.0222295581737806,"Kdm7a","D3","Endothelial"
1.08874207995741e-06,0.333624812173039,0.439,0.247,0.0226295041319148,"Mcc","D3","Endothelial"
1.12760778478626e-06,1.01745333809843,0.172,0.068,0.0234373278067825,"Dcaf5","D3","Endothelial"
1.12764644374544e-06,1.21260384767403,0.14,0.047,0.023438131333249,"Ldb2","D3","Endothelial"
1.14577031762471e-06,1.44580612763469,0.114,0.032,0.0238148360518297,"Mta3","D3","Endothelial"
1.152137394229e-06,0.212497836071403,0.269,0.126,0.0239471757390497,"Fubp1","D3","Endothelial"
1.15832437100135e-06,0.894442910459826,0.12,0.034,0.024075772051263,"Esrrg","D3","Endothelial"
1.16282258106527e-06,1.37751517856171,0.111,0.03,0.0241692673474417,"Ankrd33b","D3","Endothelial"
1.16633891080697e-06,-1.11022954313874,0.234,0.338,0.0242423542611228,"Hsp90aa1","D3","Endothelial"
1.17642600951704e-06,0.482923379502552,0.303,0.155,0.0244520146078117,"Tom1l2","D3","Endothelial"
1.19009825755871e-06,-0.86064242783341,0.394,0.46,0.0247361922833577,"Hspa8","D3","Endothelial"
1.20835167590036e-06,0.839068423060701,0.154,0.055,0.025115589583589,"Ddit4","D3","Endothelial"
1.21223736439731e-06,0.970193357742154,0.152,0.055,0.025196353618998,"Emsy","D3","Endothelial"
1.21993390584331e-06,0.417199813600138,0.23,0.102,0.0253563262329532,"Wdr37","D3","Endothelial"
1.24952648794489e-06,1.12145735229401,0.103,0.026,0.0259714080519345,"Galnt2","D3","Endothelial"
1.30348475696933e-06,0.91323246286309,0.1,0.023,0.0270929306736076,"Zfp948","D3","Endothelial"
1.30384485880737e-06,0.311088902848371,0.299,0.149,0.0271004153903111,"Ubr3","D3","Endothelial"
1.30544693519009e-06,0.349105183066255,0.345,0.181,0.0271337145479261,"Rap1gds1","D3","Endothelial"
1.31785765046372e-06,0.442394942644308,0.196,0.081,0.0273916712648884,"Dnajc13","D3","Endothelial"
1.32941349375934e-06,0.250416607014573,0.408,0.221,0.0276318594677879,"Rock1","D3","Endothelial"
1.33320829633207e-06,0.279419379543337,0.341,0.174,0.0277107344392622,"Ranbp9","D3","Endothelial"
1.33505564212772e-06,0.260681648632576,0.481,0.27,0.0277491315216246,"Ccdc85a","D3","Endothelial"
1.33580300816241e-06,0.871423997809983,0.14,0.047,0.0277646655246558,"Ppp6c","D3","Endothelial"
1.3360460436397e-06,0.340346275547451,0.521,0.311,0.0277697170170511,"Pdgfd","D3","Endothelial"
1.34040917570781e-06,0.483699213867628,0.185,0.074,0.0278604047170868,"Frs2","D3","Endothelial"
1.34945486205004e-06,1.28816891775174,0.107,0.028,0.0280484193077102,"Ccdc6","D3","Endothelial"
1.37247926540489e-06,0.827537306803272,0.14,0.047,0.0285269815314407,"Dhx40","D3","Endothelial"
1.39910591869746e-06,1.18955590001934,0.107,0.028,0.0290804165201267,"Slc46a3","D3","Endothelial"
1.42541927567477e-06,0.302049895230097,0.361,0.191,0.0296273396449001,"Snrk","D3","Endothelial"
1.43417099723741e-06,0.22275924911928,0.377,0.202,0.0298092441775795,"Csnk1a1","D3","Endothelial"
1.44393590966145e-06,0.276152398455914,0.252,0.117,0.0300122078823133,"Ppp2r5c","D3","Endothelial"
1.45709562535505e-06,0.636889677550096,0.171,0.066,0.0302857325730048,"Sik2","D3","Endothelial"
1.45898942200883e-06,0.31111591487142,0.338,0.174,0.0303250951364535,"Csgalnact1","D3","Endothelial"
1.49369381430485e-06,0.376428554236168,0.216,0.094,0.0310464259303262,"Ranbp2","D3","Endothelial"
1.50595674989458e-06,1.26624323979426,0.105,0.028,0.0313013110465589,"Ecm1","D3","Endothelial"
1.5119296746198e-06,0.848475485891358,0.143,0.049,0.0314254582869725,"Umad1","D3","Endothelial"
1.54725514407411e-06,0.550363833051005,0.203,0.087,0.0321596981695803,"Stxbp5","D3","Endothelial"
1.5499116139944e-06,0.93183202284173,0.114,0.032,0.0322149128968736,"Arhgap20","D3","Endothelial"
1.6139592904581e-06,0.293974235346946,0.301,0.151,0.0335461438521716,"Sfpq","D3","Endothelial"
1.62016061776012e-06,0.652410879907082,0.201,0.087,0.0336750384401441,"Zzz3","D3","Endothelial"
1.62566437905572e-06,0.410791869409809,0.26,0.126,0.0337894341186732,"Cog5","D3","Endothelial"
1.64229835948551e-06,0.664362934547661,0.152,0.055,0.0341351714019063,"Dtnb","D3","Endothelial"
1.65901545902095e-06,1.08409499561787,0.116,0.034,0.0344826363157505,"Prcp","D3","Endothelial"
1.66262853553441e-06,0.304731488293705,0.416,0.23,0.0345577341110827,"Ppp1r12a","D3","Endothelial"
