"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","timepoint","cell_type"
0.246231587127757,0.0335537443818916,0.131,0.106,1,"Rab11b","D7","Endothelial"
0.246377105713112,-0.626077520746919,0.123,0.14,1,"Mphosph8","D7","Endothelial"
0.246599537155279,-0.551273555602257,0.103,0.121,1,"Tef","D7","Endothelial"
0.247433691313824,-0.505042420993677,0.137,0.155,1,"Zfand5","D7","Endothelial"
0.247858867052139,0.0583838711693644,0.119,0.096,1,"4430402I18Rik","D7","Endothelial"
0.248338413341222,-0.0340423561642791,0.115,0.091,1,"Abi2","D7","Endothelial"
0.248461851651398,-0.644758499626358,0.098,0.115,1,"Ndrg3","D7","Endothelial"
0.24893305915582,-0.241787473758746,0.364,0.37,1,"Rps14","D7","Endothelial"
0.249004797689449,-0.515790909984865,0.226,0.238,1,"Fgfr2","D7","Endothelial"
0.249145248524184,-0.292174169686903,0.183,0.206,1,"Rabac1","D7","Endothelial"
0.249249320801418,0.0489004523248607,0.119,0.096,1,"Brd2","D7","Endothelial"
0.249686924496965,-0.689244602876463,0.145,0.16,1,"Uqcrq","D7","Endothelial"
0.250420893640918,-0.256476737664728,0.257,0.277,1,"Id3","D7","Endothelial"
0.250692160997679,0.00937425268029174,0.104,0.083,1,"Snx6","D7","Endothelial"
0.251069490530701,-0.464251784354015,0.19,0.206,1,"Elob","D7","Endothelial"
0.251497287442584,-0.380029336005711,0.179,0.2,1,"Gulp1","D7","Endothelial"
0.251913774542916,-0.057817506101654,0.141,0.113,1,"Nr1d2","D7","Endothelial"
0.25225317094257,0.0243479776798532,0.107,0.085,1,"Wwp1","D7","Endothelial"
0.252446022700378,-0.00864368570487861,0.257,0.217,1,"Serinc3","D7","Endothelial"
0.253218002968857,-0.58384833362829,0.147,0.164,1,"Rpl35","D7","Endothelial"
0.253321378842005,-0.117284504034959,0.133,0.106,1,"Paip2","D7","Endothelial"
0.253362308477888,-0.665481559688235,0.094,0.111,1,"Ndufa6","D7","Endothelial"
0.253456317093165,0.00595976454804492,0.237,0.2,1,"Zfp638","D7","Endothelial"
0.253820103302511,-0.0621631237094991,0.252,0.209,1,"Zbtb16","D7","Endothelial"
0.255014119778253,0.0266201640460419,0.242,0.204,1,"Eogt","D7","Endothelial"
0.256113883616791,0.195439601517678,0.112,0.091,1,"Dnajc7","D7","Endothelial"
0.256733621007156,-0.499329803889104,0.17,0.187,1,"Nedd8","D7","Endothelial"
0.257301139782795,-0.326890225886716,0.193,0.213,1,"Acvrl1","D7","Endothelial"
0.257397206248507,-0.0976629925809271,0.12,0.096,1,"Mga","D7","Endothelial"
0.257708693150965,-0.351973878561593,0.224,0.24,1,"Dync1h1","D7","Endothelial"
0.258573565367155,0.0476466074565867,0.364,0.313,1,"Itih5","D7","Endothelial"
0.259576377722034,0.0199364927472272,0.201,0.168,1,"Apc","D7","Endothelial"
0.259908243225057,-0.0463284711683518,0.137,0.111,1,"Lamb2","D7","Endothelial"
0.260152631681994,-0.0994291105048235,0.163,0.132,1,"Mdga2","D7","Endothelial"
0.262410709920197,-0.370863858934547,0.199,0.219,1,"Srsf11","D7","Endothelial"
0.262623039942102,-0.178224530311617,0.111,0.087,1,"Brk1","D7","Endothelial"
0.263145463724848,0.0119734040552753,0.107,0.085,1,"Gspt1","D7","Endothelial"
0.264454461604434,-0.564909762324197,0.086,0.102,1,"C1qtnf4","D7","Endothelial"
0.265026616809575,-0.607369879176026,0.091,0.109,1,"Tns2","D7","Endothelial"
0.265618905666037,0.124660892033571,0.112,0.091,1,"Pmepa1","D7","Endothelial"
0.265626251984338,-0.76001602822359,0.119,0.134,1,"Jag2","D7","Endothelial"
0.266280402232699,0.0244240510126409,0.102,0.081,1,"Csnk2a2","D7","Endothelial"
0.266321360574728,-0.0241903254259275,0.202,0.168,1,"Gatm","D7","Endothelial"
0.267771681674404,-0.540906773403813,0.122,0.138,1,"Atp1a3","D7","Endothelial"
0.268445006783762,-0.300017260747325,0.242,0.262,1,"Rpl27","D7","Endothelial"
0.269331063357521,-0.00235382480723434,0.41,0.347,1,"Eng","D7","Endothelial"
0.270516947470808,-0.293060813298914,0.403,0.394,1,"Rpl38","D7","Endothelial"
0.271964669264664,0.121448186817296,0.147,0.123,1,"Atp9b","D7","Endothelial"
0.272458060381838,-0.35014250423639,0.221,0.238,1,"Prkcb","D7","Endothelial"
0.272662396867838,-0.67847044637274,0.166,0.179,1,"Rps26","D7","Endothelial"
0.272957957049147,0.204364543946265,0.107,0.087,1,"Sypl","D7","Endothelial"
0.273253591039836,0.103630222731017,0.115,0.094,1,"Slc12a2","D7","Endothelial"
0.275242788447614,0.00106507706306047,0.32,0.272,1,"Atp1a2","D7","Endothelial"
0.275823019649425,-0.561878669859641,0.122,0.138,1,"Ndufa13","D7","Endothelial"
0.27631006150892,-0.773094257579895,0.091,0.106,1,"Ndufc1","D7","Endothelial"
0.279817765368179,-0.535421205041732,0.141,0.157,1,"Rpl36a","D7","Endothelial"
0.28107498190264,-0.00791085968812477,0.118,0.096,1,"Agtpbp1","D7","Endothelial"
0.281372475837988,0.143011395254279,0.107,0.087,1,"Itfg1","D7","Endothelial"
0.281466600876202,-0.00480784706901982,0.391,0.332,1,"Apcdd1","D7","Endothelial"
0.281906517808915,-0.0729337556711035,0.129,0.104,1,"Akap11","D7","Endothelial"
0.282129899583588,-0.42684297954531,0.087,0.104,1,"Plekhh2","D7","Endothelial"
0.284983571371499,0.140270451073216,0.1,0.081,1,"Bcam","D7","Endothelial"
0.287173639497827,-0.089727375230229,0.685,0.628,1,"Apoe","D7","Endothelial"
0.287283391457027,-0.302050216609656,0.367,0.366,1,"Prpf4b","D7","Endothelial"
0.290091934902106,0.0393757470245926,0.21,0.179,1,"Aff4","D7","Endothelial"
0.293166223199804,-0.129013608206182,0.137,0.111,1,"Mecp2","D7","Endothelial"
0.293573914699715,-0.0516105028266485,0.157,0.13,1,"Atp2c1","D7","Endothelial"
0.293939558730582,-0.244169460798724,0.127,0.102,1,"Arhgap12","D7","Endothelial"
0.295972705145849,0.0132229792236048,0.103,0.083,1,"Dynlrb1","D7","Endothelial"
0.296527196549368,-0.00429224385289817,0.154,0.128,1,"Gm20631","D7","Endothelial"
0.297311098478316,-0.0672281788604281,0.145,0.119,1,"Epc1","D7","Endothelial"
0.297726653908415,-0.393156627866804,0.225,0.236,1,"Rps13","D7","Endothelial"
0.298321204134913,-0.10758532144818,0.131,0.106,1,"Dync1li2","D7","Endothelial"
0.298380143790692,-0.4367987145414,0.15,0.166,1,"Eif3c","D7","Endothelial"
0.298948809700147,-0.024134318767865,0.106,0.085,1,"Acadl","D7","Endothelial"
0.299265499520406,0.0414423470210401,0.207,0.177,1,"Cnot4","D7","Endothelial"
0.299358942950408,-0.536709982233586,0.095,0.111,1,"D8Ertd738e","D7","Endothelial"
0.300774502120515,0.157806757797387,0.162,0.138,1,"Brd4","D7","Endothelial"
0.300788481420103,0.0451293276869543,0.122,0.1,1,"Max","D7","Endothelial"
0.302053447009581,0.0315303691673279,0.216,0.185,1,"Cdh5","D7","Endothelial"
0.302709055101021,-0.0328141304195951,0.103,0.083,1,"Tcaf1","D7","Endothelial"
0.303464879489946,0.00140492646360779,0.21,0.179,1,"Akap9","D7","Endothelial"
0.303957841344754,-0.173490694372195,0.189,0.155,1,"Parvb","D7","Endothelial"
0.304179340182026,-0.479114806918939,0.185,0.198,1,"Calm3","D7","Endothelial"
0.304856876851443,-0.312427461402341,0.26,0.272,1,"Cd81","D7","Endothelial"
0.305269071098389,0.0120730654400583,0.167,0.14,1,"Anks1b","D7","Endothelial"
0.305462393858728,-0.0391811312853376,0.151,0.126,1,"Ap2a2","D7","Endothelial"
0.305724483195516,-0.356185347648444,0.256,0.268,1,"Rps11","D7","Endothelial"
0.306495156444642,-0.0841211385285948,0.143,0.119,1,"Pik3ca","D7","Endothelial"
0.306762530135282,-0.0600353514180374,0.186,0.155,1,"Lims2","D7","Endothelial"
0.306806905215836,-0.161755567021543,0.1,0.081,1,"Cpeb4","D7","Endothelial"
0.306996631963709,-0.0338529438912829,0.178,0.149,1,"Rsrc2","D7","Endothelial"
0.307585412853631,0.0330015495623911,0.138,0.115,1,"Hnrnpk","D7","Endothelial"
0.308835054742543,-0.063938848872342,0.273,0.23,1,"Nrg3","D7","Endothelial"
0.309321983711916,-0.12641180827332,0.134,0.111,1,"Larp1","D7","Endothelial"
0.311014415859698,0.210833003799175,0.106,0.087,1,"Rmdn1","D7","Endothelial"
0.314279314512067,-0.0406993892295147,0.27,0.232,1,"Fus","D7","Endothelial"
0.314430849809617,-0.441726861159133,0.118,0.134,1,"Rims1","D7","Endothelial"
0.314589216702949,-0.470397795556577,0.149,0.164,1,"Rpl22","D7","Endothelial"
0.316232315446146,-0.632862335773017,0.086,0.1,1,"Lrpap1","D7","Endothelial"
0.317199216918049,-0.0717071276238144,0.11,0.089,1,"Wdr7","D7","Endothelial"
0.317982077198903,-0.188453096959374,0.525,0.491,1,"Atp10a","D7","Endothelial"
0.324234967622423,-0.562364619286166,0.139,0.153,1,"Evl","D7","Endothelial"
0.324391026424286,-0.433552385575845,0.266,0.268,1,"Selenow","D7","Endothelial"
0.32452344520175,0.119607937559161,0.135,0.115,1,"Dgkb","D7","Endothelial"
0.324962641589696,0.00536060040913117,0.119,0.098,1,"Rab7","D7","Endothelial"
0.325053897752904,-0.483963002689808,0.155,0.17,1,"4930517O19Rik","D7","Endothelial"
0.328907829241624,-0.112337249584364,0.177,0.149,1,"Phf3","D7","Endothelial"
0.329137383699257,-0.14788332794647,0.116,0.096,1,"Ddx3x","D7","Endothelial"
0.330060800105606,-0.0123420440666064,0.201,0.17,1,"Rplp0","D7","Endothelial"
0.330742674126428,0.0907555561970819,0.103,0.085,1,"Arhgap21","D7","Endothelial"
0.331623067827724,-0.106373180770347,0.206,0.174,1,"Rpl29","D7","Endothelial"
0.331790884793154,-0.0320360832699136,0.114,0.094,1,"Piezo1","D7","Endothelial"
0.33197561162637,-0.0257682780036625,0.202,0.172,1,"Pam","D7","Endothelial"
0.332188802591498,-0.1485086049172,0.165,0.136,1,"Map2k4","D7","Endothelial"
0.333703384983464,-0.440323415701295,0.163,0.177,1,"Negr1","D7","Endothelial"
0.335256387884331,-0.632150303465645,0.12,0.134,1,"Atp5f1","D7","Endothelial"
0.335453165756777,-0.385556079673618,0.095,0.111,1,"Hnrnph3","D7","Endothelial"
0.336722567535143,-0.54503973931111,0.096,0.111,1,"Mpc2","D7","Endothelial"
0.336801439192657,-0.653555448340819,0.153,0.164,1,"Ulk2","D7","Endothelial"
0.337749569399626,-0.100678281931116,0.238,0.202,1,"Klf13","D7","Endothelial"
0.338645998011227,-0.0412545837978613,0.123,0.102,1,"Tnpo1","D7","Endothelial"
0.339079711361372,-0.353252425630115,0.143,0.16,1,"Dusp3","D7","Endothelial"
0.341479097132503,-0.498085203482718,0.086,0.1,1,"Ndufs7","D7","Endothelial"
0.3415559840627,-0.143247025360288,0.142,0.117,1,"Sgcz","D7","Endothelial"
0.341980448055301,-0.379665058310278,0.201,0.213,1,"Mal","D7","Endothelial"
0.342362898998614,-0.0770191255981575,0.114,0.094,1,"Sik1","D7","Endothelial"
0.34279661103352,-0.0174858334213618,0.106,0.087,1,"Stat5b","D7","Endothelial"
0.343282394001267,-0.287136538777363,0.149,0.121,1,"Fxr1","D7","Endothelial"
0.343654293804815,-0.170695891946491,0.149,0.123,1,"Add1","D7","Endothelial"
0.344346598619181,0.0156295728208098,0.13,0.109,1,"Atp6v1a","D7","Endothelial"
0.345614168759177,-0.36951788245362,0.116,0.132,1,"Klf4","D7","Endothelial"
0.346134742496619,-0.351939871754636,0.232,0.245,1,"Rps15a","D7","Endothelial"
0.346141197181951,-0.418050019221631,0.126,0.14,1,"Erc2","D7","Endothelial"
0.346599127781443,-0.186982525659759,0.179,0.149,1,"Tmem243","D7","Endothelial"
0.347066582666663,-0.465741181144486,0.112,0.128,1,"Khdrbs1","D7","Endothelial"
0.347213916887109,-0.492469987547613,0.135,0.149,1,"Sptlc2","D7","Endothelial"
0.348833372126772,-0.0959582091363407,0.186,0.157,1,"Foxq1","D7","Endothelial"
0.349693162976332,-0.532922350013462,0.137,0.149,1,"Trim44","D7","Endothelial"
0.350112451108637,-0.375017537761741,0.138,0.153,1,"Bri3","D7","Endothelial"
0.350134384170974,-0.0553549448342781,0.19,0.162,1,"Il1rapl1","D7","Endothelial"
0.350150558344938,-0.0175916745137302,0.103,0.085,1,"Filip1l","D7","Endothelial"
0.35454837751501,-0.0791852408645972,0.205,0.174,1,"Klhl2","D7","Endothelial"
0.355388315298127,-0.546150404677435,0.11,0.123,1,"Fgf13","D7","Endothelial"
0.355559715295836,-0.09142355270643,0.112,0.094,1,"Ctdsp2","D7","Endothelial"
0.356254134745731,-0.0922815346837632,0.12,0.1,1,"Arf1","D7","Endothelial"
0.357440366825682,0.036353776504967,0.17,0.147,1,"Slc30a1","D7","Endothelial"
0.35825402461244,-0.0298376369212661,0.221,0.189,1,"Picalm","D7","Endothelial"
0.359353634760752,-0.330828471848844,0.133,0.149,1,"Smc1a","D7","Endothelial"
0.359480088732878,0.0293744757378231,0.13,0.111,1,"Arhgef1","D7","Endothelial"
0.359841957660055,-0.0914692116890383,0.212,0.181,1,"Scd2","D7","Endothelial"
0.360057445754229,-0.602046474964146,0.099,0.113,1,"Psmd7","D7","Endothelial"
0.36020428034111,-0.0759625922988527,0.106,0.087,1,"Yaf2","D7","Endothelial"
0.360460293632877,-0.0696848808848844,0.1,0.083,1,"Ttc17","D7","Endothelial"
0.360920227695087,-0.531323225077779,0.137,0.149,1,"Atp5k","D7","Endothelial"
0.361169041406733,0.295302489882321,0.114,0.098,1,"Uqcrc2","D7","Endothelial"
0.361223704044662,-0.421847421238971,0.147,0.162,1,"Unc13c","D7","Endothelial"
0.361985339705449,-0.0816969030059478,0.651,0.596,1,"Actb","D7","Endothelial"
0.363100103807658,-0.124151947698589,0.162,0.136,1,"Ppig","D7","Endothelial"
0.364799926581185,-0.523772312879986,0.102,0.115,1,"Vdac2","D7","Endothelial"
0.365709971539856,-0.729522312095818,0.107,0.119,1,"Pdgfrb","D7","Endothelial"
0.366357094601654,-0.139782434543658,0.106,0.087,1,"Secisbp2l","D7","Endothelial"
0.366846046396192,-0.118394577218128,0.115,0.096,1,"Zcchc14","D7","Endothelial"
0.367047309341188,-0.154622440215895,0.108,0.089,1,"Dlgap4","D7","Endothelial"
0.367224067468338,-0.248250130956539,0.104,0.085,1,"Safb","D7","Endothelial"
0.367423968982317,-0.233922301711695,0.339,0.338,1,"Rpl11","D7","Endothelial"
0.367993442350138,-0.0446554071313795,0.1,0.083,1,"Rgs4","D7","Endothelial"
0.369540197904319,0.0222201765511522,0.123,0.104,1,"Chic2","D7","Endothelial"
0.370370528413274,-0.535538406707939,0.087,0.1,1,"Flywch1","D7","Endothelial"
0.371562057898634,-0.114174085523851,0.146,0.123,1,"Zranb2","D7","Endothelial"
0.371842699655766,-0.167348497050983,0.112,0.094,1,"Pspc1","D7","Endothelial"
0.373814887969444,-0.535921839896108,0.133,0.145,1,"Gjc1","D7","Endothelial"
0.377422285934871,-0.00656061444174338,0.171,0.147,1,"Sesn1","D7","Endothelial"
0.377678231370591,-0.338403318667475,0.27,0.274,1,"Rpl7","D7","Endothelial"
0.377952848605134,-0.240053613500554,0.345,0.343,1,"Rpl13a","D7","Endothelial"
0.377960176440216,-0.353085866399734,0.138,0.153,1,"Ndnf","D7","Endothelial"
0.378227044306005,-0.213011283971108,0.183,0.153,1,"Flrt2","D7","Endothelial"
0.378749552055957,-0.0960015481662313,0.169,0.143,1,"Akr1a1","D7","Endothelial"
0.378820903892282,0.0172633263181103,0.167,0.145,1,"Sept11","D7","Endothelial"
0.378987981870785,-0.518882939346992,0.091,0.104,1,"Pfdn1","D7","Endothelial"
0.379578770520148,-0.0233313056766422,0.178,0.153,1,"Schip1","D7","Endothelial"
0.38047119728408,-0.00209872713611525,0.185,0.16,1,"Atox1","D7","Endothelial"
0.383049769034468,-0.14242114437884,0.137,0.115,1,"Ndufa7","D7","Endothelial"
0.384413658855774,-0.448031898835247,0.099,0.113,1,"Rnf187","D7","Endothelial"
0.385746294085341,-0.143350671599491,0.124,0.104,1,"N4bp2l2","D7","Endothelial"
0.387139385909953,-0.103541959706415,0.167,0.143,1,"Agrn","D7","Endothelial"
