"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","timepoint","cell_type"
0.0178631812652324,0.585458172048133,0.157,0.075,1,"Neat1","D3","Pericyte"
0.0179952525091116,0.353205804012427,0.553,0.342,1,"Apbb2","D3","Pericyte"
0.0180084947352683,0.680367930711451,0.164,0.079,1,"Gls","D3","Pericyte"
0.0182075042995318,1.01630729001762,0.145,0.07,1,"Prdm2","D3","Pericyte"
0.0186709313022498,0.593403916517417,0.164,0.079,1,"Dis3l2","D3","Pericyte"
0.0189608256992179,0.562682857033421,0.182,0.092,1,"Ascc3","D3","Pericyte"
0.0190100731771463,0.520909709127369,0.164,0.079,1,"Ube2d3","D3","Pericyte"
0.0191055485200112,1.02175666078771,0.107,0.044,1,"Nav1","D3","Pericyte"
0.0191667877127998,0.446321145179357,0.201,0.105,1,"Trip12","D3","Pericyte"
0.0191983312323065,0.98185068626264,0.126,0.057,1,"Cbfa2t3","D3","Pericyte"
0.0192591294079448,0.572478413370497,0.195,0.101,1,"Bptf","D3","Pericyte"
0.0192679524578181,-1.32482063899933,0.069,0.145,1,"Rpl28","D3","Pericyte"
0.0193980975014545,0.329510768648618,0.27,0.149,1,"Osbpl9","D3","Pericyte"
0.0194292661868726,0.895376066452231,0.107,0.044,1,"Actn1","D3","Pericyte"
0.0195535861786254,0.381445871394238,0.264,0.145,1,"Pakap","D3","Pericyte"
0.0196272964668174,0.554645326754208,0.176,0.088,1,"Itgb5","D3","Pericyte"
0.0196477311250144,0.983516427413593,0.107,0.044,1,"Rps6kb1","D3","Pericyte"
0.0197006338244245,0.329899868691348,0.333,0.193,1,"Flt1","D3","Pericyte"
0.0197444014401837,-1.30611612406557,0.075,0.149,1,"Rims1","D3","Pericyte"
0.019756488285906,0.893530604367092,0.113,0.048,1,"Cnot1","D3","Pericyte"
0.0197880794216533,0.770576226879349,0.101,0.039,1,"Atp11c","D3","Pericyte"
0.0198175431578202,-1.92084128668376,0.05,0.114,1,"Rps17","D3","Pericyte"
0.0199794508222254,1.02058553700419,0.107,0.044,1,"Tbck","D3","Pericyte"
0.0200057664446921,-1.27193698345126,0.075,0.149,1,"Aplp1","D3","Pericyte"
0.0200524930291112,-1.20502123223892,0.082,0.158,1,"Scd2","D3","Pericyte"
0.0201410034114358,0.433025443772123,0.377,0.228,1,"Mllt3","D3","Pericyte"
0.0201497587769179,0.49369718474071,0.164,0.079,1,"Fer","D3","Pericyte"
0.0202963586103935,0.926223952243689,0.113,0.048,1,"Chsy3","D3","Pericyte"
0.0204058639212506,1.1047959948915,0.113,0.048,1,"Adam10","D3","Pericyte"
0.0204480883148375,0.492837478417747,0.17,0.083,1,"Ubr1","D3","Pericyte"
0.020455696167319,0.874355704645298,0.132,0.061,1,"Elp4","D3","Pericyte"
0.0205170833136408,0.391681535667734,0.233,0.127,1,"Klhl29","D3","Pericyte"
0.0205743756837505,-1.23101877443393,0.057,0.127,1,"Psip1","D3","Pericyte"
0.0208541898096722,-0.455340893798544,0.39,0.443,1,"Slc38a11","D3","Pericyte"
0.0209248701726993,0.740018886736793,0.17,0.088,1,"Etnk1","D3","Pericyte"
0.0210041126563575,0.98261907736323,0.107,0.044,1,"Rac1","D3","Pericyte"
0.0210638487319005,0.337537050988305,0.138,0.061,1,"Fap","D3","Pericyte"
0.0211426988044974,0.87535071053323,0.126,0.057,1,"Zc2hc1a","D3","Pericyte"
0.0211546696916031,0.509631192351737,0.195,0.101,1,"Tbc1d5","D3","Pericyte"
0.021191684977774,0.615569485364541,0.201,0.11,1,"Dennd5b","D3","Pericyte"
0.0212543240924902,0.329322369213479,0.157,0.075,1,"Itgav","D3","Pericyte"
0.0213393574753775,0.532442892549877,0.182,0.092,1,"Huwe1","D3","Pericyte"
0.0213772923472973,0.76592442904329,0.145,0.07,1,"Nav2","D3","Pericyte"
0.0214706302231039,0.664429432752209,0.182,0.096,1,"Magi1","D3","Pericyte"
0.0215924945560208,0.886941465895612,0.132,0.061,1,"Lrp6","D3","Pericyte"
0.0218664440916764,0.404408539978249,0.371,0.228,1,"Tjp1","D3","Pericyte"
0.0218770186480573,0.827620148163836,0.113,0.048,1,"Man2a1","D3","Pericyte"
0.0219119200280777,0.885670413439797,0.132,0.061,1,"Specc1l","D3","Pericyte"
0.0220742673246325,0.775181145122921,0.107,0.044,1,"Gdi2","D3","Pericyte"
0.0221113539910105,0.881124983998453,0.113,0.048,1,"Desi2","D3","Pericyte"
0.0221168597538767,0.483093097393351,0.164,0.079,1,"Mbd2","D3","Pericyte"
0.0223966851751526,0.853065463198032,0.145,0.07,1,"Reep3","D3","Pericyte"
0.0224413746572163,0.78016169086238,0.107,0.044,1,"Ctif","D3","Pericyte"
0.0225365682269133,0.709868548887848,0.138,0.066,1,"Adnp","D3","Pericyte"
0.0225558430989269,-1.5914790874787,0.05,0.114,1,"Prdx5","D3","Pericyte"
0.0226729184805376,0.470340335628763,0.189,0.096,1,"Gigyf2","D3","Pericyte"
0.0226751238731393,0.330355389447198,0.201,0.105,1,"Crtc3","D3","Pericyte"
0.0227767866033981,0.638592234737524,0.119,0.053,1,"Mical3","D3","Pericyte"
0.022853479977868,0.369720733776808,0.233,0.127,1,"Braf","D3","Pericyte"
0.0229390998654938,0.758016321797965,0.107,0.044,1,"Ndel1","D3","Pericyte"
0.0230256123536953,0.746437870686913,0.126,0.057,1,"Cop1","D3","Pericyte"
0.0230398641561535,-1.15248020538698,0.069,0.14,1,"Rps23","D3","Pericyte"
0.0231870876170785,0.856875569291225,0.138,0.066,1,"Zfp292","D3","Pericyte"
0.023193080360078,0.74734009143045,0.113,0.048,1,"Zfp207","D3","Pericyte"
0.0232123929751743,0.459507220010024,0.164,0.079,1,"Ago3","D3","Pericyte"
0.0233186602040383,0.729319079275407,0.107,0.044,1,"Spaca6","D3","Pericyte"
0.0235775087950366,-1.54817852162573,0.05,0.114,1,"Camk2b","D3","Pericyte"
0.0236064250464646,0.564769399719932,0.126,0.057,1,"5031425E22Rik","D3","Pericyte"
0.0238332140452538,0.55554799829978,0.107,0.044,1,"Ldlrad3","D3","Pericyte"
0.023939501970602,0.564394124824007,0.113,0.048,1,"Tmtc1","D3","Pericyte"
0.0239745706454801,0.600474595794736,0.157,0.079,1,"Kif5b","D3","Pericyte"
0.0241293037413709,0.564252605581564,0.239,0.136,1,"Atrx","D3","Pericyte"
0.0244232607230736,-1.54089232232975,0.069,0.136,1,"Rpl8","D3","Pericyte"
0.0244408989575956,0.654332884022608,0.126,0.057,1,"Sesn1","D3","Pericyte"
0.0247192213320409,-1.46780053665143,0.044,0.105,1,"Hnrnph3","D3","Pericyte"
0.0247712627103503,-0.746040465138411,0.258,0.329,1,"Apoe","D3","Pericyte"
0.0248919321831696,0.419983474974453,0.107,0.044,1,"Tnks","D3","Pericyte"
0.0254257744851677,0.480361667826395,0.126,0.057,1,"Pias1","D3","Pericyte"
0.0254837823797756,0.678880532543607,0.119,0.053,1,"Efhd2","D3","Pericyte"
0.0256036481050168,0.488875275159699,0.208,0.114,1,"Sfpq","D3","Pericyte"
0.025605552824625,0.600175729884127,0.157,0.079,1,"Pls3","D3","Pericyte"
0.0258973251683205,0.559887155120493,0.113,0.048,1,"Sdcbp","D3","Pericyte"
0.0259129893176678,-1.05595390334868,0.138,0.211,1,"Art3","D3","Pericyte"
0.0260515066834479,0.516804454687611,0.176,0.092,1,"Wdr33","D3","Pericyte"
0.0260586071656792,0.531620236175162,0.126,0.057,1,"Sfswap","D3","Pericyte"
0.0260774781495282,0.628549015936802,0.132,0.061,1,"Add1","D3","Pericyte"
0.0262432889082255,0.386132940554491,0.428,0.272,1,"Ptk2","D3","Pericyte"
0.0262589666855471,-1.26018175017481,0.057,0.123,1,"Rps3","D3","Pericyte"
0.0265791031501263,0.457359151636807,0.201,0.11,1,"Plp1","D3","Pericyte"
0.0266389666100277,0.294856823829469,0.22,0.118,1,"Pan3","D3","Pericyte"
0.0267086068950394,0.486780415497031,0.195,0.105,1,"Dlg1","D3","Pericyte"
0.027074462717104,0.574276715874783,0.119,0.053,1,"Psmd1","D3","Pericyte"
0.0271307845311634,0.45416284978344,0.258,0.149,1,"Zfr","D3","Pericyte"
0.027603200049868,0.564692121510066,0.151,0.075,1,"Ppp2r2a","D3","Pericyte"
0.0280252599055653,0.322563400903009,0.145,0.07,1,"4632427E13Rik","D3","Pericyte"
0.0280496949606055,0.570378237314896,0.157,0.079,1,"C1qtnf7","D3","Pericyte"
0.028158785969829,0.461963169049668,0.176,0.092,1,"Ube2k","D3","Pericyte"
0.0281697700900173,0.390001571115225,0.22,0.123,1,"Ywhaz","D3","Pericyte"
0.0286067035388995,0.504882584650485,0.17,0.088,1,"Kcmf1","D3","Pericyte"
0.028845684108516,0.47910476031673,0.151,0.075,1,"Ncoa6","D3","Pericyte"
0.0290543670839322,1.41846438997537,0.101,0.044,1,"Tcerg1","D3","Pericyte"
0.0292216400590264,0.426905493281078,0.208,0.114,1,"Peli2","D3","Pericyte"
0.0293861196423894,-1.81605898826054,0.044,0.101,1,"Med12l","D3","Pericyte"
0.0294169855319847,0.434835648203967,0.233,0.132,1,"Dnajc1","D3","Pericyte"
0.0295346597588387,-1.65701625710698,0.044,0.101,1,"Tspyl4","D3","Pericyte"
0.0295405385153275,0.447449193402516,0.195,0.105,1,"Spop","D3","Pericyte"
0.0297524799168326,0.318231941879377,0.453,0.285,1,"Adgrl3","D3","Pericyte"
0.0298740560620137,0.455995491062629,0.151,0.075,1,"Scmh1","D3","Pericyte"
0.0300085696063447,1.09298902159042,0.101,0.044,1,"Acbd5","D3","Pericyte"
0.0302890484913853,0.431228769704956,0.176,0.092,1,"Rabgap1","D3","Pericyte"
0.0303021931326817,0.505554313069507,0.157,0.079,1,"Tra2b","D3","Pericyte"
0.0303540679299073,0.884939259917234,0.138,0.07,1,"Tut7","D3","Pericyte"
0.0303885146633854,0.354928911721202,0.358,0.219,1,"Tns1","D3","Pericyte"
0.0304113518362633,0.507260542933834,0.176,0.092,1,"Btbd7","D3","Pericyte"
0.0305152186422812,0.533160433900083,0.145,0.07,1,"Actr3","D3","Pericyte"
0.0305865899841457,-1.65821744249786,0.05,0.11,1,"Mif","D3","Pericyte"
0.0306658757161855,0.364967188200961,0.151,0.075,1,"Nek7","D3","Pericyte"
0.0307808104773209,0.494400484886199,0.176,0.092,1,"Mrc2","D3","Pericyte"
0.0309401351242296,-1.20569596685509,0.113,0.184,1,"Hmgb1","D3","Pericyte"
0.03111025556196,-1.14376063554729,0.101,0.171,1,"Cck","D3","Pericyte"
0.0312794119908501,0.400456257966465,0.176,0.092,1,"Mapk1","D3","Pericyte"
0.0313814153978367,0.588561712509665,0.233,0.136,1,"R3hdm2","D3","Pericyte"
0.0316179405225863,0.249814795515017,0.283,0.162,1,"Sorbs1","D3","Pericyte"
0.0316829937903474,0.954414212609264,0.113,0.053,1,"Dgki","D3","Pericyte"
0.0319980016950007,0.915258006015369,0.101,0.044,1,"Tet2","D3","Pericyte"
0.0320439631485638,0.338023293971562,0.164,0.083,1,"Sparc","D3","Pericyte"
0.0321551517511712,0.758449989380824,0.145,0.075,1,"Pitpnm2","D3","Pericyte"
0.0321603956815401,0.919433579092874,0.113,0.053,1,"Fam49a","D3","Pericyte"
0.0322653891073356,0.296228475253806,0.371,0.228,1,"Egflam","D3","Pericyte"
0.032512671815028,0.934838486520254,0.101,0.044,1,"Tm9sf2","D3","Pericyte"
0.0328065112363709,-1.74027453116696,0.044,0.101,1,"Tubb4b","D3","Pericyte"
0.0333854512078494,0.296492787354747,0.233,0.132,1,"Clasp2","D3","Pericyte"
0.0333886763086623,0.326659476020502,0.22,0.123,1,"4932438A13Rik","D3","Pericyte"
0.033403179641429,0.724664951220824,0.132,0.066,1,"Gon4l","D3","Pericyte"
0.0335106858309735,0.347179059879628,0.535,0.36,1,"Pten","D3","Pericyte"
0.0335558305123866,0.957398688024018,0.107,0.048,1,"Tmbim6","D3","Pericyte"
0.0338688621094131,0.268746083642336,0.289,0.171,1,"Tacc1","D3","Pericyte"
0.0339002566946423,0.770897600586613,0.107,0.048,1,"Stx18","D3","Pericyte"
0.0339339276048805,0.240428353593553,0.346,0.206,1,"Tbc1d1","D3","Pericyte"
0.0339410554694002,-1.27486461515762,0.075,0.14,1,"Tenm2","D3","Pericyte"
0.0340185315766251,0.451855812443627,0.214,0.123,1,"Extl3","D3","Pericyte"
0.0340320565065692,0.553731388458294,0.189,0.105,1,"Luc7l3","D3","Pericyte"
0.03411898426172,0.348698962598288,0.642,0.412,1,"Foxp1","D3","Pericyte"
0.034151253798101,0.305763095634592,0.421,0.259,1,"Ctdspl","D3","Pericyte"
0.0343021673327469,-1.17186438862666,0.107,0.175,1,"Caln1","D3","Pericyte"
0.0343546852520549,0.734153579472862,0.164,0.088,1,"Ppp1r12b","D3","Pericyte"
0.0344225613769995,0.718273804676093,0.107,0.048,1,"Pou2f1","D3","Pericyte"
0.0344952322389139,0.272156675083709,0.308,0.184,1,"Prrc2c","D3","Pericyte"
0.034552722829691,0.705781206785082,0.138,0.07,1,"Rc3h1","D3","Pericyte"
0.0346776945600845,-1.34484656777447,0.069,0.132,1,"Sub1","D3","Pericyte"
0.0350040099581635,-0.8819447389607,0.189,0.254,1,"Adap2os","D3","Pericyte"
0.0351561631501325,-1.41918685637045,0.044,0.101,1,"Sst","D3","Pericyte"
0.0353789168038265,0.765630328309627,0.101,0.044,1,"Gm20732","D3","Pericyte"
0.0355201427036146,0.315843053851844,0.164,0.083,1,"Abi1","D3","Pericyte"
0.0355386238071893,0.628192788896281,0.126,0.061,1,"Zzz3","D3","Pericyte"
0.0355650031617335,0.835024196502331,0.101,0.044,1,"Spata6","D3","Pericyte"
0.0356374983751997,-1.57276629931843,0.063,0.123,1,"Serf2","D3","Pericyte"
0.0357519238906457,0.846963976616686,0.101,0.044,1,"Srsf1","D3","Pericyte"
0.0357519238906457,0.903668492671893,0.101,0.044,1,"Ift43","D3","Pericyte"
0.0359396818810832,0.717317029768069,0.101,0.044,1,"Polr2a","D3","Pericyte"
0.0361900572422812,0.415163873894993,0.208,0.118,1,"Pald1","D3","Pericyte"
0.036436025046188,0.486468281715134,0.308,0.189,1,"Trpc3","D3","Pericyte"
0.036538778555469,0.646008021670456,0.126,0.061,1,"Ntn4","D3","Pericyte"
0.036538778555469,0.64659592311615,0.126,0.061,1,"Fars2","D3","Pericyte"
0.0367660520416693,0.829245725236714,0.107,0.048,1,"Tmem245","D3","Pericyte"
0.0368774494246744,0.69763643825307,0.126,0.061,1,"Arhgef7","D3","Pericyte"
0.0370477850281173,0.678017107455568,0.126,0.061,1,"Hnrnpm","D3","Pericyte"
0.037277675058858,0.545936122142026,0.101,0.044,1,"Ino80d","D3","Pericyte"
0.0373584559787333,0.524576070453834,0.119,0.057,1,"Rasa2","D3","Pericyte"
0.0373584559787333,0.628166478891302,0.119,0.057,1,"Smurf2","D3","Pericyte"
0.0373904666753468,0.764563014033755,0.126,0.061,1,"Map2k4","D3","Pericyte"
0.0373958989592745,0.233946184239979,0.17,0.088,1,"Aff1","D3","Pericyte"
0.0374677864587458,0.44924351089244,0.277,0.171,1,"Ncald","D3","Pericyte"
0.0375864418798044,0.637083786608595,0.151,0.079,1,"Rbbp6","D3","Pericyte"
0.0376612746353039,-1.5230627577116,0.088,0.149,1,"Uqcrq","D3","Pericyte"
0.0376770222022193,0.37192507063683,0.321,0.202,1,"Dleu2","D3","Pericyte"
0.0376794270519138,0.373478200561345,0.509,0.338,1,"Phldb2","D3","Pericyte"
0.0377182628761482,0.358702626102934,0.214,0.123,1,"Prkca","D3","Pericyte"
0.0377358424171394,0.657119224211768,0.126,0.061,1,"Csnk1g3","D3","Pericyte"
0.0380149816517467,-1.13662889549439,0.05,0.11,1,"Cplx2","D3","Pericyte"
0.0380519269655758,0.625053219878891,0.145,0.075,1,"Med13","D3","Pericyte"
0.0380735749564306,-1.11819304701352,0.069,0.132,1,"Elob","D3","Pericyte"
0.0380931441096377,0.385765779887732,0.302,0.189,1,"Ankrd11","D3","Pericyte"
0.0381918987265348,0.471643864130865,0.208,0.118,1,"Acin1","D3","Pericyte"
0.0382591435618739,0.532884736961501,0.101,0.044,1,"Hlcs","D3","Pericyte"
0.0382747074869468,0.665306594693931,0.107,0.048,1,"Hs2st1","D3","Pericyte"
0.0383075705898981,0.48409886710615,0.258,0.154,1,"Map2","D3","Pericyte"
0.0385015548590974,0.302292351989526,0.314,0.189,1,"Frmd4a","D3","Pericyte"
0.038573607024488,0.719178975546314,0.113,0.053,1,"Zmym2","D3","Pericyte"
0.0386380296774658,0.374073278312932,0.252,0.149,1,"Itgb1","D3","Pericyte"
0.0386609212208625,0.38414242852292,0.214,0.123,1,"Setd5","D3","Pericyte"
0.0390600564886401,0.574806483801311,0.101,0.044,1,"Ddx3x","D3","Pericyte"
0.0392085173334963,0.419617600022081,0.214,0.123,1,"Ywhab","D3","Pericyte"
0.0394658242822189,0.40974788148628,0.101,0.044,1,"Comt","D3","Pericyte"
0.0395185055255502,0.649953836163118,0.113,0.053,1,"Fndc3a","D3","Pericyte"
0.0395551375688646,0.541959535429887,0.164,0.088,1,"Rreb1","D3","Pericyte"
0.0397922566665767,0.310468741768733,0.327,0.197,1,"Camk2d","D3","Pericyte"
0.0398098745689242,0.534769521063549,0.132,0.066,1,"Ago2","D3","Pericyte"
0.0398714820010618,0.583654094333612,0.164,0.088,1,"Lrrk1","D3","Pericyte"
0.0400948210921942,0.668185966517701,0.113,0.053,1,"Rnf152","D3","Pericyte"
0.0402783530204921,0.557897543413455,0.119,0.057,1,"Cdc42se2","D3","Pericyte"
0.0406782501001983,-1.17015973525965,0.044,0.101,1,"Gde1","D3","Pericyte"
0.0411544077097467,0.399461145337365,0.126,0.061,1,"Pds5b","D3","Pericyte"
0.0412455103865565,0.508682474116943,0.107,0.048,1,"Wdr7","D3","Pericyte"
0.0414582832234845,0.230941514120528,0.333,0.202,1,"Srrm2","D3","Pericyte"
0.0417952428276927,0.578037487628051,0.132,0.066,1,"Ecpas","D3","Pericyte"
0.0422967275648711,0.464186153256031,0.145,0.075,1,"Stxbp5","D3","Pericyte"
0.0424783529821348,0.454628191342739,0.126,0.061,1,"Axl","D3","Pericyte"
0.0425586274766954,0.421038433763665,0.151,0.079,1,"Phf20","D3","Pericyte"
0.0427760258471802,-0.462299807913337,0.459,0.456,1,"Son","D3","Pericyte"
0.0428716746100162,-1.11507702588462,0.132,0.197,1,"Rps14","D3","Pericyte"
0.0433274148500419,-1.22396747778791,0.063,0.123,1,"Nell2","D3","Pericyte"
0.0435131032736454,-1.20017897953125,0.063,0.123,1,"Rpl27","D3","Pericyte"
0.0436198805150402,0.313696771365167,0.201,0.114,1,"Chchd3","D3","Pericyte"
0.0436722339007214,0.383884653067483,0.132,0.066,1,"Epc2","D3","Pericyte"
0.0436841525113463,0.722849419614942,0.164,0.092,1,"Akap6","D3","Pericyte"
0.0443030445468411,-1.00007044961916,0.088,0.154,1,"Macrod2","D3","Pericyte"
0.0444402894259013,0.523496333846321,0.201,0.118,1,"Pde10a","D3","Pericyte"
0.0444516589037604,0.544208015136631,0.138,0.07,1,"Creb1","D3","Pericyte"
0.0447366999343239,-1.09549748707772,0.107,0.171,1,"Atp2b2","D3","Pericyte"
0.0448684364941838,0.228762601719106,0.239,0.136,1,"Vcl","D3","Pericyte"
0.0452151635588893,0.30996405040323,0.667,0.452,1,"Meg3","D3","Pericyte"
0.0454530529420377,0.363136333905843,0.44,0.281,1,"Pakap.1","D3","Pericyte"
0.0456442824190475,0.319783856955446,0.119,0.057,1,"Baz2a","D3","Pericyte"
0.045709757946017,-1.06437628977081,0.107,0.171,1,"Rps24","D3","Pericyte"
0.0457847782761801,-1.37148926837866,0.069,0.127,1,"Atp6v1e1","D3","Pericyte"
0.0459509118687446,-0.78369897642454,0.277,0.32,1,"Gnas","D3","Pericyte"
0.0463543610415715,-0.163132446650164,0.686,0.623,1,"Pitpnc1","D3","Pericyte"
0.0465147884790912,0.260285598157353,0.371,0.228,1,"Cped1","D3","Pericyte"
0.046549191058078,0.366070694004637,0.145,0.075,1,"Ppp2r3a","D3","Pericyte"
0.0468072531674725,0.307740541231214,0.239,0.14,1,"Hecw2","D3","Pericyte"
0.0471167997614947,0.379956791893568,0.151,0.079,1,"Lamp2","D3","Pericyte"
0.0472940848554628,-0.989610685427674,0.126,0.193,1,"Fau","D3","Pericyte"
0.047646915298107,0.277522284185731,0.384,0.241,1,"Csmd1","D3","Pericyte"
0.0478714480483826,0.969639827143924,0.101,0.048,1,"Kif2a","D3","Pericyte"
0.0480304927190832,0.732352981758961,0.157,0.088,1,"Dnmt3a","D3","Pericyte"
0.0481102702782072,0.306945124867799,0.145,0.075,1,"Bod1l","D3","Pericyte"
0.0482037301581094,0.422369311262329,0.189,0.105,1,"Cyth3","D3","Pericyte"
0.0492617743376838,0.41014681344862,0.403,0.276,1,"Nrxn3","D3","Pericyte"
0.049545437429568,0.941501000630595,0.101,0.048,1,"Secisbp2l","D3","Pericyte"
0.0506593880594795,-1.09263379920778,0.164,0.219,1,"Tcf25","D3","Pericyte"
0.0514737388745587,0.848095536879509,0.107,0.053,1,"Cntn1","D3","Pericyte"
0.0516573485013904,0.774272814266457,0.119,0.061,1,"Sumo1","D3","Pericyte"
0.0517785271580586,0.678656840649858,0.138,0.075,1,"Hspa12a","D3","Pericyte"
0.0518599125458473,0.274614818654903,0.258,0.158,1,"Map4","D3","Pericyte"
0.0520645889483882,-1.67468689507095,0.05,0.101,1,"Gm37240","D3","Pericyte"
0.052307931390756,0.219288651578709,0.176,0.096,1,"Hook3","D3","Pericyte"
0.0524130587604921,0.342515795002778,0.258,0.162,1,"Herc1","D3","Pericyte"
0.0524202881507247,0.581250493559684,0.138,0.075,1,"Asxl2","D3","Pericyte"
0.0525053811991157,0.327031864787809,0.296,0.184,1,"Fermt2","D3","Pericyte"
0.0525293090781266,0.791052322830348,0.101,0.048,1,"Akap10","D3","Pericyte"
0.0525611988273513,-1.47980238344541,0.057,0.11,1,"Pex5l","D3","Pericyte"
0.0527901963116764,-1.02574760685981,0.094,0.158,1,"Rpl6","D3","Pericyte"
0.0530209279882098,0.648703421880395,0.113,0.057,1,"Pdss2","D3","Pericyte"
0.0530214279725214,-1.46789197092143,0.057,0.11,1,"Rpl3","D3","Pericyte"
0.0531126067025087,0.572719874897601,0.145,0.079,1,"Nr3c1","D3","Pericyte"
0.0531772141395069,0.182597111832717,0.208,0.118,1,"Zfp638","D3","Pericyte"
0.053592704375626,-0.9970040338638,0.088,0.149,1,"Tubb2a","D3","Pericyte"
0.0536938095872504,0.654279059262071,0.107,0.053,1,"Ppm1h","D3","Pericyte"
0.0539399533931941,0.458694692177147,0.157,0.088,1,"Ctnnd1","D3","Pericyte"
0.0539481614310868,0.6009746944924,0.132,0.07,1,"Csmd3","D3","Pericyte"
0.0542748207082782,-1.58358945889087,0.069,0.123,1,"Rps18","D3","Pericyte"
0.0543966938823843,0.0713145447259274,0.151,0.079,1,"Ptbp2","D3","Pericyte"
0.0544513729952947,0.699290937797995,0.107,0.053,1,"Slc6a17","D3","Pericyte"
0.0550856327426621,0.544190098362419,0.132,0.07,1,"Rptor","D3","Pericyte"
0.0551292876286147,0.704636828757384,0.101,0.048,1,"Ap1g1","D3","Pericyte"
0.0551364221952876,0.617462901949513,0.126,0.066,1,"Lef1","D3","Pericyte"
0.0559298883544709,0.775272883790628,0.101,0.048,1,"C2cd2","D3","Pericyte"
0.0562430277739639,0.568288409727127,0.132,0.07,1,"Akap12","D3","Pericyte"
0.056359872792771,-1.26216450130437,0.063,0.118,1,"Dnm1","D3","Pericyte"
0.0565121074525923,0.296059999850021,0.208,0.123,1,"Fchsd2","D3","Pericyte"
0.0565645742204377,0.577457168644839,0.126,0.066,1,"Zranb1","D3","Pericyte"
0.0567670323182407,0.250477504900655,0.403,0.254,1,"Epb41l2","D3","Pericyte"
0.0568092031315129,-1.31651455039306,0.088,0.145,1,"Rplp2","D3","Pericyte"
0.0572901167683716,0.578765753125636,0.126,0.066,1,"U2surp","D3","Pericyte"
0.0575601544299284,0.722138489313588,0.101,0.048,1,"Slc4a4","D3","Pericyte"
0.0584320249921688,0.173672233949893,0.365,0.228,1,"Carmn","D3","Pericyte"
0.0586493002617542,0.343373463686748,0.157,0.088,1,"Kidins220","D3","Pericyte"
0.0588606741297452,0.488250812035561,0.132,0.07,1,"Smyd3","D3","Pericyte"
0.0588606741297452,0.445709479577133,0.132,0.07,1,"Nr6a1","D3","Pericyte"
0.0589487136930793,0.422065477252754,0.101,0.048,1,"Kmt5b","D3","Pericyte"
0.0594092614742715,-0.508492327095142,0.308,0.364,1,"mt-Cytb","D3","Pericyte"
0.0597271425294967,-1.23813375363309,0.082,0.136,1,"Nap1l1","D3","Pericyte"
0.0600662270095346,0.247806023428367,0.189,0.11,1,"Cemip2","D3","Pericyte"
0.0602701105906992,0.490496825862423,0.126,0.066,1,"Sec24b","D3","Pericyte"
0.0604111819631742,0.430085680737298,0.138,0.075,1,"Scaf8","D3","Pericyte"
0.0607790567188423,0.650122017776092,0.126,0.066,1,"Acyp2","D3","Pericyte"
0.0607790567188423,0.711180785113839,0.126,0.066,1,"Hs6st3","D3","Pericyte"
0.0613427889754794,0.752595905426749,0.157,0.092,1,"Tspan5","D3","Pericyte"
0.0617446229915032,0.390035263162319,0.17,0.096,1,"Ehbp1","D3","Pericyte"
0.0617572060464922,0.457151555459329,0.113,0.057,1,"Rdx","D3","Pericyte"
0.0625593180928263,-1.13654087063366,0.132,0.189,1,"Ptma","D3","Pericyte"
0.0626218073209403,0.367518674691936,0.138,0.075,1,"Mib1","D3","Pericyte"
0.0628531131815537,-0.0575429111442212,0.755,0.649,1,"Cald1","D3","Pericyte"
0.0628617096437514,0.59427094854386,0.119,0.061,1,"Fam76a","D3","Pericyte"
0.0629073382516933,0.334284455912414,0.333,0.215,1,"Ptpn9","D3","Pericyte"
0.0629139614918491,-0.891066553416491,0.164,0.219,1,"Selenow","D3","Pericyte"
0.0632168468502454,0.454923063028831,0.189,0.114,1,"Ncoa1","D3","Pericyte"
0.0634569853419759,0.484701773379508,0.182,0.11,1,"Trio","D3","Pericyte"
0.063580162353324,0.438352830929696,0.101,0.048,1,"Shoc2","D3","Pericyte"
0.0639774269770265,-1.28900439338016,0.05,0.101,1,"Gpx4","D3","Pericyte"
0.064452674866615,0.394317057592146,0.233,0.145,1,"Arhgap32","D3","Pericyte"
0.0644811842117207,0.305116869833801,0.101,0.048,1,"Grb2","D3","Pericyte"
0.0645426646361745,0.516156136034642,0.113,0.057,1,"Zfp445","D3","Pericyte"
0.0646614473011376,0.410439055650352,0.132,0.07,1,"2210408I21Rik","D3","Pericyte"
0.0649183644716818,0.339580751096069,0.145,0.079,1,"Trip11","D3","Pericyte"
0.0651621390463351,-1.12587588149371,0.094,0.149,1,"Cox7a2","D3","Pericyte"
0.0656602678358286,-0.856236194272336,0.101,0.162,1,"Rpl35a","D3","Pericyte"
0.0656754237482493,0.356240336858993,0.145,0.079,1,"Sntb2","D3","Pericyte"
0.0656855064738847,0.384721507133943,0.113,0.057,1,"Dip2b","D3","Pericyte"
0.0659483686197994,0.240043068372864,0.503,0.32,1,"Plce1","D3","Pericyte"
0.0661230595511797,-1.55766802761721,0.063,0.114,1,"Eif4g2","D3","Pericyte"
0.0671374640971954,-1.09765484830226,0.05,0.101,1,"C1qtnf4","D3","Pericyte"
0.0674310028150388,0.351985193411743,0.113,0.057,1,"Afap1l2","D3","Pericyte"
0.0676972441651466,-1.05822760810248,0.101,0.158,1,"Cox7b","D3","Pericyte"
0.0691204595451412,0.0861632196318607,0.208,0.118,1,"Chd6","D3","Pericyte"
