"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
4.39765829882973e-07,-1.30649316476051,0.161,0.282,0.0116806202075216,"Clint1"
6.63144879311412e-09,-1.30846648460559,0.065,0.167,0.000176137911393904,"Gpc6"
3.45773736434798e-08,-1.30860089654002,0.134,0.258,0.000918409621344466,"Rbm5"
1.16276968819652e-09,-1.31014525859789,0.125,0.263,3.08843256881878e-05,"Mpzl1"
9.59920143015364e-22,-1.31063098549881,0.209,0.478,2.54964389186311e-17,"Adgrb3"
8.03311719022962e-15,-1.31101708674839,0.19,0.392,2.13367625689689e-10,"Oxr1"
1.4674067016521e-08,-1.31108763563837,0.151,0.282,0.000389757894025814,"Numb"
1.73126363459873e-08,-1.31186814114651,0.058,0.153,0.000459840933985769,"Dixdc1"
9.60261448663923e-16,-1.31426691209438,0.238,0.464,2.55055043379625e-11,"Kansl1"
8.55251790374459e-17,-1.3178313979148,0.213,0.44,2.2716342804136e-12,"Akt3"
1.09398171904055e-06,-1.3194621971014,0.04,0.11,0.0290572484394361,"Gm3764"
3.53899996489756e-16,-1.32123949451611,0.192,0.407,9.3999378067644e-12,"Ogt"
1.51539446212844e-08,-1.32337634498443,0.037,0.115,0.000402503923085934,"Fam135b"
1.77005757822769e-06,-1.32497104590588,0.042,0.11,0.0470144993353056,"5730522E02Rik"
6.43772945732558e-13,-1.3297118056806,0.182,0.364,1.70992532116025e-08,"Fnbp1l"
6.89275094008074e-31,-1.33073083222767,0.265,0.617,1.83078357719485e-26,"Nfib"
3.23083784146738e-11,-1.33118930004421,0.123,0.278,8.5814283907215e-07,"Stmn1"
5.40037537640425e-09,-1.33198677352346,0.126,0.258,0.000143439370372673,"Osbpl1a"
3.2656299000813e-11,-1.33590781332754,0.09,0.225,8.67383957760595e-07,"Kcnh7"
4.56921893553007e-07,-1.33597360029016,0.081,0.177,0.0121363024146614,"BC028528"
5.52823359273366e-08,-1.33715288716168,0.044,0.124,0.00146835412456599,"Ddc"
2.00869593305327e-11,-1.33876143059875,0.069,0.191,5.33529726778278e-07,"Pcsk2"
5.51208471552314e-12,-1.34025260918193,0.143,0.306,1.4640648212901e-07,"Zfp148"
9.88499844582059e-07,-1.34038904189014,0.058,0.139,0.0262555443719441,"Ptprt"
4.22033213623556e-10,-1.34091442479204,0.113,0.249,1.12096241870553e-05,"Trim44"
1.07559590685564e-06,-1.34218297116164,0.052,0.129,0.0285689028819927,"Fmn2"
3.1124791791085e-07,-1.34303109676653,0.053,0.134,0.00826705594763009,"Chsy3"
1.38989746705144e-20,-1.34327346011838,0.213,0.469,3.69170666223532e-16,"Dnaja1"
2.91701261694785e-08,-1.34374334689953,0.075,0.177,0.000774787721187519,"Hecw2"
1.26256628677341e-16,-1.34576201931831,0.182,0.397,3.35350231429885e-12,"Kalrn"
9.29307511833628e-32,-1.34877452579725,0.238,0.584,2.4683336821813e-27,"Abcb1a"
4.63861394844876e-18,-1.34930012255493,0.201,0.435,1.23206225084748e-13,"Klhl2"
6.01564144802685e-15,-1.3498231771916,0.192,0.402,1.59781452501041e-10,"Abhd2"
6.94133855534317e-08,-1.34988432181792,0.085,0.191,0.0018436889336847,"Stmn2"
3.24790059710259e-14,-1.34988692842995,0.167,0.359,8.62674877596418e-10,"Elk3"
1.15106722576395e-10,-1.35200561231754,0.192,0.354,3.05734965835163e-06,"Cd2ap"
1.43268056242363e-06,-1.35274548433311,0.091,0.187,0.0380534284185342,"Far1"
5.97815160761488e-07,-1.35554800458673,0.048,0.124,0.0158785684849859,"Gabbr2"
6.56796189283706e-08,-1.3574660825873,0.121,0.239,0.00174451635835645,"Pde8a"
4.72723501597228e-25,-1.35833665275951,0.201,0.493,1.2556008925924e-20,"Gria2"
7.62012482385572e-22,-1.3589395763911,0.227,0.498,2.02398135446432e-17,"Rtn3"
4.03682801779858e-09,-1.35949839860313,0.048,0.139,0.000107222188980748,"Apba2"
5.61240244296693e-11,-1.35969893768898,0.161,0.316,1.49071021287645e-06,"Ctnnd1"
8.55915096716055e-20,-1.36088641280765,0.252,0.512,2.27339608838751e-15,"Bcl2l1"
5.73344009009469e-20,-1.36383252493052,0.241,0.502,1.52285902233005e-15,"Exoc6b"
8.7942621514083e-08,-1.36464355583141,0.129,0.249,0.00233584397003556,"Anks1"
5.50529293876196e-16,-1.36470761055581,0.206,0.426,1.46226085746456e-11,"Rora"
1.42723991119839e-15,-1.36694989856752,0.188,0.397,3.79089192813405e-11,"Dip2b"
8.05534073860284e-07,-1.36847183073509,0.051,0.129,0.021395790535803,"Soga3"
2.66831303544492e-09,-1.36902862206682,0.077,0.191,7.08730625344525e-05,"Rcan2"
7.26863941387621e-16,-1.36955758017352,0.189,0.397,1.93062331471966e-11,"Lrrc4c"
1.58039666492555e-07,-1.3696825959952,0.035,0.105,0.00419769158170876,"Runx1t1"
1.50009278819984e-13,-1.37014268633754,0.147,0.325,3.98439645473759e-09,"Ctnnd2"
6.71152570530326e-10,-1.37266555759396,0.137,0.278,1.7826483425856e-05,"Ldlrad4"
2.75155152201135e-19,-1.37291877864448,0.219,0.469,7.30839599761435e-15,"Ralgapa1"
1.03305949725024e-06,-1.37906068179046,0.054,0.134,0.0274390933064637,"Nell2"
2.40291914480331e-15,-1.38070078274221,0.139,0.33,6.38239354051208e-11,"Dclk1"
1.27591828823262e-09,-1.38159230272891,0.145,0.292,3.38896656537466e-05,"Ptprj"
3.00421845639476e-08,-1.38172579433518,0.12,0.239,0.000797950464203013,"Pde2a"
4.12633273456601e-16,-1.38208100564089,0.139,0.335,1.09599523762808e-11,"Ahi1"
1.94614349936023e-12,-1.38218870777348,0.161,0.335,5.16915174865071e-08,"Bcas3"
2.30427211743301e-19,-1.3836552597871,0.199,0.44,6.12037717111381e-15,"Fermt2"
7.82480485786742e-13,-1.38384316473887,0.174,0.354,2.07834641829817e-08,"Pnisr"
4.09628136198029e-10,-1.38501365645301,0.113,0.249,1.08801329255559e-05,"B230219D22Rik"
7.14797341790522e-08,-1.38587751916137,0.07,0.167,0.0018985732195298,"Prkca"
4.02317338868738e-11,-1.38653547134215,0.12,0.268,1.06859508376926e-06,"Nt5c2"
4.74215574977214e-17,-1.388448550051,0.165,0.378,1.25956398869698e-12,"Arl4a"
3.79689384497434e-08,-1.39151236840671,0.087,0.196,0.00100849297416363,"Fam222b"
6.9627704601756e-07,-1.39200262528498,0.035,0.1,0.0184938146192724,"Wasf3"
3.62609311837458e-13,-1.39209888816932,0.17,0.349,9.63126593171473e-09,"Parvb"
1.39653936108211e-06,-1.39222876443723,0.055,0.134,0.0370934819697019,"Dnajc6"
5.72534733058791e-12,-1.39320153936328,0.092,0.234,1.52070950447745e-07,"Eid1"
7.03299374925659e-18,-1.39666011811636,0.204,0.435,1.86803346974004e-13,"Tnrc6c"
2.00242262053462e-08,-1.39708644852822,0.1,0.215,0.000531863472240199,"Mtss1"
7.9561673806862e-12,-1.398884769553,0.134,0.292,2.11323761798406e-07,"Gm15738"
1.95566775020332e-07,-1.40007599515859,0.082,0.182,0.00519444911131503,"Mga"
2.38552460044356e-07,-1.40162734948955,0.061,0.148,0.00633619189123814,"Pop5"
2.73128862859374e-18,-1.40246916847815,0.194,0.426,7.25457572640782e-14,"Rbpms"
1.03858354974933e-23,-1.40369526509723,0.217,0.498,2.7585817664892e-19,"Ttc3"
7.55920007942888e-07,-1.4037112501144,0.038,0.105,0.020077991330971,"Arl2"
1.38074850541223e-07,-1.40396383391537,0.126,0.244,0.00366740610522542,"Nudcd3"
1.83202549641648e-09,-1.40460541465494,0.055,0.153,4.8660429210318e-05,"Sybu"
9.14389825651594e-09,-1.4052578171281,0.085,0.196,0.00024287108159132,"Lrrc49"
3.71276558007886e-07,-1.40635670873874,0.068,0.158,0.00986147665724747,"Slain2"
3.75191807982e-13,-1.40854610836213,0.119,0.282,9.9654696118099e-09,"Tbl1x"
3.51623878456442e-08,-1.40867320674665,0.156,0.287,0.000933948183568155,"Phlpp1"
8.54843903865204e-25,-1.41224483422766,0.232,0.541,2.27055089305637e-20,"Nrg3"
7.62601931567097e-08,-1.41230038334288,0.09,0.196,0.00202554699043537,"Ppp1r16b"
6.78695644504304e-15,-1.41412011940077,0.174,0.373,1.80268350136788e-10,"Dgkh"
7.6876770502252e-11,-1.41465855996232,0.196,0.364,2.04192390131031e-06,"Cadm1"
1.31697544053425e-10,-1.41595735794114,0.127,0.273,3.49801846760301e-06,"Nlk"
3.93217307870178e-12,-1.4178271192715,0.157,0.325,1.04442449143398e-07,"Dennd1a"
1.22442813351274e-18,-1.42074374391015,0.181,0.411,3.25220356542319e-14,"Atp6v0b"
7.48482212197023e-15,-1.42246875174576,0.158,0.349,1.98804360381651e-10,"Cobll1"
4.49181917957679e-10,-1.42528369686236,0.14,0.287,1.19307209228739e-05,"Btbd9"
7.0687175027743e-10,-1.42729539547561,0.16,0.306,1.87752205591188e-05,"Ets1"
7.98086623906533e-07,-1.43007484136984,0.046,0.12,0.0211979788175814,"Wdr75"
3.0015396753894e-29,-1.43035509800182,0.279,0.622,7.97238953180178e-25,"Mast4"
1.37263456834261e-08,-1.43144128904071,0.09,0.201,0.000364585467697481,"Gm20275"
2.17506929917486e-15,-1.43196118376867,0.148,0.344,5.77720156553834e-11,"Nav3"
