"gene","gene_upper","log2FC","pvalue","padj","dataset","cell_type","threshold_used"
"Sec61b","SEC61B",1.6281965,1.02122376144145e-21,2.77673577468602e-19,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Mif","MIF",1.6276603,2.61293947322679e-09,2.55767580336805e-07,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpsa","RPSA",1.6237493,6.52754499445928e-25,2.24192540976367e-22,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps7","RPS7",1.6189336,2.65193168248564e-37,1.73056221826738e-34,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl36a","RPL36A",1.6162884,1.09945472391785e-19,2.72456014305566e-17,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl3-ps1","RPL3-PS1",1.6081581,2.84666765917946e-06,0.000172003743098013,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Anxa2","ANXA2",1.6063643,2.59268849958601e-28,1.1279347279199e-25,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps17","RPS17",1.605754,1.94875616336752e-29,9.5376998525615e-27,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl27","RPL27",1.5854782,1.46757875270768e-25,5.22377986213786e-23,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps5","RPS5",1.5536418,9.36104592992837e-45,9.16305980851039e-42,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl17","RPL17",1.550131,5.78019966128041e-27,2.30936670956911e-24,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ppic","PPIC",1.5466251,0.000246186459808043,0.00987621377799602,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Jun","JUN",1.5433073,1.26435243520304e-23,8.25074254132329e-20,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Gbp3","GBP3",1.5409883,1.06120888723157e-05,0.00611037834862716,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Sparc","SPARC",1.5396906,7.43357357976305e-75,2.91054139942043e-71,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Timm10b","TIMM10B",1.5258803,2.18988200009866e-10,2.49251859976345e-08,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Mrpl33","MRPL33",1.5213467,1.04790480150894e-11,1.39556682307078e-09,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps26-ps1","RPS26-PS1",1.5197613,0.00126895782837556,0.0422489581736535,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Mrpl42","MRPL42",1.5185486,7.64441368679941e-06,0.000432450598638044,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl11","RPL11",1.5152246,9.52567461203212e-28,4.01411939373606e-25,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Gngt2","GNGT2",1.5080742,3.43783496287883e-07,2.45629544044813e-05,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Bola2","BOLA2",1.5049326,1.24639443291815e-06,8.27141146211478e-05,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps23","RPS23",1.4989693,1.10618937251446e-28,5.15615936802751e-26,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Gm6472","GM6472",1.4938326,0.000192584455604815,0.00800472587553177,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl6","RPL6",1.4923052,9.63700319280762e-28,4.01411939373606e-25,"GSE225948","EC","padj<0.05 & log2FC>=1"
"C1d","C1D",1.4857584,0.000560879148136631,0.0207567695332152,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Tmsb4x","TMSB4X",1.484965,1.69858350371665e-128,3.32531692522608e-124,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ddx39","DDX39",1.4824753,0.000664938471546423,0.0239732973433965,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps13","RPS13",1.4708091,2.54244926891788e-26,9.75951555639322e-24,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ndufs8","NDUFS8",1.4632683,3.81855103987876e-06,0.000224491812936055,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Hspa1b","HSPA1B",1.4622511,2.05502367784644e-05,0.010587157510842,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Serpinh1","SERPINH1",1.4577751,8.07131876908891e-12,1.09730699682259e-09,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ndufa4","NDUFA4",1.4546385,3.66522830574695e-31,1.88826775109495e-28,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps8","RPS8",1.4435918,7.66092217123825e-40,5.55473604986412e-37,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Arhgdib","ARHGDIB",1.4290006,4.31585688717273e-05,0.00212290277085881,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Pdia6","PDIA6",1.4248579,5.34288142387228e-10,5.87626908062627e-08,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Gm11560","GM11560",1.4233519,7.67776130768328e-05,0.00360449719713467,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl3","RPL3",1.4204714,1.81769541885924e-26,7.11700464300146e-24,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl19","RPL19",1.4201165,4.00559943218843e-23,1.22527531381176e-20,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Gm5905","GM5905",1.4177021,9.81435216592603e-08,7.68542289409336e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ndufb6","NDUFB6",1.413688,2.02944646698181e-09,2.02706497367872e-07,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Xbp1","XBP1",1.4127,3.06673893967969e-10,3.45043380586835e-08,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Mrpl52","MRPL52",1.4103895,8.77082182252322e-10,9.23152574298586e-08,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Col4a2","COL4A2",1.406266,1.01246665768023e-09,1.04873332049767e-07,"GSE225948","EC","padj<0.05 & log2FC>=1"
"S100a10","S100A10",1.4060208,1.57748020472909e-06,0.000102599102883659,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Eef1g","EEF1G",1.4013472,8.7834327183901e-15,1.53529698507074e-12,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Cpe","CPE",1.3989905,0.000145075460328725,0.00621475336292223,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Cox7b","COX7B",1.3951079,7.83388949530536e-16,1.51845598662963e-13,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Tspan4","TSPAN4",1.3949162,3.90846133047907e-06,0.000229089663074218,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl15","RPL15",1.3833888,2.20704011552725e-15,4.00066892052565e-13,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Il2rg","IL2RG",1.381735,0.00126397010558673,0.0421545873203942,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Smim7","SMIM7",1.3792711,0.000643649699295673,0.0234214315299468,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Dad1","DAD1",1.3770412,2.23514949335612e-11,2.86959319623077e-09,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps27a","RPS27A",1.3671672,4.14797099255105e-26,1.532166568324e-23,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ssr4","SSR4",1.3663723,5.51259229649272e-10,6.02905136248257e-08,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Tcp1","TCP1",1.3651539,0.000107637633654447,0.00481100902751851,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Manf","MANF",1.3628088,1.86519621136349e-08,1.60858793964154e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"H2afj","H2AFJ",1.3601496,1.99740984356446e-06,0.000125734059509522,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Cox5a","COX5A",1.3549176,9.45861971699282e-16,1.81540586470165e-13,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Igfbp7","IGFBP7",1.3502715,9.62490737625378e-65,1.8842681170492e-61,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Prdx1","PRDX1",1.3492315,9.8940305652622e-25,3.28297349790065e-22,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl13","RPL13",1.3486015,5.72719356381894e-43,4.31235647688013e-40,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Mrpl20","MRPL20",1.3464906,3.1001319248385e-06,0.000185600252882456,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ssr2","SSR2",1.3453722,1.45408542842521e-06,9.52061218470915e-05,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ran","RAN",1.338479,3.15552252015736e-08,2.62171773228585e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Junb","JUNB",1.3380221,2.73095276822026e-09,3.34149139646551e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Sdcbp","SDCBP",1.3371722,1.51796635072489e-11,1.99444478175444e-09,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rplp1","RPLP1",1.3271102,1.16077691727534e-45,1.19602787944734e-42,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Banf1","BANF1",1.3249962,5.92574584519072e-11,7.11707523995698e-09,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Atp5mpl","ATP5MPL",1.3236916,6.36390269568e-14,1.05581460231633e-11,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps19","RPS19",1.3204931,8.86131723874518e-40,6.19564312796123e-37,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ddost","DDOST",1.3171977,0.000100163830716838,0.00452865430471951,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ldha","LDHA",1.3117841,1.35587436454237e-19,3.27703116477111e-17,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Nop10","NOP10",1.3113915,3.74006486400389e-10,4.16018465014797e-08,"GSE225948","EC","padj<0.05 & log2FC>=1"
"H13","H13",1.3090549,0.00153071610578691,0.049778786051479,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ybx1-ps2","YBX1-PS2",1.3069834,0.00114024123026895,0.0387543447308599,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl18","RPL18",1.3060945,7.35421763847041e-20,1.84581434241455e-17,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ufm1","UFM1",1.301287,0.000727383868847487,0.025890898182595,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ctsb","CTSB",1.2968336,9.31301385027027e-18,2.02578746829712e-15,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl28","RPL28",1.2945324,1.50905820885896e-12,2.11020232534513e-10,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Fkbp2","FKBP2",1.2938778,1.23290717960754e-05,0.000663094061955406,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Krtcap2","KRTCAP2",1.2932129,1.26753385862194e-13,2.00117018953563e-11,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Emg1","EMG1",1.292798,9.26036728807707e-05,0.00425483025666678,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl41","RPL41",1.2920786,2.95420950733971e-44,2.51454606631259e-41,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps9","RPS9",1.2851379,8.08008187583548e-33,4.39399341342309e-30,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Magoh","MAGOH",1.2796783,1.68944072996196e-05,0.000891487363085317,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Psma3","PSMA3",1.2789501,1.37376880810618e-08,1.23368219983003e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rbm3","RBM3",1.2765301,0.000350803607433844,0.0136534437827681,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Tmed9","TMED9",1.2753297,1.96706288717434e-07,1.46422776206129e-05,"GSE225948","EC","padj<0.05 & log2FC>=1"
"P4hb","P4HB",1.2683312,1.68800785984208e-08,1.47527365500574e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Cct4","CCT4",1.2670022,4.97167291268574e-07,3.4637167477455e-05,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps15a","RPS15A",1.2637882,1.62520982616273e-28,7.2310756288154e-26,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps3","RPS3",1.2633419,2.61290140333819e-34,1.50449325803387e-31,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps12","RPS12",1.2633079,2.18095028145566e-21,5.76979238649425e-19,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps16","RPS16",1.2631786,4.66408803888815e-26,1.69090465809839e-23,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps6","RPS6",1.2605736,8.93236230776192e-19,2.08177210594113e-16,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Psma5","PSMA5",1.2577888,1.29710533003116e-07,9.95820825334119e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Txnrd1","TXNRD1",1.2574062,0.00135419490899426,0.0444816673378871,"GSE225948","EC","padj<0.05 & log2FC>=1"
"1500011K16Rik","1500011K16RIK",1.2573452,9.70816673943722e-05,0.00440967007559078,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps25","RPS25",1.2562938,1.66336510653941e-27,6.78410389390041e-25,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Eif4a1","EIF4A1",1.2537553,3.05238944997357e-05,0.00153222123749058,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Pdia3","PDIA3",1.2533991,1.86228342114306e-17,3.92020672427071e-15,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Snrpe","SNRPE",1.248302,3.98148061950174e-08,3.28883738767872e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl22l1","RPL22L1",1.2479924,7.84540355898957e-10,8.34725355838798e-08,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Cd200","CD200",1.2471373,3.28440245637116e-21,8.57316625178375e-19,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Bax","BAX",1.2453306,1.72081909182323e-05,0.000905604176360845,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps26","RPS26",1.2452639,5.76788835623059e-25,2.0163919705344e-22,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Psmc4","PSMC4",1.2444264,4.22080338694997e-05,0.00209191564319797,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Uqcc2","UQCC2",1.2437669,2.74318879951692e-14,4.62960406277092e-12,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Eif3i","EIF3I",1.2429357,9.42489769234324e-06,0.00051974992147325,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Mydgf","MYDGF",1.2418404,2.58017163144884e-05,0.00132230418923754,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Gpx1","GPX1",1.2380503,1.1155442036709e-22,3.30894073867655e-20,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Snrpf","SNRPF",1.2365546,0.000105348235057602,0.00473028072872172,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Cox6b1","COX6B1",1.2357919,1.1947451356394e-19,2.92369069005157e-17,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Apoe","APOE",1.2343302,1.56983873258285e-19,7.68318321694362e-16,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Tpd52l2","TPD52L2",1.2282122,2.12712930548679e-05,0.00110952581400276,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Prdx6","PRDX6",1.2249041,0.00132603528735577,0.0437033549167743,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Txn1","TXN1",1.2248784,1.65671857864339e-15,3.11861342443286e-13,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Tmem256","TMEM256",1.2236576,8.17275488427397e-11,9.75597697374582e-09,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Lmna","LMNA",1.2194642,0.000658421290817159,0.0238260880043023,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Dbi","DBI",1.2181553,8.45256418494673e-13,1.21673418418163e-10,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Selenof","SELENOF",1.21788,1.72034363997737e-11,2.24527782932247e-09,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ndufa8","NDUFA8",1.2150738,2.93845160972984e-09,2.83379641200399e-07,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ndufb2","NDUFB2",1.2144661,2.15807306538976e-08,1.82894356714872e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Lsm4","LSM4",1.2076151,0.00055394921789549,0.0205781097509298,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ndufab1","NDUFAB1",1.206229,8.89915014465919e-05,0.00410893071655644,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Col4a1","COL4A1",1.2002103,3.79299898091895e-09,3.62222151460733e-07,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Pdia4","PDIA4",1.200189,0.000577662635906183,0.0212573335021341,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ndufa11","NDUFA11",1.1965555,1.25859066646655e-08,1.13545757960441e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Psma2","PSMA2",1.1951495,2.3443744103129e-12,3.25502254118409e-10,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Zfp36","ZFP36",1.1937355,3.29841437731455e-05,0.0161432645661717,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Hspa5","HSPA5",1.1908884,6.59769476067698e-18,1.46776216283833e-15,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Hint1","HINT1",1.1868588,1.30173624785658e-14,2.25522924993702e-12,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Hnrnpa3","HNRNPA3",1.1836135,3.06051069823537e-09,2.93704009506636e-07,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl36","RPL36",1.1818532,2.11734127475159e-17,4.36328317219071e-15,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Edn1","EDN1",1.1813709,2.61011514543246e-10,2.95365457815788e-08,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps20","RPS20",1.1735102,4.86637763638324e-23,1.46567807673038e-20,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Etf1","ETF1",1.1724601,0.00131083818301734,0.0433484444407611,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ly6a","LY6A",1.1702265,2.83132209620143e-60,4.26375328287195e-57,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Taldo1","TALDO1",1.1680936,1.4268616312732e-08,1.27551005275961e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Nsmce1","NSMCE1",1.1653522,5.16939267158047e-05,0.00249264040225446,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ralb","RALB",1.1631638,8.74836134973412e-06,0.000485174702956784,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Mcfd2","MCFD2",1.162273,0.000447445493627142,0.0170090105412399,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Gm10076","GM10076",1.1622319,1.01068622180227e-07,7.88294986622434e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Eif5a","EIF5A",1.1549588,2.53687998228739e-09,2.49570348810252e-07,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Mrpl17","MRPL17",1.1530318,6.15600032452664e-05,0.00292514607653539,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Tubb5","TUBB5",1.1525314,8.94712415421371e-10,9.36672992337122e-08,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Npm1","NPM1",1.1516514,6.335535542751e-10,6.89059885113536e-08,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Cct6a","CCT6A",1.1506697,2.05639205096736e-07,1.52492375688591e-05,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rab11a","RAB11A",1.1504104,3.4963988833803e-16,6.91404049898345e-14,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Atp5j2","ATP5J2",1.1492325,3.49704486262402e-15,6.22378611596277e-13,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Msn","MSN",1.1470033,2.07647921613998e-14,3.53488987951065e-12,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Tuba1a","TUBA1A",1.1458429,1.97091772188171e-15,3.64006190955455e-13,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Pkig","PKIG",1.1457231,1.88656097964826e-08,1.6198773815164e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Cd93","CD93",1.1451379,5.35704096207773e-08,4.38806656546425e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Cox7a2","COX7A2",1.1420143,6.71963243984405e-18,1.47809263230143e-15,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Gm1821","GM1821",1.1403664,2.48685652030829e-06,0.000154556159041509,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Uqcrq","UQCRQ",1.138093,1.24724078751848e-13,1.98514088595523e-11,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ppib","PPIB",1.1380864,3.10895182271673e-11,3.82792137316512e-09,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl29","RPL29",1.1375555,4.60765943758712e-14,7.70975630851651e-12,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Hsp90ab1","HSP90AB1",1.1354853,3.90658843685016e-25,3.82396409141078e-21,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Sec11c","SEC11C",1.1327268,0.000126313930588472,0.00554450183661552,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Itm2c","ITM2C",1.132333,4.76780723650524e-07,3.33354865246654e-05,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Slc25a3","SLC25A3",1.1313775,1.0472415355318e-09,1.07904460742663e-07,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Eef1d","EEF1D",1.1305617,2.81722147100014e-07,2.06564587032846e-05,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Gm6368","GM6368",1.1295518,0.00120881622464168,0.0406370324273231,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Dusp1","DUSP1",1.1288075,1.94898255423906e-08,2.11973508135212e-05,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Cox7c","COX7C",1.125957,2.58700831343952e-13,3.95670794939106e-11,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Tm4sf1","TM4SF1",1.120402,1.44581321014167e-16,2.91800878504571e-14,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl7","RPL7",1.1178235,6.10022932361042e-19,1.43884565624483e-16,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Psmb1","PSMB1",1.1173502,3.12720009835805e-15,5.61662351610601e-13,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Psma1","PSMA1",1.1159216,8.27548883373778e-08,6.55907874081314e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ifitm2","IFITM2",1.1127386,1.71084826729391e-15,3.18983585988695e-13,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Atp5d","ATP5D",1.1122148,9.80598248682026e-09,8.97064108151777e-07,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Minos1","MINOS1",1.1110004,9.0367899269582e-12,1.21173449589083e-09,"GSE225948","EC","padj<0.05 & log2FC>=1"
"S100a16","S100A16",1.1098465,1.15411780940465e-13,1.85198068481269e-11,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Pkm","PKM",1.1066059,9.06712021266071e-11,1.07580007517126e-08,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Uqcr10","UQCR10",1.1065482,5.73443426283017e-11,6.92981602243372e-09,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rhoc","RHOC",1.1046091,5.46237463295634e-08,4.4557045078911e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Entpd1","ENTPD1",1.1009885,1.50518105688947e-06,9.82230985024172e-05,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Cct5","CCT5",1.100802,1.18812669554551e-05,0.000644320119631428,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Tspo","TSPO",1.1000926,1.76439167559884e-13,2.7381441437551e-11,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps27","RPS27",1.0999887,1.61263906317971e-17,3.46930054284277e-15,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Tram1","TRAM1",1.0935012,0.000776414341716439,0.0272770037116122,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Arf4","ARF4",1.0933937,1.12482777462399e-05,0.000613391458044956,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Timm13","TIMM13",1.0921595,2.73533182009681e-06,0.00016734247200636,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Pebp1","PEBP1",1.0918206,0.000360683418162541,0.0139433610774725,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Uqcrfs1","UQCRFS1",1.0875468,0.00073704663788639,0.0260925172330956,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ctsz","CTSZ",1.0844629,0.00055555506040118,0.0205986769270339,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rhoj","RHOJ",1.0832353,2.81907951374565e-06,0.000170864147494113,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl31","RPL31",1.0826869,2.44023742181578e-16,4.87474775580484e-14,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Psmb4","PSMB4",1.0808722,5.67771669096661e-08,4.61214355431756e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpn2","RPN2",1.0802709,0.000280310333571357,0.0111764468438421,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Vcp","VCP",1.0766795,2.30349603367086e-06,0.000144075213582027,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Cox5b","COX5B",1.0752709,6.45622576322581e-10,6.98306805340728e-08,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Pcbp1","PCBP1",1.0748686,1.33281179765615e-06,8.77752430332139e-05,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Calm3","CALM3",1.0745761,0.00090166803253265,0.0312423983591003,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Bud31","BUD31",1.0735106,0.000358362378878084,0.0138923966164282,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Snrpd2","SNRPD2",1.0673642,1.67548811170475e-05,0.000886514344941725,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpn1","RPN1",1.0648874,0.00127679558608011,0.0424377371624623,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Chchd1","CHCHD1",1.0635802,8.60282882832229e-05,0.00398150307262566,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Psma4","PSMA4",1.0634594,1.63179299454135e-06,0.000105735668055407,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ndufs2","NDUFS2",1.0602164,0.00153391772464065,0.0498001779358042,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl8","RPL8",1.0596077,2.21834940732777e-19,5.2961739447873e-17,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ier2","IER2",1.0585608,1.02474759063056e-05,0.00611037834862716,"GSE225948","EC","padj<0.05 & log2FC>=1"
