baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbol,timepoint,comparison,cell_type,dataset
6.1629895748533245,0.2517474854816439,0.8172942748191475,0.30802550958447744,0.7580629215901321,,2810001G20Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
4.929825234331725,0.034061922327270906,0.8119895862642047,0.041948718189826456,0.9665395790542136,,2810002D19Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
24.0295973311187,0.3541506253260474,0.43897623183904244,0.8067649217415997,0.4198019324602932,0.6896656685093,2810004N23Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
10.521321996379015,0.9065730869275,0.6544523384172781,1.3852392813202388,0.16597931310421998,,2810006K23Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
17.306978715935152,-0.35405968588927483,0.4900974082523707,-0.7224271745321196,0.4700318845817182,0.7246282355493325,2810013P06Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
0.48845743430395344,-2.399191519421442,2.788219322119306,-0.8604744613841327,0.38952755543515516,,2810021J22Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
76.40513386791137,0.4858152446202832,0.30433617234560184,1.5963112136029467,0.11041932773068175,0.35657030677615487,2810025M15Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
7.77767787531775,0.08548938440631004,0.6808815750519588,0.12555690672021233,0.9000826763721509,,2810402E24Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1.5715016900981984,0.7442898671429266,1.4281233760931853,0.5211663639166995,0.6022508835713514,,2810403D21Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1.659917600865185,-0.6343141635487353,1.4700739392136244,-0.43148453055908476,0.6661160982772454,,2810405F17Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
0.96645067370127,-1.355012417227102,2.2216374972023982,-0.6099160726866576,0.5419174049056013,,2810408A11Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
0.6858587420374899,0.9882566504436758,2.6296833112783835,0.37580823751862685,0.7070594633266458,,2810414N06Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
0.3447757708296303,-0.829262423636232,3.14381745356542,-0.26377562816052225,0.7919528155589095,,2810442N19Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
2.2645524133125545,-0.1636821825946823,1.3182234187824264,-0.12416877159250207,0.9011816475130099,,2810454H06Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1.6568558184058535,1.9333647980040964,1.8223699751627522,1.0609068544555182,0.28873223391309755,,2900005J15Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
24.649350909702928,-0.8970730570007834,0.4984657801310547,-1.799668287690538,0.07191303134351697,0.28614554951682103,2900026A02Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
3.2244585423236036,1.0791643453565276,1.2606399830374408,0.8560448342724638,0.39197298066892505,,2900052L18Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
0.2686142719699563,-0.6045270653444417,3.421378358062141,-0.1766910882334698,0.8597510412974525,,2900060B14Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
