gene_norm,n_dataset_tp,n_datasets,datasets,cell_types,timepoints,max_log2FC,min_padj
Snhg15,1,1,GSE223744,Endothelial,1d,2.181103623680165,2.500360928128923e-07
Ciart,1,1,GSE223744,Endothelial,1d,2.1800301997391007,2.2920429408360068e-11
Epb42,1,1,GSE223744,Endothelial,1d,2.1798045923225677,0.0049421029354272
Il17ra,1,1,GSE223744,Endothelial,1d,2.1785553888158056,6.117596152957318e-14
Rnf207,1,1,GSE223744,Endothelial,1d,2.171138497415869,0.0105022111837118
Abca4,1,1,GSE223744,Endothelial,1d,2.165376182051157,5.31295824912373e-07
Casp4,1,1,GSE223744,Endothelial,1d,2.161230069260471,3.0281736001213276e-14
Sorl1,1,1,GSE223744,Endothelial,1d,2.1580078597097376,0.0233611309555898
Ppp1r18os,1,1,GSE223744,Endothelial,1d,2.1495338314232004,0.0354981608221413
Plxna2,1,1,GSE223744,Endothelial,1d,2.1485701324186803,9.530169087042388e-26
Megf10,1,1,GSE223744,Endothelial,1d,2.1426147292161577,0.0346066944516927
Lgmn,1,1,GSE223744,Endothelial,1d,2.1424412864255413,0.0018341190550637
Metrnl,1,1,GSE223744,Endothelial,1d,2.142231001071833,0.0002686446290874
Rhbdl2,1,1,GSE223744,Endothelial,1d,2.1401754101785286,4.199991558260573e-08
Uchl4,1,1,GSE223744,Endothelial,1d,2.1379958509101327,0.0006072202302357
Prx,1,1,GSE223744,Endothelial,1d,2.1343573523383257,2.2854546339078763e-10
Pcdhgc3,1,1,GSE223744,Endothelial,1d,2.132210505466928,4.7225737030557495e-14
Laptm5,1,1,GSE234052,SMC,24h,2.1278837,0.0172542538986615
Reln,1,1,GSE223744,Endothelial,1d,2.1261636351661,0.0395972417828833
Apol8,1,1,GSE223744,Endothelial,1d,2.1245015917695578,0.0464516472974102
Snhg14,1,1,GSE223744,Endothelial,1d,2.1210962133737574,0.0001351808317408
Pkhd1l1,1,1,GSE223744,Endothelial,1d,2.1194829326703686,0.0420903627613856
Dennd2d,1,1,GSE223744,Endothelial,1d,2.119090317017805,7.738012434389155e-06
Jun,1,1,GSE234052,Pericyte,24h,2.115863,0.0003400066957001
Nav3,1,1,GSE223744,Endothelial,1d,2.105566563276672,0.0365028236596643
Parvg,1,1,GSE223744,Endothelial,1d,2.096885386765745,0.0203240223732363
Prr5,1,1,GSE223744,Endothelial,1d,2.093046810257672,6.28120314851013e-08
Tnni1,1,1,GSE223744,Endothelial,1d,2.0879042484216903,0.0295100439307241
Steap4,1,1,GSE234052,Pericyte,12h,2.085548,0.0465390615683052
Dtl,1,1,GSE223744,Endothelial,1d,2.08423390231784,0.0309497432300262
Epha2,1,1,GSE223744,Endothelial,1d,2.0546483685608257,7.579689341762114e-11
Tnfrsf10b,1,1,GSE223744,Endothelial,1d,2.0540437107386142,5.315106927629774e-11
Stx11,1,1,GSE223744,Endothelial,1d,2.0510381149991583,1.723031629650858e-14
Hmga1-rs1,1,1,GSE223744,Endothelial,1d,2.0482868175796405,0.0030720448558388
Slc25a25,1,1,GSE223744,Endothelial,1d,2.044129773134043,3.1197124241575667e-09
Plac9b,1,1,GSE223744,Endothelial,1d,2.0431853705436724,1.3004570289036778e-05
Bach1,1,1,GSE234052,Endothelial,1h,2.0411913,0.0022093558204637
Nfkbie,1,1,GSE223744,Endothelial,1d,2.040919628005302,2.753639851207779e-05
Zfp697,1,1,GSE223744,Endothelial,1d,2.0400978045686324,2.2680979924329554e-10
Zfp52,1,1,GSE223744,Endothelial,1d,2.0290008649454805,4.815548103562106e-15
Cyth4,1,1,GSE223744,Endothelial,1d,2.026716935260665,1.1861914978935771e-05
Snhg4,1,1,GSE223744,Endothelial,1d,2.021731463047281,4.9625051016155614e-08
Pcdhb17,1,1,GSE223744,Endothelial,1d,2.020903594629028,5.859715806382444e-20
Ifi30,1,1,GSE223744,Endothelial,1d,2.018646606017233,0.0418769340913491
Slco1b2,1,1,GSE223744,Endothelial,1d,2.006386807700958,0.0242686827055942
Cerk,1,1,GSE223744,Endothelial,1d,2.005481369455783,1.747571384976627e-11
Cd302,1,1,GSE225948,Endothelial,Day2,1.999242289973944,0.0054867718516512
Arhgap20,1,1,GSE225948,Endothelial,Day2,1.9965978284243189,0.0386229847142586
St8sia1,1,1,GSE223744,Endothelial,1d,1.9962724911514376,0.0443807959014529
Top2a,1,1,GSE223744,Endothelial,1d,1.9895949549639804,0.0381380886635627
Tcf23,1,1,GSE223744,Endothelial,1d,1.9890211884814275,1.3508533741674008e-14
Ell3,1,1,GSE223744,Endothelial,1d,1.9774032709984333,0.046830841452281
Six4,1,1,GSE223744,Endothelial,1d,1.9598401782436623,0.036093215500672
Id3,1,1,GSE234052,Pericyte,12h,1.9575406,0.0013596560297068
Dll1,1,1,GSE223744,Endothelial,1d,1.955754569316654,9.96514580381158e-06
Ifitm10,1,1,GSE223744,Endothelial,1d,1.9532789368290464,1.384312732209631e-21
Sh3bgrl3,1,1,GSE234052,SMC,24h,1.9499062,0.002641883380065
Aldh18a1,1,1,GSE223744,Endothelial,1d,1.9478857419921387,8.274246364546855e-07
Asns,1,1,GSE223744,Endothelial,1d,1.944728900853636,5.733194364763534e-15
Pcdhb10,1,1,GSE223744,Endothelial,1d,1.941372050983796,0.0085759683294269
Hdc,1,1,GSE223744,Endothelial,1d,1.938426967105408,0.0071692395086434
Irx3,1,1,GSE223744,Endothelial,1d,1.9286417220355323,2.114467219101917e-05
Zbp1,1,1,GSE223744,Endothelial,1d,1.9251915246675932,1.184798033803734e-05
Nuak2,1,1,GSE223744,Endothelial,1d,1.9190623032663847,1.008098789488268e-07
Klf15,1,1,GSE223744,Endothelial,1d,1.9096986555826936,0.0011650428930282
Pde3b,1,1,GSE223744,Endothelial,1d,1.908341316601004,0.0288085813205008
Procr,1,1,GSE223744,Endothelial,1d,1.9041316196985525,1.7665595559096214e-10
Trpm5,1,1,GSE223744,Endothelial,1d,1.886898013590381,0.0082126390061662
Icosl,1,1,GSE223744,Endothelial,1d,1.8845693891918065,2.477242741035032e-06
Il1r1,1,1,GSE223744,Endothelial,1d,1.881473501974216,3.5112132952006416e-21
Zfp57,1,1,GSE223744,Endothelial,1d,1.8793344630975108,4.420352874263057e-07
Galk1,1,1,GSE225948,Endothelial,Day2,1.8718699042853493,0.0413974012412388
Rnf24,1,1,GSE223744,Endothelial,1d,1.8689132337636667,2.128278458975223e-07
Snai1,1,1,GSE223744,Endothelial,1d,1.866123074229387,0.0002861787504686
Trpv4,1,1,GSE223744,Endothelial,1d,1.8611158535460544,3.5370663095002727e-19
Bace2,1,1,GSE223744,Endothelial,1d,1.8597346467714693,1.666226036807536e-07
Pcdhga3,1,1,GSE223744,Endothelial,1d,1.8565149632428128,7.432395672300266e-09
Grin2b,1,1,GSE223744,Endothelial,1d,1.8520460061202664,0.0231142340675102
Kbtbd11,1,1,GSE223744,Endothelial,1d,1.843988303690037,5.729081821322105e-12
Morn3,1,1,GSE223744,Endothelial,1d,1.837780571432441,0.0160486736509374
C4b,1,1,GSE223744,Endothelial,1d,1.8348469360727837,6.839204277570421e-05
Hecw2,1,1,GSE223744,Endothelial,1d,1.833899035895624,0.0002905121202907
Jade2,1,1,GSE223744,Endothelial,1d,1.833370217487152,2.8408379197719865e-20
Gsto1,1,1,GSE223744,Endothelial,1d,1.827749805500539,5.56074713669109e-11
Htr2a,1,1,GSE223744,Endothelial,1d,1.8265562705101424,7.420097153537555e-07
Sag,1,1,GSE223744,Endothelial,1d,1.825118753145535,0.0188378494780708
Myo5a,1,1,GSE223744,Endothelial,1d,1.8204093959249603,0.0002618244707144
Casc1,1,1,GSE223744,Endothelial,1d,1.8201205603553303,0.0027631373962642
Nfkb2,1,1,GSE223744,Endothelial,1d,1.814308042844902,1.1503379134665868e-08
Kctd4,1,1,GSE223744,Endothelial,1d,1.8093104529707031,0.033094905746595
E2f7,1,1,GSE223744,Endothelial,1d,1.807760189353624,4.060852239839834e-06
Dnah2,1,1,GSE223744,Endothelial,1d,1.807199692797118,0.000164567833463
Apon,1,1,GSE223744,Endothelial,1d,1.8039203627037537,0.0363873228744707
Gna15,1,1,GSE223744,Endothelial,1d,1.8038103414403093,0.0033703007008414
Mustn1,1,1,GSE223744,Endothelial,1d,1.7962120973080358,2.534321859729719e-07
Mal,1,1,GSE223744,Endothelial,1d,1.7927683616963668,3.185163235313551e-13
Kcnab1,1,1,GSE223744,Endothelial,1d,1.7920234699747606,0.0076836256514762
Sh3bgrl2,1,1,GSE223744,Endothelial,1d,1.7764564909101188,7.131291027660448e-12
Dnah6,1,1,GSE223744,Endothelial,1d,1.7730538603432724,2.1684335015956103e-10
Dnah2os,1,1,GSE223744,Endothelial,1d,1.7719522314837626,1.5214314528739676e-05
Tead4,1,1,GSE223744,Endothelial,1d,1.7712305992401702,2.4198306007983704e-13
Pcdhb21,1,1,GSE223744,Endothelial,1d,1.7573449869040658,1.110120485295264e-05
Mpp2,1,1,GSE223744,Endothelial,1d,1.7565413582185254,4.881824842693261e-05
Cdc42ep4,1,1,GSE223744,Endothelial,1d,1.7556865065609906,2.3017549692293947e-09
Ddit4,1,1,GSE223744,Endothelial,1d,1.75423575910503,1.6535388974791178e-07
Kdelr3,1,1,GSE223744,Endothelial,1d,1.7513047958194634,0.0004137585170546
Pcdhb18,1,1,GSE223744,Endothelial,1d,1.7510596994069754,1.632394271627308e-05
Ipo4,1,1,GSE223744,Endothelial,1d,1.7492784208712344,4.5809182231928504e-15
Galns,1,1,GSE223744,Endothelial,1d,1.7436200471209566,1.5467100616689627e-07
Pim3,1,1,GSE223744,Endothelial,1d,1.741913319075155,3.649015235522773e-18
Sh3bp2,1,1,GSE223744,Endothelial,1d,1.738381906947355,0.0180416645126859
Pcdh10,1,1,GSE223744,Endothelial,1d,1.7364175313495074,0.0353650316177982
Mettl1,1,1,GSE223744,Endothelial,1d,1.7344779026362518,3.674774691940172e-07
Rrp12,1,1,GSE223744,Endothelial,1d,1.733009765711223,5.317961954988403e-07
Kif23,1,1,GSE223744,Endothelial,1d,1.7315061030902832,3.8802460442510565e-08
Plpp3,1,1,GSE223744,Endothelial,1d,1.730458195331286,0.006379873895394
Pfkfb3,1,1,GSE223744,Endothelial,1d,1.7299778395505938,8.791036506292508e-07
Pcdhgb6,1,1,GSE223744,Endothelial,1d,1.7289987235105158,8.025914489966234e-06
Cpne5,1,1,GSE223744,Endothelial,1d,1.728240025564829,0.0384647764906778
Aff4,1,1,GSE234052,Endothelial,1h,1.7257304,0.0006007111125739
Nqo1,1,1,GSE223744,Endothelial,1d,1.72549334453182,0.0003922461211568
Cd82,1,1,GSE223744,Endothelial,1d,1.7174379920878613,0.0077793017249523
Tmem120b,1,1,GSE223744,Endothelial,1d,1.7157267570705084,7.0655170214911045e-09
Rpl3-ps1,1,1,GSE225948,Endothelial,Day2,1.7144118974135432,0.0461848360637339
Itgb3,1,1,GSE223744,Endothelial,1d,1.7137307500237184,0.000341381626347
Smpdl3b,1,1,GSE223744,Endothelial,1d,1.7115817154024655,0.0002281247684764
Piezo2,1,1,GSE223744,Endothelial,1d,1.7068688117238404,0.0416630489776363
Ccdc148,1,1,GSE223744,Endothelial,1d,1.7021268651239558,0.0363331591438905
Psat1,1,1,GSE223744,Endothelial,1d,1.7003910836645229,0.0014510333821346
Slc4a11,1,1,GSE223744,Endothelial,1d,1.6999767410131963,0.0289524168734023
Nrarp,1,1,GSE223744,Endothelial,1d,1.699067347740023,4.275574328999056e-06
Plxnb2,1,1,GSE223744,Endothelial,1d,1.6979625903982591,1.1860894610136201e-07
Ak6,1,1,GSE234052,Endothelial,24h,1.6932966,0.0093081586372733
Rph3al,1,1,GSE223744,Endothelial,1d,1.692503203359081,1.488552442876859e-10
Jak3,1,1,GSE223744,Endothelial,1d,1.685652631136439,2.5581406674861613e-19
Dancr,1,1,GSE223744,Endothelial,1d,1.6811920292214249,0.0040081247513149
Me1,1,1,GSE223744,Endothelial,1d,1.6726729222575885,1.689574484609546e-05
Acer2,1,1,GSE223744,Endothelial,1d,1.6723640412729834,1.4363089847461208e-08
Eva1c,1,1,GSE223744,Endothelial,1d,1.6708525809865973,5.754605511384141e-06
Arhgap8,1,1,GSE223744,Endothelial,1d,1.670607947996466,3.7267696362273645e-05
Shroom2,1,1,GSE223744,Endothelial,1d,1.669232314629734,2.3774054476556778e-17
Cmip,1,1,GSE223744,Endothelial,1d,1.669164408639677,3.285712533163684e-06
Plekha7,1,1,GSE223744,Endothelial,1d,1.667670982906685,0.0010275208654514
Parp3,1,1,GSE223744,Endothelial,1d,1.6647532364366984,2.804672064819425e-06
Ucp2,1,1,GSE223744,Endothelial,1d,1.6627765615767338,3.907098798694033e-09
Tmem26,1,1,GSE223744,Endothelial,1d,1.6600873615219356,0.0480461624558618
Plat,1,1,GSE223744,Endothelial,1d,1.657778722018766,5.952015777098128e-07
Tfpi,1,1,GSE225948,Endothelial,Day2,1.6535701468042028,0.0360041255982976
Ptges,1,1,GSE223744,Endothelial,1d,1.653451973213589,3.2308128925872315e-11
Rundc3b,1,1,GSE223744,Endothelial,1d,1.6517692684920564,0.0006031804162296
Fblim1,1,1,GSE223744,Endothelial,1d,1.6465176659691971,0.0002537893844225
Carhsp1,1,1,GSE223744,Endothelial,1d,1.6423670906019636,1.782849663521916e-10
Sptbn5,1,1,GSE223744,Endothelial,1d,1.640965044223608,0.0474826573437869
Elovl6,1,1,GSE223744,Endothelial,1d,1.6338804589231797,2.314948023903293e-05
Stx1b,1,1,GSE223744,Endothelial,1d,1.6327687820566097,0.0240753240764964
Apex1,1,1,GSE223744,Endothelial,1d,1.631019032495445,1.5664515110426949e-12
Slc1a5,1,1,GSE223744,Endothelial,1d,1.630815001380648,2.5760702833153463e-09
Mamstr,1,1,GSE223744,Endothelial,1d,1.6289224112094496,2.1928778477764237e-09
Slc20a1,1,1,GSE223744,Endothelial,1d,1.627994739926781,1.028922433049817e-09
Fam111a,1,1,GSE223744,Endothelial,1d,1.6265617518769566,1.5319902733357284e-08
Itga5,1,1,GSE223744,Endothelial,1d,1.624635080462819,3.0147062781737202e-09
Cfap45,1,1,GSE223744,Endothelial,1d,1.6228606256135223,0.0001290611026186
Pcdh7,1,1,GSE223744,Endothelial,1d,1.6194916268323976,0.0039122663179913
Nup210l,1,1,GSE223744,Endothelial,1d,1.6187422411807793,0.0057620469847204
Zfp691,1,1,GSE223744,Endothelial,1d,1.6170087774963473,0.0001014776168478
Gtse1,1,1,GSE223744,Endothelial,1d,1.616316042798412,0.0287787695628309
Vcan,1,1,GSE223744,Endothelial,1d,1.61548315061327,0.0004361421012973
Dctpp1,1,1,GSE225948,Endothelial,Day2,1.6144836425057874,0.0155602204803235
Lrrc8a,1,1,GSE223744,Endothelial,1d,1.6110683362075071,6.357915897897976e-18
Csrnp1,1,1,GSE223744,Endothelial,1d,1.6073263678070435,1.251499194384849e-07
Slc35g2,1,1,GSE223744,Endothelial,1d,1.6071823951694002,1.237764563594887e-05
Tubb2b,1,1,GSE223744,Endothelial,1d,1.6039705621655558,2.9754512883032063e-09
Pcdhga10,1,1,GSE223744,Endothelial,1d,1.6001521093020854,0.003482574172723
Bid,1,1,GSE223744,Endothelial,1d,1.599189946018134,0.0010383848340191
Tsc22d3,1,1,GSE223744,Endothelial,1d,1.5968020944982684,6.096940088061085e-12
Galnt15,1,1,GSE223744,Endothelial,1d,1.5967120783414723,3.982730537474741e-16
Sdc1,1,1,GSE223744,Endothelial,1d,1.589752745019006,2.0000224020229365e-06
Ampd3,1,1,GSE223744,Endothelial,1d,1.586747243062934,8.979699088481687e-09
Ifitm5,1,1,GSE223744,Endothelial,1d,1.5836766482671103,0.0130034942297029
Vars,1,1,GSE223744,Endothelial,1d,1.5826412366331268,8.059321539539015e-12
Rara,1,1,GSE223744,Endothelial,1d,1.5825584219899034,1.1670431675320963e-10
Uchl1,1,1,GSE223744,Endothelial,1d,1.5759962277545303,1.924929042186789e-10
Pcdhb13,1,1,GSE223744,Endothelial,1d,1.575427454307925,0.0020218484681143
Cd55,1,1,GSE223744,Endothelial,1d,1.572307237192439,7.867911909632853e-07
Zfp948,1,1,GSE223744,Endothelial,1d,1.5708972346464756,6.494427443299937e-07
Schip1,1,1,GSE223744,Endothelial,1d,1.5694154467074053,1.0831620476443084e-14
Phf19,1,1,GSE223744,Endothelial,1d,1.567764302853619,0.000164302598012
Pcdhgb7,1,1,GSE223744,Endothelial,1d,1.5628583323993677,3.3081156753565542e-06
Mat2a,1,1,GSE223744,Endothelial,1d,1.561577330331927,2.9478558474819076e-09
Nod2,1,1,GSE223744,Endothelial,1d,1.559422468557905,4.056015062707261e-07
Abcc1,1,1,GSE223744,Endothelial,1d,1.55115332911528,4.025572055746611e-09
Hhat,1,1,GSE223744,Endothelial,1d,1.549907024673456,2.4811155229012116e-09
Gpatch4,1,1,GSE223744,Endothelial,1d,1.54800231039492,2.1618773225775468e-08
Fas,1,1,GSE223744,Endothelial,1d,1.5478109880454043,7.134225981210738e-22
Ripk3,1,1,GSE223744,Endothelial,1d,1.547552771221843,7.043087096913128e-05
Osgin1,1,1,GSE223744,Endothelial,1d,1.5451390352123533,0.0023430960097463
Pxdc1,1,1,GSE223744,Endothelial,1d,1.5432471704091448,3.236004333774178e-12
Pus7,1,1,GSE223744,Endothelial,1d,1.5397745402464282,1.0596654058536715e-09
Relb,1,1,GSE223744,Endothelial,1d,1.5391860745346684,4.586027581294663e-06
Pgm1,1,1,GSE223744,Endothelial,1d,1.535344128070882,4.52228740036656e-07
Tgfa,1,1,GSE223744,Endothelial,1d,1.5334247333647817,1.416106480755729e-06
Cmah,1,1,GSE223744,Endothelial,1d,1.531224347964379,0.0147998396890271
Ica1l,1,1,GSE223744,Endothelial,1d,1.52819132891176,5.938835772605501e-05
C1qtnf1,1,1,GSE223744,Endothelial,1d,1.5270998638016655,0.0105446681830159
Dhh,1,1,GSE223744,Endothelial,1d,1.5262084213471585,0.0034191704470927
Ppic,1,1,GSE225948,Endothelial,Day2,1.5222660237352303,0.0359073103611258
Pprc1,1,1,GSE223744,Endothelial,1d,1.5188234388660726,1.1319805706690395e-09
Dcst1,1,1,GSE223744,Endothelial,1d,1.516873911934588,0.0123722208863126
Pcdhgc4,1,1,GSE223744,Endothelial,1d,1.5167997305675645,0.0008524382248267
Slc35b1,1,1,GSE225948,Endothelial,Day2,1.514636524334381,0.0002762685337798
Ct010498.2,1,1,GSE223744,Endothelial,1d,1.511308889208025,6.551515180520787e-08
Pisd,1,1,GSE223744,Endothelial,1d,1.5084094581516674,2.2806444456902086e-06
Tubb2a,1,1,GSE223744,Endothelial,1d,1.5054581746335578,6.0249368762069615e-18
Emp3,1,1,GSE223744,Endothelial,1d,1.5026882096240324,0.0001129583803582
Fkbp14,1,1,GSE223744,Endothelial,1d,1.4996986595442985,7.554638102692056e-07
Tnfaip8l1,1,1,GSE223744,Endothelial,1d,1.4961686238076737,5.58741216621128e-05
Bcar3,1,1,GSE223744,Endothelial,1d,1.4930407529391871,5.556146884957751e-15
Timeless,1,1,GSE223744,Endothelial,1d,1.488743256449081,3.314681042501632e-06
Bhlhe41,1,1,GSE223744,Endothelial,1d,1.486574793921179,0.0122766090137078
Spag4,1,1,GSE223744,Endothelial,1d,1.485303665079272,0.0134388518239565
Pcdhgb4,1,1,GSE223744,Endothelial,1d,1.4847146394594195,8.76752584726272e-07
Plp2,1,1,GSE223744,Endothelial,1d,1.4824921257713777,1.0159511882637968e-20
Socs5,1,1,GSE223744,Endothelial,1d,1.480866608380205,2.9714188415020736e-14
Rps27l,1,1,GSE225948,Endothelial,Day2,1.4788739772332506,0.0002413223814858
Sh3pxd2b,1,1,GSE223744,Endothelial,1d,1.4784153165563667,2.1550934454170623e-10
Mlf1,1,1,GSE223744,Endothelial,1d,1.4730657907113591,0.0083168586226128
Atp7a,1,1,GSE223744,Endothelial,1d,1.4679372923519325,1.9554129597231965e-11
Tiparp,1,1,GSE223744,Endothelial,1d,1.4655651123986098,1.051672627292558e-06
Plk3,1,1,GSE223744,Endothelial,1d,1.464173889990353,7.72356324507994e-06
P2ry2,1,1,GSE223744,Endothelial,1d,1.4619498847859966,0.0206177988743254
Tmem2,1,1,GSE223744,Endothelial,1d,1.4617325000492425,1.4407274305866957e-07
Sh2d4b,1,1,GSE223744,Endothelial,1d,1.4573205198100647,0.0359318338994088
Zscan10,1,1,GSE223744,Endothelial,1d,1.4540376092353038,0.0257502130477559
Insl3,1,1,GSE223744,Endothelial,1d,1.4464964428844038,5.046262184288723e-09
Pcdhgb2,1,1,GSE223744,Endothelial,1d,1.4455126990113545,8.219075735685373e-05
Osmr,1,1,GSE223744,Endothelial,1d,1.4433224658465824,3.242901681212687e-13
Dnah1,1,1,GSE223744,Endothelial,1d,1.4417290170663044,0.0387382363977755
Col5a3,1,1,GSE223744,Endothelial,1d,1.4388630927819206,0.0131021558348024
Pdlim7,1,1,GSE223744,Endothelial,1d,1.4377238629910938,1.028005367889857e-07
Mcoln2,1,1,GSE223744,Endothelial,1d,1.4368163608326026,0.0189320083641821
Depp1,1,1,GSE234052,Endothelial,1h,1.4360167,6.14755397277708e-05
P4ha2,1,1,GSE223744,Endothelial,1d,1.4354356816064446,1.6053209211286226e-07
Birc3,1,1,GSE223744,Endothelial,1d,1.4292918326030282,1.4987023393923296e-05
Ac170188.1,1,1,GSE223744,Endothelial,1d,1.427393923709506,0.0217366129178395
Adgrl3,1,1,GSE223744,Endothelial,1d,1.4262994985019553,1.4351318875397484e-05
Tnfaip3,1,1,GSE223744,Endothelial,1d,1.4128880123514016,0.0003108625381654
Cfap43,1,1,GSE223744,Endothelial,1d,1.4110857522274955,0.0002120011427866
Timm10b,1,1,GSE225948,Endothelial,Day2,1.4099400655391063,0.0003272407105627
Dph5,1,1,GSE223744,Endothelial,1d,1.4091586708201853,2.87842781893172e-06
Pla2g6,1,1,GSE223744,Endothelial,1d,1.4072863334424286,0.000125885111512
Pgs1,1,1,GSE223744,Endothelial,1d,1.4041015338423637,6.036298758261149e-11
Mest,1,1,GSE223744,Endothelial,1d,1.4039692866927194,0.0091562757722737
Zfp593,1,1,GSE223744,Endothelial,1d,1.4038098923845548,0.0001297752418198
Pcdhga2,1,1,GSE223744,Endothelial,1d,1.4023919863518712,0.0111037579786279
Cchcr1,1,1,GSE223744,Endothelial,1d,1.4009482646624232,9.281310650407452e-05
Impdh2-ps,1,1,GSE223744,Endothelial,1d,1.4009259040802138,0.00702081865838
Shmt1,1,1,GSE223744,Endothelial,1d,1.4007714908510662,0.0286587010798309
Slc2a1,1,1,GSE223744,Endothelial,1d,1.3986775863271277,5.591023994346784e-10
Fgfr3,1,1,GSE223744,Endothelial,1d,1.398596494327404,1.765226897045077e-05
Stambpl1,1,1,GSE223744,Endothelial,1d,1.3978074497996655,0.0001498338799309
Evi2,1,1,GSE223744,Endothelial,1d,1.3958463077789478,0.0131602402480918
Btg2,1,1,GSE234052,Endothelial,1h,1.3956243,5.005864842752475e-07
Emilin1,1,1,GSE223744,Endothelial,1d,1.3949568482571129,3.883681848652489e-06
Spc25,1,1,GSE223744,Endothelial,1d,1.3949442714699556,0.0010523581555815
Etv5,1,1,GSE223744,Endothelial,1d,1.3915508145009046,8.254243459443525e-05
Ldb2,1,1,GSE223744,Endothelial,1d,1.3907875671039105,4.764719725847091e-05
Zfp64,1,1,GSE223744,Endothelial,1d,1.3900404629004883,0.0014688862653357
Tnfaip2,1,1,GSE223744,Endothelial,1d,1.389727441436692,0.0421305813876177
Ptger4,1,1,GSE223744,Endothelial,1d,1.3888207709165574,0.0020073707607707
Trp53inp1,1,1,GSE223744,Endothelial,1d,1.388791370041359,1.8030776605159143e-05
Slco5a1,1,1,GSE223744,Endothelial,1d,1.3851543637547363,0.0429871582369055
Polr3d,1,1,GSE223744,Endothelial,1d,1.3837164843360032,2.3958955165885635e-05
Nol10,1,1,GSE223744,Endothelial,1d,1.383156483486365,3.717247640196484e-05
Cubn,1,1,GSE223744,Endothelial,1d,1.382394576802165,0.0476948206985912
Clcn5,1,1,GSE223744,Endothelial,1d,1.3806221620494337,0.0007970114707832
Fignl2,1,1,GSE223744,Endothelial,1d,1.3779429711675106,0.010053521638982
Phpt1,1,1,GSE225948,Endothelial,Day2,1.3778991587225662,0.0232735182589302
Sema6b,1,1,GSE223744,Endothelial,1d,1.3769568930362923,1.06392982676877e-05
Nptxr,1,1,GSE223744,Endothelial,1d,1.375550389550919,0.0114739300324615
Cd38,1,1,GSE223744,Endothelial,1d,1.3737930476612288,4.620780065277543e-08
Alg8,1,1,GSE223744,Endothelial,1d,1.3735619893398323,3.02778753153054e-06
Fam149a,1,1,GSE223744,Endothelial,1d,1.3732101083237884,0.0007181087224277
Cep85,1,1,GSE223744,Endothelial,1d,1.372705261513011,1.5937562847670327e-05
Dusp1,1,1,GSE234052,Endothelial,1h,1.3693376,3.583712167982264e-06
Taf4b,1,1,GSE223744,Endothelial,1d,1.3650295332135811,1.2071199947410732e-05
Fmnl2,1,1,GSE223744,Endothelial,1d,1.361368336462112,1.4569981082669591e-08
Pmp22,1,1,GSE223744,Endothelial,1d,1.3591457810369545,1.668521951971168e-07
Pcdhb15,1,1,GSE223744,Endothelial,1d,1.3556912348866592,0.0038084596841842
Ttpal,1,1,GSE223744,Endothelial,1d,1.353564274794328,3.0998852142604933e-07
Cdh13,1,1,GSE223744,Endothelial,1d,1.3510526267105911,7.2221775517114115e-09
Lars2,1,1,GSE234052,Endothelial|SMC,24h,1.350428,1.3836928809948338e-07
Rps6ka3,1,1,GSE223744,Endothelial,1d,1.350365512314292,4.548632464108537e-12
Nln,1,1,GSE223744,Endothelial,1d,1.3501227369234838,4.089361023355001e-05
Agpat5,1,1,GSE223744,Endothelial,1d,1.348842692445361,8.303797000477513e-11
Csf2ra,1,1,GSE223744,Endothelial,1d,1.348600694363092,0.0496355430255531
Adarb1,1,1,GSE223744,Endothelial,1d,1.3439570816989446,1.0298719084820865e-07
Hn1l,1,1,GSE223744,Endothelial,1d,1.3425936766471478,3.991317036827968e-13
Tceal9,1,1,GSE223744,Endothelial,1d,1.3421700335287896,8.19503099700272e-19
Pigw,1,1,GSE223744,Endothelial,1d,1.3407977291977369,0.0045606120055794
Gstcd,1,1,GSE223744,Endothelial,1d,1.3404257663999537,9.49774499662623e-06
Sdf2l1,1,1,GSE223744,Endothelial,1d,1.340192544637471,3.3879361341984414e-06
Slc4a7,1,1,GSE223744,Endothelial,1d,1.339272412705054,1.3587238169453726e-07
Il3ra,1,1,GSE223744,Endothelial,1d,1.339079402104192,4.411312346133004e-09
Arrdc3,1,1,GSE223744,Endothelial,1d,1.3388931353624582,7.034762090748143e-09
Fgfr1,1,1,GSE223744,Endothelial,1d,1.338865091754087,4.6340330829541686e-08
Rinl,1,1,GSE223744,Endothelial,1d,1.3381003203218536,7.003967852308139e-05
Stat3,1,1,GSE223744,Endothelial,1d,1.3352821242125683,1.4625500766517324e-10
Bysl,1,1,GSE223744,Endothelial,1d,1.335022401269707,7.020608613797389e-10
Cttnbp2nl,1,1,GSE223744,Endothelial,1d,1.3348130706555783,1.5458191123230645e-06
Akap2,1,1,GSE223744,Endothelial,1d,1.3347435652508526,1.8462862896307424e-07
Pcdhb16,1,1,GSE223744,Endothelial,1d,1.3346118492040886,1.8504772917787665e-07
Eef1e1,1,1,GSE223744,Endothelial,1d,1.3323973575660757,3.0726023003924e-07
Vcam1,1,1,GSE223744,Endothelial,1d,1.3288216560383206,1.7498906295154883e-06
Pcdhga12,1,1,GSE223744,Endothelial,1d,1.3279172116669071,0.0003822191527578
Micall1,1,1,GSE223744,Endothelial,1d,1.3214302647099,1.734218860179005e-06
Ada,1,1,GSE223744,Endothelial,1d,1.318537317404418,0.0037211482127926
