gene_norm,n_dataset_tp,n_datasets,datasets,cell_types,timepoints,max_log2FC,min_padj
Plin5,1,1,GSE223744,Endothelial,1d,3.6143348538419455,0.0041204004605256
Sema3a,1,1,GSE223744,Endothelial,1d,3.6139600655423134,4.579261060120014e-05
Dbn1,1,1,GSE223744,Endothelial,1d,3.6099564077773594,5.978784028245202e-05
Apbb1ip,1,1,GSE223744,Endothelial,1d,3.6099236177175102,0.0038202747897056
Esp31,1,1,GSE223744,Endothelial,1d,3.6029921335321617,0.0125625503575924
Il18rap,1,1,GSE223744,Endothelial,1d,3.601908186697482,2.433859956625028e-06
Lrrc3,1,1,GSE223744,Endothelial,1d,3.590575857434604,0.0037194534669748
Adarb2,1,1,GSE223744,Endothelial,1d,3.590487289117712,0.0011895080347739
Ac154481.2,1,1,GSE223744,Endothelial,1d,3.58641603771369,0.0012958002277296
Atp8b4,1,1,GSE223744,Endothelial,1d,3.5861103187809755,0.0205556893208599
Gpr182,1,1,GSE223744,Endothelial,1d,3.5756813242821948,6.681317736794276e-25
Ms4a6b,1,1,GSE223744,Endothelial,1d,3.5686389796692617,0.0015611629507492
Hif3a,1,1,GSE223744,Endothelial,1d,3.5668379391029013,1.240496477963313e-08
Klrk1,1,1,GSE223744,Endothelial,1d,3.5654379524251656,0.0055919318827485
Grik2,1,1,GSE223744,Endothelial,1d,3.562693884117238,0.0027529719062699
Wfdc17,1,1,GSE223744,Endothelial,1d,3.558325340617356,0.0116144045042841
Fstl5,1,1,GSE223744,Endothelial,1d,3.5562226589056243,0.0052419002934623
Psg29,1,1,GSE223744,Endothelial,1d,3.555576528853111,0.0061269463352098
Arhgap30,1,1,GSE223744,Endothelial,1d,3.545744051551551,0.0024688104684202
Tmem173,1,1,GSE223744,Endothelial,1d,3.532636623659338,2.422982539004624e-21
Acot7,1,1,GSE223744,Endothelial,1d,3.5310833007084304,1.945518207821752e-20
Kcnc2,1,1,GSE223744,Endothelial,1d,3.5255963543407374,0.0007212576166607
Fstl4,1,1,GSE223744,Endothelial,1d,3.523177224972573,0.0108440029831168
Gpr143,1,1,GSE223744,Endothelial,1d,3.513599544422101,2.1577445151016839e-10
Cck,1,1,GSE223744,Endothelial,1d,3.5114070475216,0.014647187406557
Ac133079.1,1,1,GSE223744,Endothelial,1d,3.4954682280347487,0.0083847258139667
Slc16a3,1,1,GSE223744,Endothelial,1d,3.479055069612084,1.8935652242331973e-05
Lad1,1,1,GSE223744,Endothelial,1d,3.474690084348688,0.0375495910447553
Spef2,1,1,GSE223744,Endothelial,1d,3.471806985820719,0.0107450825035541
Sult1d1,1,1,GSE223744,Endothelial,1d,3.452210904830604,0.0053075939272185
Serpina3i,1,1,GSE223744,Endothelial,1d,3.44462709918419,0.0031101160250267
Mgat4c,1,1,GSE223744,Endothelial,1d,3.4444794505387955,0.0006650810554874
Gm5921,1,1,GSE225948,Endothelial,Day2,3.43278784405321,0.0095094583161195
Igf1,1,1,GSE223744,Endothelial,1d,3.41360797321147,0.0006292703460846
Trp63,1,1,GSE223744,Endothelial,1d,3.403656955823737,0.0084897314555112
Cd180,1,1,GSE223744,Endothelial,1d,3.396087343540384,0.0404211685006913
Zfp947,1,1,GSE223744,Endothelial,1d,3.391996211333609,2.534321859729719e-07
Ac163354.1,1,1,GSE223744,Endothelial,1d,3.3869469381355244,0.0134151722575997
Hcls1,1,1,GSE223744,Endothelial,1d,3.3806571070567046,1.3566385417358955e-09
Be692007,1,1,GSE223744,Endothelial,1d,3.3761069391346745,0.008845334818752
Pik3cg,1,1,GSE223744,Endothelial,1d,3.373454308784794,0.0028541186197766
Spred3,1,1,GSE223744,Endothelial,1d,3.3688733660410874,4.0936984554481544e-20
Plekho2,1,1,GSE223744,Endothelial,1d,3.3658144542638357,6.967788880997032e-06
Gpr174,1,1,GSE223744,Endothelial,1d,3.363639235444931,0.0027563544597639
Fosl1,1,1,GSE223744,Endothelial,1d,3.3599775066222124,7.554638102692056e-07
Zfp352,1,1,GSE223744,Endothelial,1d,3.355547233667484,0.0322312601101351
Macc1,1,1,GSE223744,Endothelial,1d,3.351706528182126,0.0080337682591597
Exoc3l4,1,1,GSE223744,Endothelial,1d,3.3493927414292086,0.0031592674260671
Ac155805.2,1,1,GSE223744,Endothelial,1d,3.3490702585104817,0.0041295157268862
Cdh12,1,1,GSE223744,Endothelial,1d,3.3486963329616866,0.001476119598388
Slitrk4,1,1,GSE223744,Endothelial,1d,3.347728851584956,0.0006694149500774
Ac125532.2,1,1,GSE223744,Endothelial,1d,3.339579478904517,0.0098430037223971
Obox3,1,1,GSE223744,Endothelial,1d,3.339418183797454,0.0031469349902161
Ac152979.2,1,1,GSE223744,Endothelial,1d,3.328684423515773,0.0147025990266496
Cntn4,1,1,GSE223744,Endothelial,1d,3.307337692593019,0.0038424486479357
Ac157570.1,1,1,GSE223744,Endothelial,1d,3.306701178903115,0.0101177842919248
Nek6,1,1,GSE223744,Endothelial,1d,3.3049804791349864,5.925024314126045e-22
Gpr141,1,1,GSE223744,Endothelial,1d,3.3015067312727755,0.0042906783876414
Hcn1,1,1,GSE223744,Endothelial,1d,3.2916227026630094,0.0028865447058719
Ac165149.2,1,1,GSE223744,Endothelial,1d,3.287315465287083,0.0058999153047554
Slc18a1,1,1,GSE223744,Endothelial,1d,3.283602875699669,0.0047211750988415
Ac124687.2,1,1,GSE223744,Endothelial,1d,3.2788616842687,0.0257962885177524
Ac164629.7,1,1,GSE223744,Endothelial,1d,3.2768811485547684,0.0143404487195368
Ppm1j,1,1,GSE223744,Endothelial,1d,3.2736601234658376,2.7517464383141414e-12
Rbm46,1,1,GSE223744,Endothelial,1d,3.273430902374308,0.011437338382233
Flrt3,1,1,GSE223744,Endothelial,1d,3.266464302495294,0.0087170590137382
Fabp4,1,1,GSE223744,Endothelial,1d,3.2636743190911783,2.2361368192980996e-09
Lilrb4a,1,1,GSE234052,SMC,24h,3.259511,0.0081601935193715
Ac158598.1,1,1,GSE223744,Endothelial,1d,3.2560501305037888,0.0228824400173653
Rdh16,1,1,GSE223744,Endothelial,1d,3.2530472709547347,0.0091245228488775
Actl6b,1,1,GSE223744,Endothelial,1d,3.249065995196459,0.0338493248195723
Ac153522.2,1,1,GSE223744,Endothelial,1d,3.247298931333079,0.0037918601002699
Cd69,1,1,GSE223744,Endothelial,1d,3.2334725037552,0.0024110939341775
Srgn,1,1,GSE234052,SMC,24h,3.2266445,0.000555848383265
Greb1l,1,1,GSE223744,Endothelial,1d,3.2235623837033507,0.0011638632320464
Fut9,1,1,GSE223744,Endothelial,1d,3.2216802678289644,1.253875855791076e-05
Cd52,1,1,GSE234052,SMC,24h,3.217239,0.0064046478014299
Elavl4,1,1,GSE223744,Endothelial,1d,3.2152270314962568,0.0074683067401072
Styk1,1,1,GSE223744,Endothelial,1d,3.213478001096583,0.0091680489798266
Fscn1,1,1,GSE223744,Endothelial,1d,3.209488197580771,1.0142635513321864e-10
Jaml,1,1,GSE223744,Endothelial,1d,3.1965019118038454,0.0040088768471283
Siglec1,1,1,GSE223744,Endothelial,1d,3.1908483440486504,0.0383026818393971
Ac132444.6,1,1,GSE223744,Endothelial,1d,3.1831780950242368,0.0201451484850356
Onecut2,1,1,GSE223744,Endothelial,1d,3.1795193929129164,0.0040027071822611
Ermap,1,1,GSE223744,Endothelial,1d,3.171375063609002,0.0330392485578868
Sec1,1,1,GSE223744,Endothelial,1d,3.1689131537093225,7.702945395518632e-06
Naaladl2,1,1,GSE223744,Endothelial,1d,3.1639353002789576,0.0009414374989567
Ac154515.1,1,1,GSE223744,Endothelial,1d,3.136610541842176,0.0079068607787045
Marcksl1,1,1,GSE223744,Endothelial,1d,3.133633562150418,0.0013402017534857
Mcam,1,1,GSE223744,Endothelial,1d,3.129930995428926,4.600400840243781e-31
Tnip3,1,1,GSE223744,Endothelial,1d,3.129490022151532,0.0190408602134399
Avpr1a,1,1,GSE223744,Endothelial,1d,3.12121226276742,0.0036093961521758
Lrp1b,1,1,GSE223744,Endothelial,1d,3.120808424560768,3.7785012388169136e-05
Ct010444.2,1,1,GSE223744,Endothelial,1d,3.118157114735661,0.0014180276397874
Ac104897.1,1,1,GSE223744,Endothelial,1d,3.113165008083915,0.0035925122374632
Dusp2,1,1,GSE223744,Endothelial,1d,3.11216310088142,3.971478664278039e-25
Lyve1,1,1,GSE223744,Endothelial,1d,3.107617554022103,0.0009540130035011
Il1rl2,1,1,GSE223744,Endothelial,1d,3.100031572330666,0.0001186546347712
Abca12,1,1,GSE223744,Endothelial,1d,3.095663547770955,0.0041204004605256
Slc5a8,1,1,GSE223744,Endothelial,1d,3.094396739535932,0.025462235078775
Lgals3,1,1,GSE234052,SMC,24h,3.0919716,0.0074557612561218
Gdf15,1,1,GSE223744,Endothelial,1d,3.0841700890906605,0.002167704215658
Tyr,1,1,GSE223744,Endothelial,1d,3.081502643319497,0.019978450640176
Tmprss9,1,1,GSE223744,Endothelial,1d,3.0759466286192856,0.0487697314896782
Cers6,1,1,GSE223744,Endothelial,1d,3.0720351319815564,0.0004003423365916
Ac158598.2,1,1,GSE223744,Endothelial,1d,3.06921770929907,0.0029534699958089
Nptx1,1,1,GSE223744,Endothelial,1d,3.065643497132079,9.841996050864744e-06
Lrmp,1,1,GSE223744,Endothelial,1d,3.0410940108558644,0.0007534178696949
Igfbp3,1,1,GSE223744,Endothelial,1d,3.035630044934595,1.4360767448618117e-21
Fmn1,1,1,GSE223744,Endothelial,1d,3.025121261690925,0.0053227429462878
Ncam2,1,1,GSE223744,Endothelial,1d,3.0235888822065387,0.0003976497993213
Pate2,1,1,GSE223744,Endothelial,1d,3.01684501334825,0.0224227638640229
St14,1,1,GSE223744,Endothelial,1d,3.0167878220892743,1.037740208456006e-10
Zfp985,1,1,GSE223744,Endothelial,1d,3.016196413139206,0.0028676706651275
Gngt1,1,1,GSE223744,Endothelial,1d,3.0136075435483347,0.038794214696753
Kcnb2,1,1,GSE223744,Endothelial,1d,3.010742680828804,0.010179381927925
Aqp9,1,1,GSE223744,Endothelial,1d,3.0053601178887632,0.0306112394596619
Kcne3,1,1,GSE223744,Endothelial,1d,3.001591356332665,0.0100379051154705
Mapk11,1,1,GSE223744,Endothelial,1d,2.9993521758526858,1.1466491361718678e-33
Dnah10,1,1,GSE223744,Endothelial,1d,2.9805642048114733,3.255836670754444e-07
A2m,1,1,GSE223744,Endothelial,1d,2.979328355975424,0.0091217176094293
Lilr4b,1,1,GSE234052,SMC,24h,2.977176,0.0283488510834027
Sntg1,1,1,GSE223744,Endothelial,1d,2.974281609768191,0.0007887891002187
Clvs2,1,1,GSE223744,Endothelial,1d,2.9604036075907096,0.0033911187243007
Flt3,1,1,GSE223744,Endothelial,1d,2.9541343148413297,0.0228824400173653
Themis2,1,1,GSE223744,Endothelial,1d,2.951306678141805,0.0435782898778954
Gmfg,1,1,GSE223744,Endothelial,1d,2.9444149927706214,0.0002820574982486
Rasgef1b,1,1,GSE223744,Endothelial,1d,2.9295098500371224,0.0207687826254711
Csn1s1,1,1,GSE223744,Endothelial,1d,2.927149335568707,0.0191874608793473
Ppp1r13l,1,1,GSE223744,Endothelial,1d,2.925321431215215,1.3508533741674008e-14
Trhde,1,1,GSE223744,Endothelial,1d,2.9221645154815774,0.0277461063830357
Or4p4,1,1,GSE223744,Endothelial,1d,2.912400085818414,0.0063160055526555
Lamc2,1,1,GSE223744,Endothelial,1d,2.9113197712657217,0.0158854707593481
Erbb4,1,1,GSE223744,Endothelial,1d,2.9088331000598404,0.0044310796221864
Sim1,1,1,GSE223744,Endothelial,1d,2.896849341102111,0.0369345825747825
Zfp936,1,1,GSE223744,Endothelial,1d,2.893120850949792,0.0294738569461963
Foxp4,1,1,GSE223744,Endothelial,1d,2.8891556894948405,0.0037736865868769
Gimap4,1,1,GSE223744,Endothelial,1d,2.886952801469494,1.4360767448618117e-21
Akr1b8,1,1,GSE223744,Endothelial,1d,2.8778014737684465,1.814312747492584e-05
Dpyd,1,1,GSE223744,Endothelial,1d,2.874856451698953,0.0182639861525053
Urah,1,1,GSE223744,Endothelial,1d,2.871672444328738,0.000174407206103
Fgf12,1,1,GSE223744,Endothelial,1d,2.859241024627412,0.0005259931324233
Cxcl16,1,1,GSE223744,Endothelial,1d,2.8529602579072906,0.0029406669106138
Plpp2,1,1,GSE223744,Endothelial,1d,2.8490462799157603,2.500169557176592e-11
Lpxn,1,1,GSE223744,Endothelial,1d,2.8427869640296715,0.0324455920982075
Elf4,1,1,GSE223744,Endothelial,1d,2.8403867508967697,2.0363064007240998e-19
Iqch,1,1,GSE223744,Endothelial,1d,2.839889775522201,0.0208716279450757
Coro1a,1,1,GSE234052,SMC,24h,2.8366573,0.0145247118344338
Lcp2,1,1,GSE223744,Endothelial,1d,2.836119002199134,0.0415263327535743
Eva1a,1,1,GSE223744,Endothelial,1d,2.823092653597315,5.046262184288723e-09
Ehf,1,1,GSE223744,Endothelial,1d,2.822271292014102,0.044200247456941
Blnk,1,1,GSE223744,Endothelial,1d,2.8175099790869376,0.0257720720887033
Muc16,1,1,GSE223744,Endothelial,1d,2.812050846999638,0.0086918861806876
Napsa,1,1,GSE223744,Endothelial,1d,2.809705463344577,0.0001107146273188
Bean1,1,1,GSE223744,Endothelial,1d,2.8036670936803825,5.935600162847886e-05
Ac117226.1,1,1,GSE223744,Endothelial,1d,2.784709679400951,0.0078542118951931
Ptpro,1,1,GSE223744,Endothelial,1d,2.783653586405641,0.0494272516033579
Skint10,1,1,GSE223744,Endothelial,1d,2.78360879446672,0.0413859780806493
Ptrh1,1,1,GSE223744,Endothelial,1d,2.778888933200752,1.0042898535810318e-05
Tnfaip6,1,1,GSE223744,Endothelial,1d,2.77840919942611,0.0049125886784612
Sv2c,1,1,GSE223744,Endothelial,1d,2.774748196201637,0.0187844429523843
Cxcl10,1,1,GSE223744,Endothelial,1d,2.7723199093330626,0.0198559870477207
Cercam,1,1,GSE223744,Endothelial,1d,2.7701381161041936,0.0137517759481165
Cgref1,1,1,GSE223744,Endothelial,1d,2.767188429140917,0.0029557869227346
Trim46,1,1,GSE223744,Endothelial,1d,2.7655814436043498,3.055929079982902e-09
Por,1,1,GSE234052,SMC,24h,2.7643328,0.0276447943504593
Mlip,1,1,GSE223744,Endothelial,1d,2.7580278772841744,0.0083537543073928
Tmem132c,1,1,GSE223744,Endothelial,1d,2.758011441768674,0.0081395349062519
Hmga1,1,1,GSE223744,Endothelial,1d,2.7569107288186725,1.0086765719769145e-19
Lif,1,1,GSE223744,Endothelial,1d,2.755276224958466,0.0315461171066669
Map3k9,1,1,GSE223744,Endothelial,1d,2.753871927299919,0.0129631132473301
Nwd2,1,1,GSE223744,Endothelial,1d,2.7508763568679515,0.018234632179159
Car3,1,1,GSE223744,Endothelial,1d,2.7422336830648493,0.0204557859823511
Lgr5,1,1,GSE223744,Endothelial,1d,2.741662442385996,0.0229012130235278
Milr1,1,1,GSE223744,Endothelial,1d,2.738926478031724,0.021554882381423
Hsf2bp,1,1,GSE223744,Endothelial,1d,2.738651069316464,0.0082053900365938
St18,1,1,GSE223744,Endothelial,1d,2.7369139276374423,0.0279861661744059
Cfb,1,1,GSE223744,Endothelial,1d,2.7364008624639724,2.497798845352697e-15
Il27ra,1,1,GSE223744,Endothelial,1d,2.73494727708698,1.2913720960007436e-20
Pgr15l,1,1,GSE223744,Endothelial,1d,2.7333462048317467,0.0346881339385701
Edil3,1,1,GSE223744,Endothelial,1d,2.7272752607393485,0.0023830950445465
Fut2,1,1,GSE223744,Endothelial,1d,2.7205176628098715,4.873811871149055e-14
Spsb1,1,1,GSE223744,Endothelial,1d,2.717489813010145,6.062686889854561e-13
Acvr1c,1,1,GSE223744,Endothelial,1d,2.7169733115541104,0.0056348151482432
Csmd3,1,1,GSE223744,Endothelial,1d,2.708657083289311,0.0062653889311113
Slc7a11,1,1,GSE223744,Endothelial,1d,2.7062315971723323,2.573612053185152e-05
Rab3c,1,1,GSE223744,Endothelial,1d,2.6974170811711464,0.016237982549419
Adgrv1,1,1,GSE223744,Endothelial,1d,2.686992093186208,0.0193517129843479
Per2,1,1,GSE223744,Endothelial,1d,2.6866122828146985,1.452297096894345e-07
Hpgds,1,1,GSE223744,Endothelial,1d,2.679884383855635,0.0025997179780834
Runx1,1,1,GSE223744,Endothelial,1d,2.6781710988251075,0.001263107378818
Kcnj15,1,1,GSE223744,Endothelial,1d,2.67727096115045,3.4407057061625006e-09
Rpl10a-ps1,1,1,GSE225948,Endothelial,Day2,2.669187816973587,0.007251191594341
Ugt1a6a,1,1,GSE223744,Endothelial,1d,2.661870009516141,0.0080851351541711
Ai427809,1,1,GSE223744,Endothelial,1d,2.6606617579713845,0.018558578665123
Csprs,1,1,GSE223744,Endothelial,1d,2.660077472486432,0.0035703968062436
Hspb9,1,1,GSE223744,Endothelial,1d,2.6551872858974948,0.0228824400173653
Dok6,1,1,GSE223744,Endothelial,1d,2.6515869575552906,0.0434492461107995
Xlr4b,1,1,GSE223744,Endothelial,1d,2.651488678323075,0.039508411967849
Traf1,1,1,GSE223744,Endothelial,1d,2.6391670722763294,1.84633932239085e-29
Ckap2,1,1,GSE223744,Endothelial,1d,2.630225861590616,0.008347558455104
Padi4,1,1,GSE223744,Endothelial,1d,2.629610854369597,0.0296837295672967
Pemt,1,1,GSE223744,Endothelial,1d,2.6262369037770124,1.3106376385793316e-08
Tgif2,1,1,GSE223744,Endothelial,1d,2.625543233805398,3.757717018763979e-06
Dock2,1,1,GSE223744,Endothelial,1d,2.6211765977975974,0.0430771144841656
Arhgap15,1,1,GSE223744,Endothelial,1d,2.6168358948825583,0.0127820458392463
Gm14005,1,1,GSE225948,Endothelial,Day2,2.615431510596628,0.0017671955201187
Fhdc1,1,1,GSE223744,Endothelial,1d,2.604194836085175,0.0159050192627613
Fam107a,1,1,GSE223744,Endothelial,1d,2.6027214999608344,2.8330690852061386e-22
Ugt1a7c,1,1,GSE223744,Endothelial,1d,2.599611847913579,0.0087435195173043
Padi2,1,1,GSE223744,Endothelial,1d,2.594455524631892,0.0319693880220659
Shcbp1,1,1,GSE223744,Endothelial,1d,2.593774102375169,0.0178101125282794
Ctsw,1,1,GSE223744,Endothelial,1d,2.584448179222713,3.691230130640015e-26
Pawr,1,1,GSE223744,Endothelial,1d,2.574651301280068,0.001014948026692
Dux,1,1,GSE223744,Endothelial,1d,2.561310605459449,0.0255081943168159
Duxf3,1,1,GSE223744,Endothelial,1d,2.561310605459449,0.0255081943168159
Ubash3b,1,1,GSE223744,Endothelial,1d,2.552818036717702,0.0005249078663559
Ccdc116,1,1,GSE223744,Endothelial,1d,2.550675538463414,0.0128527188210891
Pik3r5,1,1,GSE223744,Endothelial,1d,2.54579777303076,4.874845341526176e-07
Cd36,1,1,GSE223744,Endothelial,1d,2.545752615021034,0.0018363333580355
Tfpi2,1,1,GSE223744,Endothelial,1d,2.5433292641336505,2.2708692496843182e-06
Gm10275,1,1,GSE225948,Endothelial,Day2,2.5414843900165267,0.0029630358547393
Mlxipl,1,1,GSE223744,Endothelial,1d,2.54122890188955,0.0471626847577107
Pax3,1,1,GSE223744,Endothelial,1d,2.539456625818618,0.0378302806720002
Dach2,1,1,GSE223744,Endothelial,1d,2.5381616134734646,0.0046330821368221
Cldn6,1,1,GSE223744,Endothelial,1d,2.53594353179164,0.0001452008466249
Neurl3,1,1,GSE223744,Endothelial,1d,2.535338380922988,0.0083093887216829
Adgrg3,1,1,GSE223744,Endothelial,1d,2.530030045470726,7.174995444094809e-12
Lipc,1,1,GSE223744,Endothelial,1d,2.5200956425126746,0.0171396982533816
Syt8,1,1,GSE223744,Endothelial,1d,2.5197998687055905,0.0066067509893901
Usp9y,1,1,GSE223744,Endothelial,1d,2.5183724785026818,0.0357009969155071
Pgf,1,1,GSE223744,Endothelial,1d,2.515097309931293,4.717904947046665e-05
Pld5,1,1,GSE223744,Endothelial,1d,2.514403104238912,0.020339345441575
Dcn,1,1,GSE223744,Endothelial,1d,2.5134927291301006,6.243378336211084e-18
Cldn11,1,1,GSE223744,Endothelial,1d,2.505884315709248,0.0269472092671114
Pcdh15,1,1,GSE223744,Endothelial,1d,2.5011401430482887,0.0191394654651353
Sel1l3,1,1,GSE223744,Endothelial,1d,2.498661349203305,0.0299656567907323
Muc1,1,1,GSE223744,Endothelial,1d,2.4971492012308816,4.519317867296482e-06
Adamts18,1,1,GSE223744,Endothelial,1d,2.491621180168769,0.0496355430255531
Pycr1,1,1,GSE223744,Endothelial,1d,2.4914247172171806,7.31972499842409e-08
Tubb3,1,1,GSE223744,Endothelial,1d,2.490860088256527,0.0010760914523269
Uhrf1,1,1,GSE223744,Endothelial,1d,2.4893829168651056,4.151953739936375e-26
Ednrb,1,1,GSE223744,Endothelial,1d,2.488105708705692,2.107844362423462e-09
Cadps,1,1,GSE223744,Endothelial,1d,2.4864211344408056,0.0369805062691056
Mthfd1l,1,1,GSE223744,Endothelial,1d,2.485886262237884,4.004879215419185e-17
Ccr2,1,1,GSE223744,Endothelial,1d,2.484081008823637,0.0278376145455774
Lrrc15,1,1,GSE223744,Endothelial,1d,2.483746220028073,0.0180632698558072
Fat3,1,1,GSE223744,Endothelial,1d,2.483542558653141,0.009240170086195
Gfpt2,1,1,GSE223744,Endothelial,1d,2.477640237165392,0.0172552281951718
Sytl1,1,1,GSE223744,Endothelial,1d,2.4713721936749296,0.0002281247684764
Lnx1,1,1,GSE223744,Endothelial,1d,2.4672101485531672,0.0282353384814677
Icam1,1,1,GSE223744,Endothelial,1d,2.463383853235668,1.2598203720478665e-18
Psd4,1,1,GSE223744,Endothelial,1d,2.46186179940236,0.0267710438455334
Cdh7,1,1,GSE223744,Endothelial,1d,2.460477833047455,0.0322312601101351
Slc24a1,1,1,GSE223744,Endothelial,1d,2.46037516355527,0.0253959631519775
Pgr,1,1,GSE223744,Endothelial,1d,2.45440040781855,0.0289216129459772
Kpna2-ps,1,1,GSE223744,Endothelial,1d,2.4493172044685183,0.0259418165583802
Robo2,1,1,GSE223744,Endothelial,1d,2.4415850454906827,0.0004147927868811
Sema3f,1,1,GSE223744,Endothelial,1d,2.436193001577473,1.8834404969823136e-12
Grm5,1,1,GSE223744,Endothelial,1d,2.431507677628399,0.0103046084752898
Ptprc,1,1,GSE234052,SMC,24h,2.427416,0.0308027959354254
Il20rb,1,1,GSE223744,Endothelial,1d,2.425321733238852,2.7246611430976906e-08
Srrm4,1,1,GSE223744,Endothelial,1d,2.4220975860627862,0.0361941564414657
Exph5,1,1,GSE223744,Endothelial,1d,2.4167025713434214,0.0141839769587461
Dnajb13,1,1,GSE223744,Endothelial,1d,2.4152449144486834,3.478210520985142e-07
Ntrk3,1,1,GSE223744,Endothelial,1d,2.407818035457395,0.0051818980072486
Ifi204,1,1,GSE223744,Endothelial,1d,2.4053137546864893,0.0003641206662021
Ccbe1,1,1,GSE223744,Endothelial,1d,2.40205711423965,0.0449712452387204
Mir22hg,1,1,GSE223744,Endothelial,1d,2.396265845513359,1.6615503430455523e-14
Rassf2,1,1,GSE223744,Endothelial,1d,2.3951607660521312,0.0001075201144001
Spry4,1,1,GSE223744,Endothelial,1d,2.3945736832639333,4.60440656258177e-09
Trank1,1,1,GSE223744,Endothelial,1d,2.3931888592347925,0.0442067817819551
Fmn2,1,1,GSE223744,Endothelial,1d,2.3835718815882263,0.0083752078175288
Mdga2,1,1,GSE223744,Endothelial,1d,2.3822707152039437,0.0003165169048559
Sh2b2,1,1,GSE223744,Endothelial,1d,2.376610072391508,0.0082053900365938
Tlcd2,1,1,GSE223744,Endothelial,1d,2.375287977237956,0.0010291331237372
Adcy7,1,1,GSE223744,Endothelial,1d,2.373167234238412,0.0322312601101351
Gale,1,1,GSE223744,Endothelial,1d,2.371282880172593,7.78688234974141e-15
Lcp1,1,1,GSE234052,SMC,24h,2.369193,0.0348668890911578
Unc80,1,1,GSE223744,Endothelial,1d,2.367138290167272,0.0143142603917959
Phyhd1,1,1,GSE223744,Endothelial,1d,2.3670724540705184,4.1021822765132505e-12
Tlr4,1,1,GSE223744,Endothelial,1d,2.363084559357961,5.393537171224441e-12
Cytip,1,1,GSE223744,Endothelial,1d,2.343554160700457,0.0131021558348024
Maff,1,1,GSE223744,Endothelial,1d,2.338990801557675,5.472913700272191e-10
Dnase1l3,1,1,GSE223744,Endothelial,1d,2.338988003657315,0.0190355577607437
Slc4a8,1,1,GSE223744,Endothelial,1d,2.331817731127247,4.74792736568491e-08
Tnfrsf23,1,1,GSE223744,Endothelial,1d,2.3308070720109573,2.4441709251470277e-10
Ac154597.1,1,1,GSE223744,Endothelial,1d,2.329064266615501,0.0230327127599064
Gpr3,1,1,GSE223744,Endothelial,1d,2.3246893881214423,0.0207755307759401
Cfap157,1,1,GSE223744,Endothelial,1d,2.3225950248110587,0.0151620609059622
Mlxip,1,1,GSE223744,Endothelial,1d,2.3200350348406604,0.0126828696959917
Itga3,1,1,GSE223744,Endothelial,1d,2.2996018082116723,4.442287831156764e-11
Fkbp11,1,1,GSE223744,Endothelial,1d,2.298161594149549,0.0174330383943634
Shroom3,1,1,GSE223744,Endothelial,1d,2.293173029036463,0.0021370109718961
Ppp1r3a,1,1,GSE223744,Endothelial,1d,2.29256337736233,0.0443077114578159
Dpf1,1,1,GSE223744,Endothelial,1d,2.289817534545524,0.0441833700756164
Abca13,1,1,GSE223744,Endothelial,1d,2.2853840710514803,0.0419449590103165
Acr,1,1,GSE223744,Endothelial,1d,2.280452101059979,0.0087391289200064
Plekho1,1,1,GSE223744,Endothelial,1d,2.26427253652514,1.491129653995213e-07
Rbm47,1,1,GSE223744,Endothelial,1d,2.2628912501499494,0.0240492070609392
Eda2r,1,1,GSE223744,Endothelial,1d,2.261204611793842,2.575734976129189e-05
Fut4,1,1,GSE223744,Endothelial,1d,2.2596367041706227,0.0343211564380256
Pcdhgb8,1,1,GSE223744,Endothelial,1d,2.255828062315105,0.0014727904973522
Lrmda,1,1,GSE223744,Endothelial,1d,2.2481952756513324,0.0102197966536584
Fkbp10,1,1,GSE223744,Endothelial,1d,2.244448092161448,9.702373116225497e-16
Tc2n,1,1,GSE223744,Endothelial,1d,2.243184800596824,0.001548688993954
Mapk15,1,1,GSE223744,Endothelial,1d,2.242329358268373,0.0125514320723257
Tnfsf13b,1,1,GSE223744,Endothelial,1d,2.239174458357237,0.0249808937020745
Scn3a,1,1,GSE223744,Endothelial,1d,2.2386235237058902,0.0231416301470298
Kif15,1,1,GSE223744,Endothelial,1d,2.2364334416489973,0.0213436025494485
Ino80c,1,1,GSE223744,Endothelial,1d,2.235803224299003,8.24527630920718e-14
Sdk2,1,1,GSE223744,Endothelial,1d,2.2354367060185893,7.991109361922992e-06
Vash2,1,1,GSE223744,Endothelial,1d,2.23501781874518,0.0146377938692682
Slc6a15,1,1,GSE223744,Endothelial,1d,2.2309850202419828,0.0252156106032902
Phlda3,1,1,GSE223744,Endothelial,1d,2.226881783352684,8.952577834246467e-29
Wnt9b,1,1,GSE223744,Endothelial,1d,2.2139565122890548,8.191934419446544e-05
Lhx9,1,1,GSE223744,Endothelial,1d,2.213257653165953,0.0308921734842759
Lbp,1,1,GSE223744,Endothelial,1d,2.208058750349916,1.8362333905119902e-10
Mir155hg,1,1,GSE223744,Endothelial,1d,2.20790489068986,0.0080039688324375
Aspm,1,1,GSE223744,Endothelial,1d,2.20424838123292,0.0108883893865094
Cpxm1,1,1,GSE223744,Endothelial,1d,2.2035698444040377,0.0367995034433698
Ac152063.6,1,1,GSE223744,Endothelial,1d,2.199960093846124,0.0207419582633788
Rian,1,1,GSE223744,Endothelial,1d,2.199960093846124,0.0207419582633788
Nr2f2,1,1,GSE225948,Endothelial,Day2,2.191503703267525,0.0478051864296969
Ticrr,1,1,GSE223744,Endothelial,1d,2.1893430839264685,0.0292893529743058
