"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
3.82109094536095e-49,2.3524465347712,0.245,0.069,6.32008442362702e-45,"Fkbp5"
5.57478795239027e-109,2.20817629578685,0.48,0.16,9.22069927325351e-105,"Fam107a"
2.93907846125583e-123,2.17961581662691,0.538,0.204,4.86123577491714e-119,"Zbtb16"
7.98165350573375e-29,1.97742221973635,0.2,0.076,1.32016548984836e-24,"Ccn2"
2.49354505299097e-40,1.78115387781371,0.272,0.106,4.12432351764707e-36,"Map3k6"
3.9222304320106e-59,1.67510779088143,0.375,0.15,6.48736913454553e-55,"Tmc7"
1.12926915373652e-32,1.60906385221902,0.202,0.067,1.8678111802802e-28,"Serpine2"
7.02444043394599e-22,1.60663036847993,0.181,0.077,1.16184244777467e-17,"Ercc1"
3.2581629354509e-74,1.52811159501728,0.485,0.225,5.38900149523579e-70,"Sult1a1"
2.30072596342248e-92,1.48583447408784,0.596,0.32,3.80540074350078e-88,"Bcl2l1"
9.64916083576007e-104,1.3618328608078,0.709,0.44,1.59597120223472e-99,"Slc7a5"
1.26550725275935e-33,1.35890483849811,0.347,0.189,2.09314899606397e-29,"Trp53inp1"
3.24315862955741e-16,1.35645605211683,0.134,0.055,5.36418437328796e-12,"Tecrl"
1.80269905903405e-15,1.35062443818579,0.132,0.056,2.98166424364232e-11,"Lamc3"
9.48448429610002e-74,1.31323485296158,0.576,0.329,1.56873370257494e-69,"Plat"
6.77025676757136e-121,1.28174555304399,0.818,0.592,1.1198004693563e-116,"Pglyrp1"
4.07957760247522e-55,1.27369824813958,0.501,0.286,6.74762135449402e-51,"Fas"
2.57570415694993e-29,1.24741271978708,0.337,0.187,4.26021467559518e-25,"Enc1"
1.20878586110808e-24,1.24472445866641,0.319,0.188,1.99933181427276e-20,"Tbc1d14"
2.81232430517321e-26,1.22665398221323,0.299,0.161,4.65158440075648e-22,"Adgrl3"
1.14706888395226e-09,1.22451559391369,0.139,0.079,1.89725193405704e-05,"Angptl4"
2.61303729027302e-19,1.21829819671828,0.23,0.124,4.32196367811158e-15,"Per1"
4.56634377225357e-40,1.2171583291991,0.423,0.243,7.55273259930741e-36,"Klhl2"
2.73868806177784e-14,1.18726421317398,0.165,0.084,4.52979005418055e-10,"Car5a"
5.20455699785849e-81,1.18596788613844,0.728,0.525,8.60833727445795e-77,"Clip1"
1.65527501899039e-46,1.18073823634804,0.418,0.209,2.73782488141011e-42,"Ddc"
8.8857513116761e-79,1.16400875099817,0.661,0.414,1.46970326695123e-74,"Tbc1d4"
6.50974326744603e-59,1.16184877421345,0.614,0.408,1.07671153643557e-54,"Xdh"
1.56119866540991e-47,1.15423565781928,0.46,0.242,2.58222259258799e-43,"Mfsd2a"
5.89574619202472e-25,1.11547804678835,0.293,0.162,9.75156420160889e-21,"Shroom2"
1.23826661323337e-25,1.11348742590602,0.329,0.191,2.04809297828799e-21,"Myrip"
4.61145838541181e-39,1.10415830683559,0.466,0.291,7.62735216947113e-35,"Ccdc85a"
4.47651491916415e-19,1.10064268874225,0.177,0.079,7.4041556762975e-15,"Ism1"
5.46604972696418e-25,1.094887471185,0.557,0.444,9.04084624839875e-21,"Slc16a1"
1.12297468998916e-169,1.08646284009819,0.911,0.78,1.85740013724207e-165,"Slc2a1"
6.21776153764593e-11,1.06960670266252,0.156,0.088,1.02841775832664e-06,"Tnfrsf12a"
7.98402548094575e-42,1.0657354623538,0.501,0.316,1.32055781454843e-37,"Rnf144b"
2.17201340843081e-27,1.04716235433952,0.375,0.235,3.59251017754456e-23,"Qsox1"
2.6663638982155e-17,1.04297013639184,0.218,0.117,4.41016588764843e-13,"Gstm7"
1.95402053519219e-41,1.04086487727455,0.467,0.268,3.23194996520789e-37,"Slc1a1"
3.94475732642548e-14,1.03797374023971,0.204,0.118,6.52462861790774e-10,"Lpin2"
1.59441805811323e-69,1.02623842099707,0.779,0.617,2.63716746811928e-65,"Mal"
3.49176299436679e-53,1.02298084002365,0.474,0.24,5.77537599268266e-49,"Cdkn1a"
1.52855435214757e-60,1.00438067284251,0.653,0.454,2.52822889845208e-56,"Ttll7"
3.51292379517518e-57,0.99822231288318,0.663,0.481,5.81037595721975e-53,"Plxna2"
9.35992742509616e-88,0.990652434520679,0.822,0.663,1.5481319961109e-83,"Sema3c"
6.80310520741483e-29,0.974374562314936,0.475,0.332,1.12523360130641e-24,"Cttnbp2nl"
6.46824763856352e-17,0.967671599523412,0.263,0.159,1.06984815941841e-12,"Jade2"
2.5806974364482e-50,0.960245760218832,0.656,0.483,4.26847355988532e-46,"Ucp2"
3.9892634917012e-41,0.953433683050374,0.566,0.396,6.59824181527379e-37,"Gjc1"
6.75787961590375e-48,0.928453918370546,0.69,0.512,1.11775328847048e-43,"Tfrc"
1.88851079376597e-33,0.926883527726332,0.507,0.348,3.12359685288892e-29,"Tsc22d3"
5.43778096316736e-44,0.915274603382345,0.622,0.461,8.99408971307881e-40,"Rgs12"
2.04925879175256e-49,0.913422880248894,0.633,0.447,3.38947404155874e-45,"Mcf2l"
1.75047939484986e-72,0.912927489913821,0.796,0.655,2.89529291908167e-68,"Fnbp1l"
9.11979420467445e-62,0.911587718106967,0.707,0.522,1.50841396145315e-57,"Paqr5"
8.02236525208074e-39,0.907712247009995,0.45,0.253,1.32689921269415e-34,"Lrp8"
5.95038060731349e-07,0.904702949901741,0.103,0.059,0.00984192952449651,"Gm43581"
4.37033387822888e-09,0.901360588373184,0.161,0.099,7.22853223459056e-05,"Coro2a"
4.64203824028147e-09,0.899740248398113,0.143,0.083,7.67793124942555e-05,"Prkcb"
1.76121165394788e-14,0.899253103663171,0.299,0.201,2.91304407562979e-10,"Tmeff1"
1.0763689945216e-18,0.898023430786677,0.293,0.177,1.78031431693872e-14,"Cdc42ep4"
1.37040050231669e-38,0.894607772514327,0.56,0.39,2.26664243083181e-34,"Adgrg1"
1.94241637885377e-12,0.876694368553355,0.276,0.191,3.21275669062414e-08,"Hpcal1"
4.30554994209458e-19,0.874044416821729,0.356,0.239,7.12137960422443e-15,"Ecm1"
1.4110264573579e-42,0.873927573099237,0.62,0.439,2.33383776046996e-38,"Sorbs1"
5.0208020524162e-11,0.865413198170779,0.195,0.12,8.30440659469639e-07,"Dusp6"
1.77212412044366e-27,0.864366483489646,0.62,0.481,2.93109329521381e-23,"Net1"
2.31169125143289e-36,0.864250222607266,0.647,0.527,3.82353732987001e-32,"Cd59a"
3.96160046439848e-52,0.853676862333047,0.711,0.559,6.55248716811509e-48,"Nostrin"
2.98476756479617e-08,0.85302416226026,0.149,0.092,0.000493680555217287,"Zfp946"
8.74213442073057e-17,0.848750581672866,0.296,0.186,1.44594903318884e-12,"Baiap2"
1.75374942460692e-23,0.845099957194167,0.446,0.316,2.90070154829984e-19,"Fam117b"
2.21914352682089e-09,0.844943269396084,0.141,0.082,3.67046339336175e-05,"Tnik"
1.43373784486919e-07,0.844140440753791,0.178,0.121,0.00237140239541365,"Ppm1h"
2.09758510972942e-50,0.833023687121257,0.664,0.454,3.46940577149245e-46,"Gatm"
5.76968125521059e-16,0.823967181606895,0.286,0.178,9.54305279611832e-12,"Notum"
