"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
60.6885117067242,7.95464485099249,1.66479866509571,4.77814225694084,1.76922196767689e-06,0.0135425095515827,"AABR07029272.1"
68.8007476714259,8.13539695529344,1.66947450313916,4.8730285727612,1.09900320867613e-06,0.0135425095515827,"Lilrb4"
47.8426598341921,7.61096701300836,1.6319371582881,4.6637623111617,3.1047997799505e-06,0.0158437932770874,"Spp1"
95.243892341432,7.17793644601299,1.58001316534849,4.54295989643213,5.54698073797732e-06,0.016983745623539,"Gpnmb"
99.6598492941201,3.8697576469407,0.850974245077672,4.54744390834942,5.43013861223761e-06,0.016983745623539,"Cfh"
97.4280740585022,4.19304844893695,0.944275109723467,4.44049451876889,8.97523909784638e-06,0.0171752419186163,"Lgmn"
93.6059838052481,7.11299694100452,1.59892504202984,4.44861188237727,8.64270262732154e-06,0.0171752419186163,"Ptprc"
105.658682642028,3.49501451745183,0.7837323862107,4.45944888707486,8.21706655514787e-06,0.0171752419186163,"Arhgap24"
74.9973471292597,3.93901395967789,0.897341976967619,4.38964637872951,1.1353513359106e-05,0.0189168381052749,"Dock8"
37.8993095649322,7.27697370491613,1.66475506551369,4.37119781501952,1.23566778400124e-05,0.0189168381052749,"Apobec1"
125.117726358451,3.05316847343625,0.723191704757046,4.22179686707268,2.42362481169819e-05,0.0311763751696724,"Arhgap15"
70.1460716465618,3.31803929366586,0.795817133294789,4.16934890548126,3.05471048105745e-05,0.0311763751696724,"Col8a1"
31.0761847388073,6.99161924370161,1.66781645158448,4.19207955231484,2.76409030024836e-05,0.0311763751696724,"Wdfy4"
42.7681364520491,7.45180799094978,1.78272916606818,4.18000004307149,2.91509040603695e-05,0.0311763751696724,"Cd74"
32.6454628751068,7.06276065487272,1.67910773122438,4.20625819507283,2.59633596510012e-05,0.0311763751696724,"Smpdl3a"
29.6329521670624,6.92366612555317,1.68136755447884,4.11787779959821,3.82377350433962e-05,0.0365863428612096,"Atp8b4"
55.5573137755031,4.72340848593832,1.15668230847405,4.0835832374489,4.43465342873578e-05,0.0399353584355977,"Arhgap22"
28.8927152395172,6.88759951127196,1.6938442837398,4.06625306552087,4.77750562349876e-05,0.040632685327857,"Aoah"
