"","Macrophage--Sham","Microglia--Sham","Endothelial--Sham","T-cell--Sham","B-cell--Sham","Microglia--Stroke-isotype","T-cell--Stroke-isotype","Macrophage--Stroke-isotype","Endothelial--Stroke-isotype","B-cell--Stroke-isotype","Microglia--Stroke-antiVCAM1","Endothelial--Stroke-antiVCAM1","Macrophage--Stroke-antiVCAM1","B-cell--Stroke-antiVCAM1","T-cell--Stroke-antiVCAM1","Endothelial--Stroke-antiVLA4","Macrophage--Stroke-antiVLA4","Microglia--Stroke-antiVLA4","T-cell--Stroke-antiVLA4","B-cell--Stroke-antiVLA4"
"Itch",0.787897123486295,0.973504762582844,0.651505927830258,0.791748724619929,0.827156648676459,0.878683347787646,0.563429567438225,0.60408915551,0.54233628217086,0.537869744033244,0.872400008505698,0.496736146620552,0.772823902706103,0.722371331095333,0.640947995974284,0.502432844188736,0.537744945236535,0.949919710600877,0.535395541710734,0.440813250919726
"Map1lc3a",0.169148504659676,0.29552882038158,0.541065620431928,0.0311074829461094,0.117001835133975,0.267461444537504,0.0714761913414107,0.145695086768406,0.634681405837731,0.130494939778977,0.308632661469875,0.873111148508169,0.230244659443978,0.164435445017422,0.107161473775091,0.872096062188789,0.18981929087918,0.307331991204605,0.0857813809264001,0.203109627945243
"Gss",0.0227988625944861,0.0417549928769894,0.0520895530723056,0.0618446928852653,0.0887441336331769,0.0393504606392144,0.047818409952667,0.0444483275966636,0.0586584860963305,0.0298980424932165,0.0334235147492583,0.0552478839564325,0.0258566488947189,0.0285555706755986,0.0368707931265833,0.0614155766634035,0.060594305755631,0.0396813819412639,0.0380916719665974,0.00731098847375804
"Chmp4c",0,0.017052641035672,0.00292016142643572,0.0305280423990935,0,0.00545032026524726,0.0105805620666591,0,0.00526499179627201,0.0116933495606981,0.00757395070778354,0.00444739109535381,0.00865546288032206,0,0.022729563908437,0.00147579340079295,0,0.00470570840469439,0.00377045456605577,0
"Cp",0.384222359713399,0.082558801226604,0.818039074750152,0.00874747999596346,0,0.0942550715878279,0.0101746562392931,0.35508258354795,0.730359097487596,0.01246272118803,0.0920671992611451,0.736156802218411,0.344492394147392,0.139259896646426,0.0197823036858955,0.717696269489332,0.427016335916882,0.11009100810272,0.0108527898439253,0.0427292822722166
"Tnfsf10",0.0316793156223278,0.0301106356572925,0.514608132904139,0.586079007480669,0.0489195329992382,0.040029210195503,0.308074792970437,0.0312373248823691,0.511925273839543,0.0609362381725176,0.0468872305668165,0.437346338797657,0.0187989330863835,0.0257700475878969,0.243735707462634,0.449165355044363,0.0709211951700482,0.0639816630613682,0.342249071622155,0.0306365081130756
"Slc7a11",0.121184086608808,0.0348490485163276,0.0110848483803801,0.00738536861326823,0,0.0204810268584246,0,0.0612619788095588,0.0286154340777785,0,0.0262323300463786,0.0042011402974281,0.175010065380798,0,0,0.00384137807533505,0.09936427598755,0.0245480326988304,0.00654083096517625,0.0226326703637867
"Lmna",0.0761920776809737,0.0455644036397212,0.289448057894077,0.0712199562009024,0,0.0519018454030933,0.0685220731236647,0.0827566969517061,0.287080723565808,0.0754839704407839,0.0460383767786515,0.357848298582468,0.10763607406527,0.0367750463745763,0.0597342989851469,0.338772232279248,0.0352223661487162,0.0493304050107167,0.0221565401108123,0.0317017495601495
"Dap3",0.180381403700476,0.122304709220966,0.153143426444819,0.177951349803658,0.0462372747001059,0.113589581444421,0.173101352956949,0.137518565351205,0.159671832671606,0.164933683025972,0.116427593050014,0.172561652029894,0.134421554604451,0.267083474292173,0.13337649148931,0.174525450850526,0.12536956985444,0.119438407531211,0.163402496693184,0.11697687506949
"Mcl1",1.64544033164026,1.28264217205429,0.947741319743326,1.01967421248322,0.754859025070995,1.3006953844921,0.608471633485083,1.44965980134734,0.967132467725441,1.01085523190554,1.14807794932837,1.17984576686288,1.43354953668092,0.997662207210593,0.802689463337775,1.16724753352537,1.22500644952031,1.0348423856036,0.619932592493775,1.16203259180779
