"","Macrophage--Sham","Microglia--Sham","Endothelial--Sham","T-cell--Sham","B-cell--Sham","Microglia--Stroke-isotype","T-cell--Stroke-isotype","Macrophage--Stroke-isotype","Endothelial--Stroke-isotype","B-cell--Stroke-isotype","Microglia--Stroke-antiVCAM1","Endothelial--Stroke-antiVCAM1","Macrophage--Stroke-antiVCAM1","B-cell--Stroke-antiVCAM1","T-cell--Stroke-antiVCAM1","Endothelial--Stroke-antiVLA4","Macrophage--Stroke-antiVLA4","Microglia--Stroke-antiVLA4","T-cell--Stroke-antiVLA4","B-cell--Stroke-antiVLA4"
"Txnip",1.27913908340782,1.48771356282512,0.573436842592225,1.24298190469561,1.42088572705628,1.2657618007112,0.908412237307082,0.930353155278596,0.583382911546105,0.866971485776993,1.28677799178656,0.66735765622006,0.868024938130861,1.37471588663296,1.16396832316061,0.656156926696898,1.45356804373043,1.19982869940709,0.963843396476559,0.844970665810365
"Cd2",0,0,0.00212098960640563,1.09175122092867,0.622964887207333,0.000590465729577772,1.20584640029657,0.00759948456754778,0.00234335520191323,0.487830290399819,0,0.000834659166063393,0,0.726334373507393,0.997867202748619,0.000939263424070612,0,0.000890585977793098,1.24701474555305,0.612192757120184
"Gstm2",0,0.000941604790761274,0.0463571635275615,0,0,0.000601859600428655,0,0.00174739604325818,0.0949697697263147,0,0.00261083306487954,0.110016519803591,0.0077038585120481,0,0.0082736978572823,0.125605782548847,0.00745412807049307,0.00553351969480611,0,0
"Plppr4",0.0408719729991789,0.0183190396738044,0,0,0,0.0244266341135189,0,0.0256979208182622,0.00315016519258368,0,0.0105302126992669,0.00308466171254128,0.0189686750809538,0,0.00774451807928206,0.00154802642336353,0.0342608257175457,0.0103866976576489,0,0
"Dpyd",0.0812403790718662,0.0124622796858986,0.00421438248760954,0.019152626018337,0,0.00877779228646256,0,0.0480424094878404,0.0170526086673718,0.0173807079513768,0.00401497133923706,0.00404769688830211,0,0,0,0.00353005670886708,0.0233855445237938,0.00190094282942495,0.00615340716333306,0
"Gclm",0.100542509761874,0.135305519038024,0.428072265363014,0.169865571539255,0.0267514970707305,0.111797362321012,0.125889894500985,0.121756696204756,0.446442584254132,0.067995692615803,0.132382376394781,0.546537172529479,0.0884643422757589,0.102969361536483,0.167303776177624,0.571041140849547,0.167508938647898,0.124175312856893,0.196506319894353,0.00731098847375804
"Casp6",0.0615212746679057,0.0542724593877819,0.111693856938329,0.0611216957658954,0,0.050074450241395,0.0214026349431776,0.0645302841724879,0.150332069744043,0.0781367279111893,0.0641138648986867,0.161807926483292,0.0917207212662012,0,0.0342627415031811,0.17777789045227,0.0781719817356041,0.0572787850926034,0.0386737319094663,0.0464673709047496
"Lef1",0,0.019331045917419,2.13293103489702,0.37945383750345,0.144140702308722,0.0223347338982362,0.485209289828522,0.00851522337638031,1.92953846732573,0.0387172629981469,0.0499922123919225,1.87997879653742,0.0236279822319685,0.19234710458978,0.398367551099552,1.92033743019412,0.0646616754609079,0.0760601261438073,0.424998495868534,0.0968274975581208
"Slc39a8",0.043835790597852,0.0932911569431704,0.452851688383946,0.0107243101556416,0,0.0751463598874836,0.0186394101021969,0.0237482815361603,0.419840188065619,0.0121259353966706,0.0972195985935831,0.391962536677328,0.040497553545815,0.0900020740700623,0.0374810323091926,0.444080037063673,0.0288840541869354,0.0977138108171978,0.0224817676706023,0.0167068186988301
"Bcl10",0.512692835646091,0.514226928637606,0.314121073969671,0.449808129395867,0.668086773132721,0.432065813299327,0.313163570401059,0.488791129407511,0.289266158717976,0.477509885296609,0.403427711129778,0.391030772235492,0.404716769713228,0.481940278891784,0.32817674240884,0.399358037209326,0.622594182408568,0.397862645324509,0.287918693016172,0.611799977983904
"Cth",0,0.000867534809752339,0.0044781799954975,0,0,0.000880927921698859,0,0,0.00738370574563349,0.0120329119649303,0.000566758985431848,0.000881588374030598,0.00770633381938822,0,0,0.00106670315081151,0,0.000358879856216823,0,0
"Sdcbp",0.930783254430723,1.1264550797253,0.560658822415132,0.627278954169109,0.305667887506757,1.11146762920034,0.358369299658493,0.962441161644063,0.511268691200232,0.408415652265195,0.995574233508548,0.668560934588113,0.897532122494227,0.47825200447648,0.386480989411054,0.694772156838324,1.01599785167473,0.925818153593497,0.335729708959782,0.454252187196032
"Dnaja1",1.07954860085435,1.07045748842201,1.55337913152043,1.52650312856529,1.28415711116747,0.990031368278122,1.4572710981431,1.1615287123896,1.45654907850726,0.87872228117795,0.988109470059727,1.97430886726153,1.26321654677998,1.17775880220859,1.77708980490294,2.15439088844987,1.33620478304135,1.15190052313791,1.81597708979916,1.34522079120169
"Chmp5",0.24722457297194,0.311253521800677,0.605661905084854,0.397074000307757,0.269597438519405,0.256987063438028,0.289552099504299,0.296006861703425,0.602414497714757,0.261158075479313,0.280366822512353,0.849476463180238,0.394320790096152,0.386754627535099,0.243027436922029,0.9084046471425,0.3191891517054,0.306531793441032,0.369749586612922,0.294602734438238
"Jun",2.65070685947343,3.37827672470879,1.36050556560361,0.522228511615275,0.721886470557413,3.13527508024327,0.61956523578408,2.38354139050939,1.12602930535843,0.84444365404595,2.72704182561161,1.38631887880852,2.14621687302054,1.23384972807187,0.793955772419373,1.44762423820869,2.33402419376888,2.37064497632694,0.621109531434346,0.495122924216715
"Ppt1",0.621009391194543,0.887589152763398,0.231747395575447,0.288903831258815,0.438743002126732,0.898946537433729,0.262861207053555,0.767110284400136,0.277094015222054,0.385157508406391,0.864273629154981,0.281150930011212,0.666421530399761,0.417308239367459,0.342892186801021,0.257724795755223,0.780122884935123,0.892846069706653,0.208551529878988,0.204952265869166
"Casp9",0.0513703262983036,0.0668209297448473,0.0516206276507489,0.0378594494074297,0,0.0732474803460668,0.0190075859028275,0.055900017011781,0.0646326810113306,0.0386983773676737,0.0819728638354338,0.0411347021796942,0.0484483308506468,0,0.0466876308776669,0.0437512689221083,0.0247738845842304,0.0852252372781247,0.0284814877543243,0.00731098847375804
"Dffa",0.0221734186427893,0.0539378849111018,0.0449072989140225,0.0537884456524024,0.0462372747001059,0.0319122261941684,0.0268602109989702,0.0321361883723676,0.0578215550236416,0.0159386048643987,0.0351180324918389,0.0375686902027594,0.0485158144676166,0.0214402775295282,0.0353752107826155,0.0299380299544909,0.0314140305219581,0.0377016324756836,0.0353093040835814,0.102313103984574
"Hgf",0.115720512898641,0.014372118047826,0,0,0,0.0161730582698032,0,0.0905196305350564,0.00897344386088245,0,0.0177818403663371,0.000541561857309927,0.0813930459942472,0,0,0.00105772129328349,0.0258979219238569,0.0204741804026521,0,0
"Il6",0.0483436205300195,0.0525736193095408,0.00216200211738477,0.00942594933337716,0,0.0538178804028773,0,0.0262008814015166,0,0,0.0602912847163351,0,0.0175165134147536,0,0.00719424240800088,0.00136654369531108,0.00448605860131653,0.0600902242207054,0.00448942896126306,0.00820558469812733
"Add1",0.299632345560727,0.394501455103939,0.536749983322657,0.473699944018767,0.32323707884683,0.365090187021542,0.367487634733928,0.316186060984521,0.524324611305181,0.315838359550773,0.378030416238322,0.524137077855722,0.333685170311059,0.426666124752147,0.354737666021703,0.5108484699468,0.297253041754683,0.371949603684204,0.391044704380989,0.475007602834719
"Cd38",0.21476561979266,0,0.0523752043408808,0.256307913763057,0.856613629687929,0.00101313934187389,0.155526862150019,0.194876792228341,0.0749563175516841,0.753691255201931,0.000726309744049709,0.0273190431408018,0.203111867296117,0.613331469964441,0.181341642054993,0.0346567559166648,0.26149488349784,0.00166897776191712,0.15996961812764,0.682065090003761
