"Macrophage--Sham","Microglia--Sham","Microglia--Stroke","Macrophage--Stroke","gene","pathway"
0.0389483110761497,0.0349867756772084,0.0282313562014469,0.0360593382260193,"Rhot2","Apoptosis"
0.368244321454267,0.104237153486152,0.12972998608909,0.362658159529846,"Bak1","Necroptosis"
1.14701533366277,0.17542888732157,0.364526944816692,1.00270661751061,"Cdkn1a","Apoptosis"
0,0.00182903806505716,0.00294807908070887,0.000258450450417657,"Cbs","Ferroptosis"
0.52343062630445,0.177272657320037,0.249233621471813,0.440009046786686,"Tap1","Apoptosis"
0.121970107661079,0.33399441182066,0.222184333021029,0.0704884364095281,"Tnf","Apoptosis"
1.55964104603058,0.872302995052079,0.714391971847226,1.66600601458927,"Ier3","Apoptosis"
0.511123470825677,0.201148698382788,0.165617526107457,0.467432143965892,"Flot1","Necroptosis"
0.0381940926910644,0.0753372744422771,0.0852007473366435,0.0316009735195152,"Satb1","Apoptosis"
0.763468297886544,0.636926722697275,0.539023691242644,0.725900926435735,"Rock1","Apoptosis"
0.56983600114099,0.259656902817821,0.258306218153616,0.492024950987164,"Etf1","Apoptosis"
1.34751763335512,0.974901394713136,0.694613381797148,1.02771660773786,"Cd14","Apoptosis"
0.000601091924160617,0.00171447340415882,0.00434808771120118,0.000688039623360395,"Pdgfrb","Apoptosis"
0.435017713089951,0.114245312671126,0.0986575032428607,0.249536676772265,"Pmaip1","Apoptosis"
0.34843961813497,0.943978182569183,0.687384956584849,0.335363562555362,"Smad7","Apoptosis"
0.242302620462698,0.255942506941516,0.167686157089292,0.216377940534007,"Rela","Apoptosis"
0.0170273696468666,0.0236280750128413,0.0195132366019515,0.024308243291874,"Ppp2r5b","Apoptosis"
0.644899093767972,0.753526280791821,0.58791831086033,0.731238080942637,"Slc3a2","Ferroptosis"
4.6312230300661,3.43289863252186,4.06768512216695,5.11468571123405,"Fth1","Ferroptosis"
1.01018086948062,0.0853717338948113,0.116683520038298,0.789902313190099,"Anxa1","Apoptosis"
0.0722742281707211,0.024374768394846,0.0292919551671879,0.0518889948540246,"Fas","Apoptosis"
0.278100449188947,0.481459691536028,0.255618052637415,0.12753124714558,"Pdcd4","Apoptosis"
0.241807030462303,0.185108690606394,0.164473648314918,0.211265743297047,"Acsl5","Ferroptosis"
0.0537882829555745,0.0499667291964263,0.0383760145997679,0.0483437686865572,"Casp7","Apoptosis"
0.537936527255795,0.363209900638332,0.33084064435376,0.543131776486372,"Ebp","Apoptosis"
1.43129250782643,0.171059481313893,0.306145449910608,1.35933888919297,"Cybb","Ferroptosis"
0.186549186467243,0.00217422449411298,0.0121371274252238,0.15890730810682,"Timp1","Apoptosis"
0.389299476572708,0.505162244754567,0.371866064528437,0.344138883103464,"Xiap","Apoptosis"
0.00051239268096988,0.00213036958966796,0.0019783752701874,0.000561345301512088,"Bgn","Apoptosis"
0.574266245501017,0.562368957636397,0.470213671862877,0.565456922248388,"Bcap31","Apoptosis"
0.230544168496384,0.453792487297603,0.340753087480911,0.184476587211042,"Ogt","Necroptosis"
0.00195473629014885,0.00468079765608229,0.00191689100710555,0.000805909699886084,"Nox1","Ferroptosis"
0.228212672683174,0.277449099893518,0.160723760461639,0.139834681508445,"Acsl4","Ferroptosis"
1.84977069043873,2.27734856361014,1.93388495045082,1.97773018420629,"Sat1","Apoptosis"
