"dataset","cell_type","pathway","n_core_genes","mean_stroke","mean_ctrl","delta","delta_z","first_auth","journal_tier","weight","time_bin","days_post","assay","species"
"GSE279666","Oligodendrocyte","Necroptosis",7,0.021252624874329,0.0162209032509927,0.00503172162333628,0.347264561005685,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Astrocyte","Apoptosis",9,0.138748069095211,0.0808279442264525,0.0579201248687584,1.11557483538035,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Astrocyte","Ferroptosis",9,0.25491949767072,0.174034092534612,0.0808854051361075,-1.08651185604877,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Astrocyte","Necroptosis",7,0.142244759189009,0.178144260135746,-0.0358995009467369,-1.73894720595044,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Fibroblast","Apoptosis",9,0.154026678445721,0.122156219671757,0.0318704587739634,0.292709200324337,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Fibroblast","Ferroptosis",9,0.358329597731351,0.211405858861754,0.146923738869597,1.22308852628311,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Fibroblast","Necroptosis",7,0.0831218986262065,0.0594500563219644,0.023671842304242,1.29732753641312,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Pericyte","Apoptosis",9,0.0648240197144402,0.0252294355165699,0.0395945841978703,0.536701478346873,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Pericyte","Ferroptosis",9,0.253264668685348,0.10892725149694,0.144337417188408,1.1326354635542,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Pericyte","Necroptosis",7,0.0418312117728211,0.0452060855428224,-0.00337487377000126,-0.0812087932801651,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Microglia","Apoptosis",9,0.0802265584827761,0.0273437066939405,0.0528828517888356,0.95645575505212,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Microglia","Ferroptosis",9,0.259065493719322,0.181533160576503,0.077532333142819,-1.20378096203408,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Microglia","Necroptosis",7,0.0376479641354733,0.0276008631164844,0.010047101018989,0.602891997812571,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","OPC","Apoptosis",9,0.16241720902083,0.174107867614338,-0.0116906585935085,-1.0833140613902,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","OPC","Ferroptosis",9,0.276082351946415,0.178789587285936,0.0972927646604792,-0.512686901841479,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","OPC","Necroptosis",7,0.0388667890745962,0.0275331731591653,0.0113336159154309,0.668464007315257,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Endothelial","Apoptosis",9,0.24600737538803,0.280728560940894,-0.0347211855528643,-1.81081011155537,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Endothelial","Ferroptosis",9,0.377314991696691,0.23692836288712,0.140386628809571,0.994462044656364,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE279666","Endothelial","Necroptosis",7,0.0929252304852385,0.117512011057434,-0.0245867805721952,-1.16235239935141,"Ikegami T",2,0.104343078959024,"Multi",NA,"snRNA","Mouse"
"GSE300564","Macrophage","Apoptosis",9,0.140900380786569,0.168130276476137,-0.0272298956895686,-0.0322189728401369,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE300564","Macrophage","Ferroptosis",9,0.893587409552605,0.909857273240133,-0.0162698636875276,0.00935507945944851,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE300564","Macrophage","Necroptosis",8,0.685883444559386,0.67930777669126,0.00657566786812569,1.12268322636237,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE300564","Microglia","Apoptosis",9,0.159649910585927,0.168041973041663,-0.00839206245573623,1.40352662089804,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE300564","Microglia","Ferroptosis",9,0.865865081459279,0.862014734485359,0.00385034697391939,0.802624994454243,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE300564","Microglia","Necroptosis",8,0.555127102059785,0.575187370381971,-0.0200602683221863,-0.153145751969501,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE300564","Endothelial","Apoptosis",9,0.366243527532517,0.38735074455622,-0.0211072170237031,0.43442752558004,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE300564","Endothelial","Ferroptosis",9,0.582407465258198,0.570776849463658,0.0116306157945396,1.10937392913593,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE300564","Endothelial","Necroptosis",8,0.621440952586733,0.642120359367986,-0.0206794067812535,-0.182801731846975,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE300564","T.cell","Apoptosis",9,0.156366601555979,0.199271560754984,-0.0429049591990043,-1.2269106916743,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE300564","T.cell","Ferroptosis",9,0.584504201164011,0.634854149956381,-0.05034994879237,-1.33430412317185,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE300564","T.cell","Necroptosis",8,0.544327563437488,0.592145154183556,-0.0478175907460681,-1.48268776829893,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE300564","B.cell","Apoptosis",9,0.0891948076826406,0.123596491654528,-0.0344016839718877,-0.578824481963649,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE300564","B.cell","Ferroptosis",9,0.518483560816638,0.549880423769574,-0.0313968629529356,-0.587049879877771,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE300564","B.cell","Necroptosis",8,0.545510094806467,0.547843446268429,-0.00233335146196267,0.695952025753032,"Zera K",4,0.0675473906983897,"Chronic",NA,"scRNA","Mouse"
"GSE310324","Macrophage","Apoptosis",9,0.335260283088083,0.344690796335406,-0.00943051324732314,0.707106778359669,"Bradshaw K",2,0.1108708107827,"Acute",3,"scRNA","Mouse"
"GSE310324","Macrophage","Ferroptosis",9,0.408794534366282,0.454672869785791,-0.0458783354195085,0.707106779632987,"Bradshaw K",2,0.1108708107827,"Acute",3,"scRNA","Mouse"
"GSE310324","Macrophage","Necroptosis",7,0.175264993820189,0.216627696672045,-0.0413627028518554,-0.707106777138016,"Bradshaw K",2,0.1108708107827,"Acute",3,"scRNA","Mouse"
"GSE310324","Microglia","Apoptosis",9,0.208104037651118,0.252909257848899,-0.044805220197781,-0.707106778359669,"Bradshaw K",2,0.1108708107827,"Acute",3,"scRNA","Mouse"
"GSE310324","Microglia","Ferroptosis",9,0.278584436519168,0.388831028673246,-0.110246592154078,-0.707106779632987,"Bradshaw K",2,0.1108708107827,"Acute",3,"scRNA","Mouse"
"GSE310324","Microglia","Necroptosis",7,0.110121438445993,0.12678382502227,-0.0166623865762763,0.707106777138016,"Bradshaw K",2,0.1108708107827,"Acute",3,"scRNA","Mouse"
