"cell_type","condition","n_cells","mean_apoptosis","sd_apoptosis","mean_necroptosis","sd_necroptosis","mean_ferroptosis","sd_ferroptosis","dataset","n_apop_genes","n_necro_genes","n_ferro_genes"
"Macrophage","Sham",883,0.167716464228553,0.0549591118756966,0.211118783512895,0.0705715621046622,0.150926172052698,0.0745732517216493,"GSE310324",155,55,58
"Macrophage","Stroke",8040,0.13470070181223,0.049181953964347,0.157272925779212,0.0694903822738312,0.149186771088677,0.0702040732888147,"GSE310324",155,55,58
"Microglia","Sham",10040,0.0828062809356484,0.0674258407447639,0.0997568795361604,0.0919396851217202,0.102979182871773,0.0797985628861951,"GSE310324",155,55,58
"Microglia","Stroke",16960,0.0625860156165114,0.0714215457860078,0.0828960984223823,0.0963609458197902,0.10318265624346,0.0813791264081156,"GSE310324",155,55,58
