"","Astrocyte..Control","Astrocyte..D14","Astrocyte..D3","Astrocyte..Sham","Endothelial..Control","Endothelial..D14","Endothelial..D3","Endothelial..Sham","Fibroblast..Control","Fibroblast..D14","Fibroblast..D3","Fibroblast..Sham","Macrophage..Control","Macrophage..D14","Macrophage..D3","Macrophage..Sham","Microglia..Control","Microglia..D14","Microglia..D3","Microglia..Sham","Neuron..Control","Neuron..D14","Neuron..D3","Neuron..Sham","Oligodendrocyte..Control","Oligodendrocyte..D14","Oligodendrocyte..D3","Oligodendrocyte..Sham","OPC..Control","OPC..D14","OPC..D3","OPC..Sham","Pericyte..Control","Pericyte..D14","Pericyte..D3","Pericyte..Sham"
"Il4",0.0119881628343081,0.00424629572004243,0,0.0269122029682059,0,0,0,0,0.0199137807029073,0.00175648943489428,0.0114054939282723,0.0327349882474496,0.372968380083837,0.00206447556172035,0.00237602649748841,0,0,0,0,0,0.056597455786609,0.0231266419758616,0.024645218636715,0.0686695798302381,0.0103979160108137,0,0,0.00854988227911861,0,0,0,0,0,0,0,0
"Cd68",0.00624564826127092,0.00647508698282648,0.0170406178956549,0.0151351600815963,0,0.00669151640215875,0.0229205011520194,0,0.0238252339419762,0.0209541732009913,0.0329541635692196,0.0168927407387781,0.574782447641789,0.187727876047757,0.297838444621936,0.489200390703963,0.323383625314953,0.372513615205574,2.1078311827101,0.202148938002529,0.0040574811248423,0.00887973305716286,0.0203774178065385,0.0039966625578029,0,0.0118456417702983,0.0585301279826304,0,0,0.0141131041684271,0.0240250304258941,0,0,0.0591462256563037,0.0228544327691076,0
"Ccl5",0.00932698709846317,0,0.00991603791863783,0.0100593102638837,0,0,0.00484360573444052,0,0,0.00460648003972029,0,0,0,0.0041235710375934,0.00262326842035003,0,0,0,0,0,0.0116922781318607,0.00290528861043836,0.00241159646320189,0.00787042323935843,0.00950732705594315,0,0,0,0,0,0,0,0,0,0,0
"Stat3",0.179899328750716,0.896880075993511,1.39939257710538,0.155172882709079,0.0918152528919947,0.628333301525988,0.851794424677001,0.340033569051551,0.216946130285293,0.904058350281632,0.952171089918363,0.191344272379173,0.362758057756531,0.499195096064597,0.77596763361859,0.187574105593778,0.243058120254468,0,0,0.270865241437149,0.1005151994341,0.194344633793021,0.620319403051334,0.0996986771255525,0.0999307309053747,0.459774118789737,0.783958173003725,0.0625654174109261,0.221790742420966,0.538805516711605,1.09601446609693,0.103785272967915,0.0570644664065094,0.501486792157261,1.14787191569682,0.174858414523235
"Gfap",0.21157103585788,1.59022559283255,0.997062965602353,0.192308463181366,0,0.0477845758646652,0,0,0,0.05017712154568,0.0064348612641972,0.0132808225929578,0,0.0493248100947597,0.0161836684825015,0.244600195351982,0,0,0,0,0.00115445658414178,0.0185044572203397,0.00918206482228209,0.000264327375770092,0,0,0.0130156160790204,0,0,0.764634018439355,0.133417494903606,0,0,0.0224970882925125,0,0
"Sphk1",0,0.0066281764161252,0.157036037603904,0,0,0,0.0120320229488165,0,0.212932885482593,0.0435773885001293,0.157362708858267,0.117588739145901,0,0.00383310430584643,0.0130350024679443,0,0,0,0,0,0.00604332892207424,0.00591146493837308,0.0124920941680614,0.00876002599612304,0.00924733747420109,0,0.0170827750604046,0,0,0.0175661954169078,0.0448211908189333,0,0,0.0162095936773233,0.0742733917372736,0
"Socs3",0,0.0450520706733819,0.70400299261413,0,0.0470189216777062,0.0332964277536778,0.0938092520796963,0,0,0.0143964511962025,0.0806498139043698,0,0,0.00624083085564521,0.102609765828511,0,0.0191037623897087,0,0,0,0.00877324144825584,0.00613507665251467,0.0326465057008993,0.00679372949774132,0,0.00889466931227904,0.0481573015486654,0,0,0.0241050424483327,0.069225157192016,0,0,0.00904875009178738,0.0804857462718276,0
"Fbln5",0.00685561357299827,0.0259466767803692,0,0,0.232681996391352,0.131722538675246,0.159951250164128,0.0813237370063806,0.134115000437085,0.0448389229637854,0.056943495513766,0.139979786150694,0,0.00243644893397324,0.00110961154551277,0,0,0,0,0,0.00326574080781344,0.00550306374790014,0.0042242034686749,0.00536181157623913,0,0.0152982545172818,0.00839877272154659,0.00735453227162398,0,0.0528106605456337,0.018707665996545,0,0,0.00904875009178738,0,0
"Serpina3n",0.00370498428316154,0.189087595833222,0.0801872447628746,0,0,0,0.0116883278257228,0,0,0.00983463767434373,0.00393570694355325,0,0,0.00976763023188636,0.00975248684791424,0,0,0,0,0,0.00178249317047132,0.00331071301836221,0.0194568535373533,0.00185413048657954,0,0.0970586249739582,0.436865004473629,0.00970964968982996,0,0.311025851096555,0.574772243107643,0.00970081294896939,0,0,0,0
"Thbs4",0.0288656359720069,0.130180645618497,0.0132510674053077,0.0163872978800005,0,0,0,0,0,0.00537333095988684,0,0,0,0.00264550132687633,0,0,0,0,0,0,0.00560322169245825,0.00496577635167167,0.00560800569810643,0.00335690464998756,0,0,0,0,0,0,0,0,0,0.0366704631181595,0,0
"Hexb",0.133793921453855,0.23120849399444,0.718596161057051,0.168046610032732,0.340135649968878,0.270991239886557,0.695450015140014,0.0534568555482305,0.114025069877762,0.36062611653779,0.75660381411094,0.199212045486093,1.18082699012172,1.59249222004427,1.67224209204584,0.842875250259166,3.18877326974819,3.29692827860976,4.36364787382976,2.90270926157478,0.102030540155993,0.180982899041196,0.375649608632399,0.0968335829690105,0.157624780942537,0.309708862863806,0.732832992842278,0.110725844972412,0.105168127718542,0.30192782468616,0.747186618728748,0.22246482574642,0.121018001810472,0.251500133162671,0.491296223286111,0.103747521594912
"Tgm1",0.0104026382821242,0.122107471102372,0.256703469089429,0.0156872031951253,0,0,0.00753910525158902,0,0,0.00355198154586946,0.00947068627559475,0,0,0.00211642239863914,0.00311464855952934,0,0,0,0,0,0.00296866702727365,0.0027931508571194,0.00427318911397249,0.00464084587899294,0,0,0,0,0,0.0226821591617597,0.0712114606327226,0.0219750344640343,0,0,0.0546504111691748,0
"Ctsb",0.129239700335307,0.340558143882282,0.620397920327696,0.173269157699947,0,0.14599002546243,0.380025585022166,0.283606957261873,0.208975662439846,0.331706906567541,0.48913108659333,0.106764012250322,1.07137702503839,1.44744253649419,1.99833184479131,0.244600195351982,0.549642082529496,1.30876304111242,3.04642691561974,0.818281389318138,0.188246905664794,0.213503571981326,0.324039883199551,0.176016415295115,0.179865228934361,0.250829706577847,0.541867094012692,0.230314950216748,0.0792628312641999,0.167882780003445,0.403584180363187,0.119250863160891,0.0596619355717945,0.123024712115974,0.267262199526449,0
"Amigo2",0.021246998056815,0.017615468340702,0.0184195077904649,0.0176196954447488,0,0,0.0107958066487073,0,0,0.00220159692752013,0,0,0,0,0.00319055593137087,0,0,0,0,0,0.00226355687115337,0.0024424206762828,0.0033871225799832,0.00221774051956633,0,0,0,0,0,0,0.00925188416783491,0,0,0.014108098273391,0.0822542490786026,0
"Socs1",0.00701600735178891,0.00588747458637584,0.0332301906978664,0,0,0,0.00803949691374275,0,0,0.0227189830848227,0.0191542866430449,0.0148276263746105,0,0.00913521068727744,0.0109975911835837,0,0,0,0,0.0199444420386631,0.00266918235453626,0.006964144780109,0.00725899789867655,0.00419972792786713,0.0108508115694341,0,0.0159163774451928,0,0,0,0,0.0299188901450602,0,0,0,0
"Cd86",0,0.0113005298593451,0.0106571214894367,0.0044388297168671,0,0.0140501454058362,0,0,0,0.0149013187903867,0.0111307541717653,0,0.316854895731538,0.311739169905402,0.242692228948112,0.548550829146995,0.631902572189718,0.758607992219283,0.797126276309257,0.649973314689177,0.00175103303991061,0.00473271324363871,0.0130075730911401,0.00173479755642001,0.0118386302271844,0,0.0213047280617149,0.00670359706633875,0,0.0240491808294626,0.0265688803961066,0.00967517964250882,0,0,0.015766296160022,0
"Cd80",0.00208354009622439,0.0109869540261643,0.0121201764549686,0.0089202906990714,0,0.0159391751526507,0.0176669183494168,0.0366829777333925,0.0656446423024738,0.372128767908226,0.157062770800909,0.0330280621580781,0,0.083963901026226,0.103372583917152,0,0.113331436084768,0.399952573459383,1.31070490640084,0.0782020402382531,0.0140367550719173,0.0138322145411505,0.00883157133497773,0.0179773918631252,0,0.020586912702726,0,0.00725861789373702,0.0116266260693677,0.028924157226045,0.0116174929260753,0,0.116091784960868,0.100532942225436,0.0840760796453108,0.0546331022301244
"Fkbp5",0.0565153056094384,0.495079505823053,0.321634356078175,0.132454037721666,0.085755816120887,0.728307834109033,0.670293291734216,0.3460192096637,0.848311079587016,1.2605918067008,1.1933443848807,1.60117928076006,1.02933870219616,0.783414524531234,0.694979729631259,1.62952665707583,1.11593688793733,1.95368352892292,1.51320914994867,1.17774080336168,0.142612463432808,0.310386618261334,0.461089457113624,0.191641190880423,0.103292072943984,0.536439872661097,0.495133785959369,0.16464732586506,0.226400307275078,0.370033315123197,0.496808815590908,0.188480156037687,0.0767668430112016,0.469864823000249,0.638933108272879,0
"Psmb8",0,0.0030580499034946,0.00421118763076301,0,0.0484151153657401,0.0138985213743282,0.0142195154680523,0.0798093381952819,0,0.0135035592001574,0.0171105996054338,0.0169329067008084,0,0.0264891571246825,0.0641976141344209,0,0.0202800201667501,0,0,0.0560341378397184,0.000164317418792497,0.00153085502599524,0.00510636796603933,0.000398216881387707,0,0.00845305227918707,0.0236726395909767,0,0,0.0138342148485294,0,0,0,0.0235194380681448,0,0
"H2-T23",0.00208354009622439,0.0145989744336906,0.0371243300497909,0.0242794712532439,0.274513423862497,0.0677721605572156,0.0673869387700261,0.147551735144518,0.0259715982759621,0.0586869943206136,0.0379845965982046,0.0709689499273889,0,0.0575590594854669,0.0841703211246546,0,0.181497843936384,0,0,0.110656702528391,0.0174738846217249,0.0207975171549873,0.0242418502657325,0.0170530843939048,0,0,0.0188623249756732,0,0,0,0.0463977263299018,0,0.0568590446675101,0.0163366770751541,0.0247934346808403,0
"Trem2",0,0.0126694929243377,0.0230890917501018,0.0112048609108859,0,0.00757056394495705,0.0365503371003707,0,0.0260833770530399,0.013990368075369,0.0481578884003293,0,0.335650587198025,0.415933481421474,0.353518681038735,0,1.01125391709337,0.410189302764523,0.797126276309257,0.908055318350341,0.00580996831509564,0.0106977941698642,0.0218497361270913,0.00571218789808425,0.00466342823675947,0.0315456023979176,0.0076248336882644,0.0179588031847188,0.0150252844822642,0.0153556003228119,0.0455406886967655,0.00967517964250882,0,0,0.014530590932059,0.0555827549675841
"Aqp4",0.526438365269155,1.22443172342827,0.392771455363052,0.659909134709043,0,0.0297283852324101,0,0,0,0.0142320921091475,0,0,0,0.0257527434061074,0.0019676713090052,0,0.038721994863396,0,0,0.0561003409203897,0.00178288355736552,0.00975633723629903,0.00784670605546903,0.00164844139623523,0.00995225797593647,0.0684538491643301,0,0,0.186637954348699,0.409484841790711,0.171505928756329,0.127744860042329,0,0,0.014530590932059,0.0522076044514795
"Cd14",0,0.00628756576351413,0,0,0,0.0193317222974466,0.0389589932501593,0.0263808714799839,0,0.00548463275329653,0,0,0.25792755191025,0.0217848389164248,0.0334538829940392,0,0.153857060285808,0,0,0.183339806301208,0.000396942156864213,0.00055019920913147,0.00138442835837933,0,0,0.00872864196842267,0,0,0,0.0166066578641546,0,0,0,0,0,0
"Iigp1",0,0.0422475152460506,0.00693586239313843,0,0.154394252912187,0.168707358520504,0.0614297547757805,0.242177093022844,0,0.0904812601282744,0.0538886830717776,0,0,0.0255355876336262,0.00638337851723189,0,0,0,0,0,0,0.00103160359464305,0.00322514807344797,0.000165147980778508,0,0.0264829367634788,0,0,0,0.0139880378853919,0,0,0,0.109594304975613,0.0526687951279666,0
"Clcf1",0,0.013086387177469,0.225588863621306,0.00440545243958839,0,0,0,0,0,0.0224706717098978,0.0391225205734615,0.0299391990230777,0,0.0106539766175796,0.0401004958278338,0,0.0199218824987668,0,0,0.0206465862857397,0.00191807479789502,0.00221359985633749,0.00465400703756819,0.000583716945681055,0,0,0.0424922399373645,0,0,0,0.0698505336166083,0,0,0,0.0678983864652311,0
"Fth1",0.219428167392761,0.154582044403698,0.210791835778679,0.196872189683564,0.500637057789438,0.210758009913725,0.362211650942128,0.461024650847566,0.238111176092784,0.190412013631287,0.473983701411639,0.284882567235677,0.378676337903369,0.408269474306111,0.756196500149462,0.233997950955529,0.186756016274245,0,0.797126276309257,0.217439038781528,0.172110279870918,0.0832552907677824,0.0744415239335241,0.167672217487493,1.16957640412817,0.371404308346609,0.680741104392607,1.03691909374755,0.0783028118394284,0.161421394654891,0.109231256558983,0.179228045399198,0.693696066532839,0.0986064591555816,0.180049662194648,0.269990086630445
"Cntf",0.0083915175374338,0.00791132953018069,0.012855763102857,0.00556186569891148,0.0470189216777062,0,0,0,0,0.00341172515763448,0.0226675706233238,0,0,0.00406125037019271,0.00701609649774907,0,0,0,0,0,0.00490823236708095,0.00851248575382164,0.00728210146140869,0.00335536637667453,0,0.0145936710292376,0,0.00821154035294963,0,0,0,0,0,0,0,0
