"","Astrocyte__Sham","Oligodendrocyte__Sham","Neuron__Sham","Microglia__Sham","Endothelial__Sham","Fibroblast__Sham","Neuron__MCAO_contra","Astrocyte__MCAO_contra","Oligodendrocyte__MCAO_contra","Microglia__MCAO_contra","Endothelial__MCAO_contra","Fibroblast__MCAO_contra","Fibroblast__MCAO_ipsi","Microglia__MCAO_ipsi","Neuron__MCAO_ipsi","Oligodendrocyte__MCAO_ipsi","Astrocyte__MCAO_ipsi","Endothelial__MCAO_ipsi"
"Flot1",0.0187967779798631,0.0250967897151,0.0603755988639593,0.122488544862216,0.0563392688571081,0.030031523402491,0.069420351664418,0.025092009371597,0.00950474749396031,0.0609318421271226,0.107433137687128,0.0294214959193582,0.0722700002130786,0.102191381764283,0.0782152664106773,0.0364501927815049,0.113111519009842,0.095156719326091
"Flot2",0.123363609278207,0.0454413214738613,0.140186207221654,0.112406369575199,0.114546373206885,0.0928163302600117,0.199150302059582,0.207981049908817,0.0262610213097058,0.14229957029876,0.147721487243221,0.113786941874558,0.221626099049899,0.209577669023584,0.213434235110948,0.103443176089883,0.319134432440834,0.273617449785081
"Gsdmd",0,0,0.000367140465350586,0,0.0282638130917631,0,0.00057199349902322,0.00943076562115418,0.00077383953787259,0.00702136431986148,0.00741601711429989,0,0.0103524868576403,0.0151436758596832,0.00137890907713799,0,0.00851918933446165,0.0152436700982387
"Gsdme",0.0976265218571932,0.00690485156970024,0.0669509276362984,0.343505391624184,0.0357622199892344,0.0742322078314454,0.087347357339185,0.108942357768944,0.00670033948892877,0.0644535518301444,0.0575699081470795,0.122974722923248,0.0901290525142354,0.0553233939009715,0.0917708445293394,0.0107830678950846,0.164292529847582,0.0218649197066672
"Hmgb1",0.00183778320293117,0.00277293797416231,0.00120212743405372,0,0,0,0.00191097779952188,0,0.000873609388338941,0.00837547605448206,0,0.00781182704151076,0.00103023388666054,0.00406632858246278,0.00155108576682191,0.000215300835425977,0.00319259064514885,0.00836374621030026
"Hsp90aa1",0.0748837240797071,0.161719890340062,0.0885499692622868,0.170195021617123,0.424651847860791,0.089632950354765,0.133754013431474,0.113739856352255,0.167308848349548,0.0994716988009823,0.598706312374724,0.161325018372211,0.154060531863323,0.183105381448039,0.151271579132793,0.485981409942937,0.253798772273022,0.354833314438277
"Irf2",0.501925055711174,0.245540184002159,0.370143759623856,0.432339838538722,0.220949596063433,0.323159243802749,0.384655584951438,0.480777175732066,0.315660120433634,0.554888507295363,0.482323632537042,0.399855585091298,0.449999292509522,0.66893714085083,0.420929766217934,0.379420212470396,0.704953130539405,0.529001873164455
"Itch",0.267488288701605,0.509622359110066,0.345737779308707,0.383172152957972,0.341691430031928,0.329794591547917,0.395776314052856,0.299012910111621,0.520815576523976,0.443676216064792,0.416024299495605,0.40077459833719,0.513201601695751,0.51400456341263,0.414827844116977,0.477404523664865,0.351614575027664,0.321174761763092
"Mlkl",0,0.00191790922555644,0.00236456730949084,0,0,0.026889239367492,0.0032183779075068,0.00269142750298105,0.00381084209432516,0.0234921016861501,0,0.0349319595288681,0.0924941170288659,0.0641436963191814,0.0118945405710355,0.0184910335833797,0.0188726620599451,0.0229520683274363
"Ogt",0.703892483489521,0.959745360406495,1.01627272704503,0.714185064271745,0.654674438555294,0.792845199893754,1.14650303118264,0.805768279354629,0.900972102406771,0.781302317596073,0.827947417873532,1.05734665128736,1.26907397209672,0.759363184871458,1.27095609646288,0.994681217627623,1.05091975410642,0.997509599038772
"Pdcd6ip",0.117252668668462,0.32596195376268,0.155636623949838,0.148983525682755,0.251512288364459,0.099599818919284,0.170032104906799,0.115334938926072,0.36623134993966,0.161931908594989,0.248987879092496,0.237395010303063,0.302377749249608,0.254609177579609,0.191021873919639,0.448789659262638,0.202517428036887,0.326288864092827
"Peli1",0.162872089397365,0.268573459967391,0.246970480093953,0.147244284059199,0.239522279910271,0.137085267533183,0.289525403996583,0.289294265146083,0.295475471997938,0.484345836482697,0.506668810361584,0.224284232889676,0.247127076941854,0.667335466078223,0.356866916305877,0.342433890991844,0.338083991318962,0.551398816895761
"Ripk1",0.0402240968312422,0.106383125537154,0.0905306158087393,0.0603554338882686,0.223967303094533,0.0808774620173377,0.0999473525003957,0.0719244349995456,0.129560480052356,0.113122452780481,0.252046400140127,0.100410899760215,0.13439606487518,0.199778308395969,0.132290754332017,0.155929639386291,0.126683366278939,0.219767598618804
"Ripk3",0,0,0.000135312305271161,0,0.0125554865758425,0.0185572186089411,0.000716202492462894,0.00343938158616396,0,0.0150942944382937,0,0.00596617522287609,0.0636557418449783,0.0798850273331608,0.00246397504116648,0.00141195165612272,0.0162407844455002,0.0224317532987049
"Rps27a",0.0328575816577689,0.0437291560934353,0.0402751430933369,0.150621259266713,0.363065346396403,0.0707273454685307,0.0588569530141075,0.0346745544986111,0.0547166528980787,0.0991897318645827,0.464901215579646,0.103120735553782,0.241810868158047,0.257478154622724,0.0974247688266472,0.210407806481166,0.173428425325915,0.703162007066818
"Sdcbp",0.345762115108634,0.058331537946455,0.18798345708337,0.0471428277864744,0.613724069235928,0.171755212731673,0.212337512916622,0.386489194623166,0.0586460443436603,0.190914466092592,0.638064903669137,0.274569289319582,0.453909468086256,0.496795001274301,0.323452617104667,0.187844919350856,0.624998521128595,0.706973211888864
"Stub1",0.0460632732214146,0.0369477942414766,0.0526186417507716,0.168910250564686,0.119780565616944,0.109343088166314,0.0755680837800481,0.048825947462312,0.0342398880180569,0.0517491769997128,0.176573793861073,0.0179361612507678,0.119804498659268,0.0987885634117939,0.0800787126886473,0.062825510618683,0.0808888358824353,0.183623347610354
"Tnfrsf10b",0,0.00555981537155404,0.000963807566303813,0,0.00482670142127842,0,0.00136523966560658,0.00791529153775652,0.00303893980766731,0,0.0432219818328857,0.0127468148119709,0.054554202560764,0,0.00108844273900456,0.00424739955864511,0.00516900410479852,0.119990981603465
"Tradd",0,0.00817188782098153,0.00273781891471254,0,0,0.0395202003913187,0.00448470955629782,0,0.00477447831006971,0.0324273471364016,0.0234099651646876,0.0158233668897689,0.035345247479282,0.0443173156111275,0.00487549489134509,0.0142156562414438,0.00732588213642271,0.0310554407095072
"Traf2",0.0296974710774428,0.0187607751789965,0.02235988997746,0.0617484028194413,0.0180153115562509,0.0530734595457864,0.0277845719629668,0.0348079594483559,0.0299626985900739,0.0790091299148536,0.0402532104900241,0.0186397626070074,0.0802586426982401,0.0994590852271664,0.029615812045091,0.0444094083505428,0.0768225233951998,0.116275902118015
"Ubb",0.0281481440342213,0.053504761611056,0.0351695209753812,0.167115722086187,0.422561927130759,0.0849492825110161,0.0747508543037607,0.0620299389847388,0.0586349145286339,0.122387932893485,0.615194590306797,0.153635044186356,0.149940353876458,0.179821958962474,0.100554906592944,0.292461845804581,0.146639678224889,0.445754586056086
"Ubc",0.0535905414241806,0.0453287787347613,0.032843509703984,0,0.185520128706127,0.0159956909008765,0.0438359740096708,0.0499537137609695,0.0532023984916703,0.098145257198083,0.448042628688472,0.0855771004625132,0.12336004141714,0.193738360165769,0.0507096538073461,0.223804642735183,0.178049566727143,0.299216987554156
"Ube2l3",0.0706818290758251,0.0820790194295063,0.126255875167173,0.168742223164749,0.128327853761072,0.0924013130713741,0.141056901554458,0.0684066667698323,0.0889619480741672,0.151271630012507,0.123964970575001,0.130148219466421,0.181468574721147,0.176153821848214,0.15433941788096,0.113555382353257,0.151722263369436,0.210356544058598
"Acsl1",0.0882973879489982,0.291637693283189,0.204079909524647,0,0.0902075857491152,0.14894286938694,0.239323159726116,0.0799728301283989,0.40260406024432,0.0466591278695108,0.188410684282916,0.22661462542738,0.204224368255086,0.0837548283159223,0.26411702165938,0.327925002000357,0.0577401201698469,0.11399953873627
"Acsl3",0.507592482126747,0.425076062634279,0.186937861689191,0.113607265621244,0.232429877582483,0.179085100792136,0.222598865085008,0.433253231196046,0.392894003051747,0.187885665202173,0.208215144099371,0.16426959938377,0.129754509263738,0.0759479613471778,0.223622727091464,0.435862835729897,0.417589122936451,0.163919204922932
"Acsl4",0.202203329375406,0.125223528024544,0.327710182932796,0.17671112240522,0.182739078037995,0.128672710129413,0.374608516780266,0.201843756194223,0.131433700368044,0.313963792310733,0.174460783330848,0.144637490367371,0.268346998897104,0.417534733974189,0.432382283808369,0.147416882353856,0.197869460467085,0.167869262570918
"Acsl5",0.00973030107214132,0.0188751686513407,0.093657932418645,0,0.159451367893494,0.0532441182986007,0.101916007686975,0.0089194629014117,0.013630660217961,0.125187473438534,0.154210475182886,0.0831556550901892,0.0830701751502791,0.189669969983015,0.115253481492167,0.0170489388216779,0.0252024312308588,0.224913830463464
"Acsl6",0.738733916315966,0.0430126273406678,0.355482357012547,0.0614088681953752,0.110183024287262,0.131796114799238,0.375078636572013,0.767847582693748,0.0283585261176768,0.0771284788409146,0.116885615331629,0.0486625758874515,0.035777961128851,0.0146490007732928,0.364611338341811,0.0347190370383878,0.584697212108371,0.0312030140931216
"Aifm2",0.0246020620997588,0.00265560372932575,0.0228694874086271,0,0.0170945281423656,0.037268792309885,0.0335241207968558,0.0735150051908678,0,0.0164343819938763,0.0148710373890419,0.0225473233162326,0.0737554284987671,0.0177345169254725,0.0351939966681829,0.00792781830136038,0.062017546331831,0.0145626210013414
"Alox15",0,0,0.00153823376719882,0,0,0,0.00140683275017027,0,0.000865072296162918,0,0.0127442449414789,0,0,0.000582143989340459,0.000832624164460699,0.000393563140297818,0.00195693992216994,0.00161489551850175
"Atg5",0.0850970714414907,0.0675265300572383,0.150356021545344,0.154944583114123,0.140599560145731,0.158949432198247,0.163251351572823,0.129247911808405,0.089021046149791,0.102675512477527,0.28283994738634,0.128482357758117,0.165901956905271,0.184323320612193,0.1606839410123,0.111128828423107,0.158340680543652,0.16634474005342
"Atg7",0.113718399405718,0.128908721488769,0.195441479141019,0.240544987200266,0.160347446924268,0.133594209354956,0.231421868929822,0.138754143555421,0.167793560989461,0.485753207662103,0.143709289507218,0.185921831654509,0.211940511452003,0.844503765294819,0.262840982569081,0.158814723040992,0.225800802585755,0.212645804839975
"Bach1",0.012515247732393,0.0210433067086454,0.0321525741277261,0,0.149134015280409,0.016497156995294,0.0397113358400857,0.0400828201712363,0.0539050646162594,0.115099085340266,0.12115583134758,0.0774832530815515,0.166442160761767,0.179045942253036,0.0514244824227336,0.0650613477654776,0.0444611682472004,0.202351451776077
"Cbs",0.244044432145399,0.00285318835033608,0.00452525722454185,0,0.00630719159917293,0,0.00679297674416074,0.401312466414439,0,0,0.0289692938977987,0.0260929240473191,0.0109856409559022,0.00200964567216386,0.00391763143249745,0.00264293430429908,0.175497812493162,0.0143282823990014
"Chmp5",0.0684395239645806,0.0547611117838519,0.0944960397769371,0.12249636316823,0.303210100367948,0.0463457836154642,0.10421006691932,0.0597504402131959,0.0745941118154546,0.0285336386307251,0.301520797098273,0.116717760458673,0.0954359684886644,0.098976221357987,0.120413488007406,0.093247889524427,0.0786810619820979,0.218440481938326
"Cisd1",0.0461806718415768,0.101220854452844,0.107885236758784,0,0.217360702263594,0.135730018517732,0.142135647174671,0.125471760177189,0.133392550426994,0.0791135013464865,0.165696889573062,0.223665438825756,0.213066895193123,0.103505884338125,0.139349654083019,0.120927551892516,0.131204925449345,0.168972379665316
"Coq2",0.023276351457754,0.0143868186140475,0.0749428117151385,0,0.0380608976266685,0.052717536465506,0.0871769069567539,0.0253359541570514,0.020088660678026,0.0336571142678509,0.00759155111008055,0.0835213241197004,0.0342772894376137,0.0443263929001259,0.0880410373311734,0.0247101726696583,0.0356209734137794,0.0499526619395407
"Cp",0.0277470917097277,0.0128791436385874,0.0130383264853895,0.272891445393674,0.0277482347575658,0.0993063746350923,0.0229796198650031,0.0953612543014756,0.0173433099175157,0.651779409849175,0.0605613858015302,0.370306419772965,0.741840007555768,0.930009176128806,0.0716132921490483,0.0605675153834252,0.627137420461843,0.319139774542193
"Dpp4",0,0,0.00373598884761101,0,0,0.0201497991299412,0.00480018992897849,0.00341440115520458,0.00171468891245817,0,0,0.0424496910689532,0.0412934553521683,0.012264391832364,0.00589790640530604,0.00320277807035872,0.00236480076200218,0.00223246022681743
"Fdft1",0.444699627116791,0.301635246384548,0.142738363643733,0,0.12104056976235,0.098741474682486,0.17702336904496,0.260047991489996,0.342578769982675,0.107919017259762,0.157824835541024,0.134403885763373,0.148366436521085,0.107911538440698,0.203540371415061,0.436434981038715,0.259832483775389,0.153020405223541
"Fth1",0.0833230874353273,0.0962424153178879,0.0585320607790345,0.113670957352645,0.49674732830093,0.0515268086530537,0.15133182616919,0.17542127379955,0.168138873233806,0.210446170678963,0.541053106114698,0.241182031930999,0.550961967898356,0.815751151874895,0.251894163993352,0.638776678726808,0.664829676520423,1.06203610380752
"Ftl1",0.00819159866424041,0.0084737824472288,0.0118317120323329,0,0.0643144070913876,0.0523354379637982,0.0196818361323437,0.0187050778676252,0.0263129620129314,0.0452946151679638,0.064084649572903,0.0573532440140871,0.0767001758155342,0.191915551632726,0.0355784443090253,0.129743141825199,0.0631801193560919,0.164574850969529
"Gclc",0.0550394932313896,0.0414928268073891,0.112206377332314,0,0.0851001282948343,0.171049533678239,0.138880374732573,0.112249190892401,0.046101556508286,0.0471396338847138,0.195392761950693,0.185905145783071,0.241569695649179,0.141773380442071,0.134927141213944,0.105962611776756,0.146600697231306,0.110095662241191
"Gclm",0.0346649797331743,0.0169281757445276,0.0506403858630098,0.0947480365310455,0.0433697070335583,0.0400186022053384,0.0551628867944591,0.0482434794719525,0.0244686302317987,0.0154479368057079,0.0734249981169575,0.0278306810572294,0.0753805400991369,0.0319353413167478,0.0682248608909615,0.0327598302124023,0.0990943872271471,0.101976763358106
"Gss",0.0538432722458516,0.0252944573905212,0.0492785988034883,0.11749598568861,0.0681111999567138,0.0323847812557212,0.0704121032523351,0.0415366572131994,0.02866723320758,0.0158441907394193,0.0193031144693405,0.0501915966901379,0.0976486315925929,0.0414297899224199,0.0740235064663692,0.0392346947595125,0.0711548283002085,0.0363593116611503
"Hmgcr",0.223600898513402,0.149293524636693,0.159903557001994,0.0579131124131258,0.239428548929587,0.164421546471291,0.181936810489729,0.166329425849149,0.147470026962444,0.0736751992255249,0.319750464791062,0.0825258735518536,0.158926452786767,0.0880237521362236,0.189732486432081,0.257669603989947,0.162702025861134,0.184245057049114
"Ireb2",0.186543013309531,0.1862316402769,0.297532042017132,0.165388905737715,0.236072534389879,0.284023646399172,0.357635516661647,0.255847103339804,0.197413759922337,0.273498369999589,0.317876759124618,0.278134558262065,0.398582905668587,0.387100920186801,0.399932541348473,0.229829533280702,0.28366640884449,0.365769614216562
"Lpcat3",0.1228583486555,0.111403084593221,0.114127822000488,0.11861154651484,0.40714608081638,0.065831919696644,0.141901528317532,0.174080135590798,0.127395092115866,0.204801285729991,0.378251248118011,0.157292893671202,0.246822524935739,0.270697108627907,0.134132034669756,0.122825521051624,0.187500250589444,0.22546343050805
"Map1lc3a",0.0119244718920104,0.0171423439254963,0.0310128418476477,0,0.180737894805064,0.0397583253502798,0.0481120960189311,0.0269726906937819,0.0202435875581094,0.0367787880320474,0.204732089829596,0.0583757488115746,0.0471338689284893,0.0451351554374406,0.0588585137085668,0.0522119508083573,0.0613894928499849,0.210996788990585
"Map1lc3b",0.0165098691923614,0.0227138371490469,0.0229877386739167,0,0,0.0193057824107138,0.0328420999702572,0.0326547715154653,0.0289771222776962,0.0469379172039407,0.110779981264821,0.039918320399348,0.0318624824466322,0.0290041208601257,0.0389603272619697,0.0386063061483164,0.0313897860364572,0.0748033430508859
"Nox1",0,0,0.00319967048384731,0,0,0,0.00344212570795339,0,0.00159454547558221,0,0,0,0,0.000675312228479296,0.00493684567017293,0.00344209959483507,0,0
"Nox4",0,0.00506221633593692,0.0131492056185225,0,0.0163071257928917,0.0207596315196879,0.0241988918501672,0.00366620851943557,0.00134054087416646,0,0.018019577192379,0.00504969603537702,0.0112451033402979,0.0017672080042859,0.0246486963934356,0.00535385100118739,0.0235904415607838,0.0646883707624674
"Pcbp1",0.0159228136779531,0.0320388288152135,0.0220348753833513,0.0540871918456204,0.114677338005693,0.0501561115168367,0.0392525399646902,0.0428954500655195,0.0396639904710302,0.037995061721065,0.16978771489023,0.0648163874198722,0.0634930719391159,0.0716845291798227,0.0449883425021296,0.0778779095412815,0.0772924083933754,0.229012719867263
"Pcbp2",0.157228535586829,0.227019731015072,0.278501536868448,0.328100080905731,0.373738832480625,0.318606451467355,0.350757696569406,0.256364678313774,0.245459997412024,0.294633027001359,0.372531693893158,0.328506035554753,0.555615179548318,0.393417633619891,0.364626256062537,0.335804317679594,0.415050532661988,0.431647711086004
"Phkg2",0.0627568073350493,0.0503528311408684,0.158250550976656,0.0583191777295791,0.0863119557582571,0.152507908048642,0.229791928562298,0.0763875839842137,0.06893871904475,0.142208374653952,0.104429508802889,0.0719066544487812,0.172428132188808,0.194279183488879,0.19885159677861,0.0846713767046747,0.134192709577886,0.150529524236878
"Por",0.168953929641823,0.0500491249912354,0.0995995293917808,0,0.114564905935108,0.187799177945086,0.13091315463581,0.122970789134957,0.0642092340792195,0.100126977970332,0.251824575610548,0.153433252297501,0.133044588397401,0.213050338411914,0.12130611783579,0.0628085237210942,0.23113744158468,0.137544808162506
"Prnp",0.120756686906363,0.146832983518687,0.151406596203919,0.109968741738279,0.139909884614678,0.144708461246885,0.224913158421353,0.266329864448261,0.192413544830249,0.0771531232294949,0.147713578357989,0.212982273884505,0.160852736853194,0.0660460310052417,0.264074193926593,0.299810082945653,0.394397060083915,0.123925685403724
"Sat2",0.0363107234334524,0.0162052814325865,0.0222950809458708,0,0,0.0231591488770287,0.0333732311570965,0.0676970811059666,0.0237851109148164,0.0235531839882389,0.0469912245884699,0.0501649303325213,0.0466723556835537,0.0158894727218775,0.0399502368017437,0.061827054584472,0.075622184937951,0.0176573996547304
"Slc11a2",0.0333359164355993,0.070796226674968,0.0933180703342344,0,0.0975304615596044,0.0392203126492281,0.118449507173884,0.052698903567694,0.0740278684772773,0.0445977138746149,0.116646067140073,0.0517993421527055,0.137527463531539,0.0722031717582812,0.105057464098766,0.0745208157124876,0.0755101072551458,0.0932954276310969
"Slc1a5",0.00580743135921809,0.00296645969714172,0.000984184684923136,0,0,0.00918572735230639,0.00190502186519287,0.00298256989047516,0.00633781931799653,0.0289881654073846,0.0191863513712257,0.0094157997079582,0.150514915178278,0.0521713506419833,0.00815998268751451,0.00949248276744433,0.0263124238502812,0.0568698302025265
"Slc38a1",0.183679828915185,0.0806829800289526,0.4331760406459,0.0959456211608561,0.0921856144923693,0.123873144306868,0.472423220758845,0.364036815412749,0.0494205036001184,0.0641660922857909,0.149640946245483,0.0935797489622763,0.0917408133723694,0.0910972931693629,0.41246454873977,0.0646907181983614,0.52502642648331,0.0482170670514908
"Slc39a14",0.0316914795586226,0.0246673210312893,0.133610013897943,0.159341742316917,0.0417738084943993,0.109893916417183,0.158715928697183,0.0294077655866721,0.0324022846778444,0.0682158995016045,0.0350280944827598,0.180571521236547,0.368551681738626,0.119679788882578,0.154357236648441,0.0339924081535883,0.218926408605785,0.0764705711002005
"Slc39a8",0,0.00140606659201531,0.0199370265866523,0,0.054301310951822,0,0.021598695450755,0.00101511389751426,0.00213382727661152,0.0152037998125451,0.165681208472352,0.0122515103643088,0.022338197385937,0.0533042785407788,0.0247678454309224,0.00366158292062269,0.00860309163959559,0.130512985850241
"Slc3a2",0.077365926133972,0.0411937174629624,0.0678012049102976,0.119110143922744,0.35308660711026,0.0892859332319541,0.0986252060032656,0.155200150610125,0.0401607644604657,0.0987461467539371,0.532113599407498,0.182019662727576,0.291480585286042,0.181561890365177,0.107208791182357,0.120162345003199,0.415900822893069,0.547108865819575
"Slc7a11",0.280541746924659,0.0223572120057807,0.0716517667165798,0.0617865162309199,0.0717212266244666,0.74182839353177,0.0725351982473655,0.352064374408825,0.0135883179492371,0.0230247726997857,0.0957266405040513,1.34883006393614,1.28267256943311,0.0547796255276675,0.197702769073444,0.0332366089021317,0.566554086534251,0.146811734067773
"Steap3",0,0,0.0011084640056652,0,0.0362918024603442,0.01925137604605,0.00243703968261771,0.0414567561577956,0,0.00442053300649894,0.0504165353866971,0.00639649288865558,0.0128603786945425,0.025629596845291,0.00323268763663337,0.00224038484547992,0.02758617959354,0.0227487576473706
"Tfrc",0.0590482878929825,0.0771174140301412,0.177418293624835,0.107255514532042,0.822149952019599,0.0669329118371633,0.186129527888754,0.0692419253985848,0.0502720687777918,0.059843569797124,0.758795014159872,0.0746947792377532,0.0914763008718685,0.284286823258099,0.181403592334497,0.0922004988999352,0.0954673054550144,0.516540121257916
"Txnrd1",0.0719119305004924,0.0675058457829118,0.135129001586336,0.148532871479035,0.0884069077870897,0.151008807309333,0.174914878401919,0.105274032978424,0.0746554912205188,0.146566007325176,0.201218202160014,0.17881196890901,0.370818721304349,0.239883024556786,0.219531842388543,0.154153297004928,0.267520701065004,0.405107976278034
"Vdac3",0.0888434732937156,0.0818165803727678,0.0970989492739186,0,0.102770948482177,0.0295090455688011,0.130383270158126,0.130134739533607,0.0953595995461794,0.112490100343142,0.126440228808119,0.0749701188080516,0.134493337915891,0.141226084219302,0.149144018309025,0.132739550895996,0.137440005201816,0.153650779666128
