"Neuron--Control","Oligodendrocyte--Control","Astrocyte--Control","Fibroblast--Control","Pericyte--Control","Microglia--Control","OPC--Control","Endothelial--Control","Neuron--Sham","Astrocyte--Sham","Oligodendrocyte--Sham","Endothelial--Sham","Fibroblast--Sham","Microglia--Sham","OPC--Sham","Pericyte--Sham","Neuron--D3","Astrocyte--D3","Microglia--D3","OPC--D3","Oligodendrocyte--D3","Fibroblast--D3","Endothelial--D3","Pericyte--D3","Neuron--D14","Microglia--D14","Fibroblast--D14","Oligodendrocyte--D14","Astrocyte--D14","OPC--D14","Pericyte--D14","Endothelial--D14","gene","pathway"
0.0027543138077728,0,0,0,0,0,0,0,0.00316726117104257,0,0,0,0,0,0,0,0.00344867807056666,0.00255288695254888,0,0,0,0,0,0,0.00399431353159253,0,0.000797346600064104,0,0,0,0,0,"Ccna1","Apoptosis"
0.127864906448682,0.0201613536632829,0.0196707366821481,0.0546229118283184,0.125498031781929,0,0.0534649966077112,0,0.1287951210244,0.0289068229407151,0.0169976026612464,0.0533718328379529,0.125718197624333,0,0.036782076885316,0.105603904798993,0.221331300556271,0.173892035666644,0.099240162675045,0.0843533817694402,0.213777421497161,0.213507740726357,0.186025423581554,0.294957815508718,0.174028857453562,0.0960440121869729,0.251463181529651,0.047797769388092,0.101306071976444,0.108406970354841,0.0909765744311167,0.116469810124543,"Lmna","Apoptosis"
0.126023473504512,0.0378293572725891,0.0839857351853772,0.075843446845821,0.0577747975948188,0.0147663673068848,0.110853398450345,0.0461162492922822,0.121531191991281,0.112680675523907,0.0580367847045218,0.10817826415103,0.0663227897201603,0.0491978372345207,0.0691460033543005,0,0.262751173270154,0.12131086020539,0.162244095384039,0.248668358202679,0.120451416728797,0.290301841444787,0.221758624876968,0.145379234203069,0.176825418009186,0.09918301726587,0.138452579595719,0.134073065201292,0.154963798483695,0.0662288509596319,0.0809899496530764,0.101841715220039,"Dap3","Apoptosis"
0.119791090607205,0.0644662506077886,0.0711404193327318,0.248659497240736,0.181720792321069,0.36412193673285,0.0636453558652188,0.310187311977167,0.12050309536247,0.0549419352788034,0.0473203909551247,0.347615116652057,0.325163874509585,0.2312772806395,0.074011691015684,0.174575071629156,0.100001593858961,0.824742566138018,0.433982097165343,0.0926540845293119,0.156191798823313,0.184646526021917,0.355341533016588,0.293641602429627,0.0654668567174961,0.31893702578737,0.13390532731659,0.0715039561949957,0.073947275259212,0.0959703194830747,0.0978604979794768,0.225875986592291,"Mcl1","Apoptosis"
0.000954594799589473,0.00397602272560659,0.0133685206458501,0.089377125805712,0,0.288591340561937,0,0.330733320392676,0.00117581491186341,0.00632488984406882,0.00954414231993182,0.210942495307475,0.140658049682061,0.159094853858818,0,0.0982222563839236,0.00789566098010253,0.262542935486831,0.100710007705008,0.0190432872587373,0.0690181217327131,0.115042150936123,0.152580855586314,0.0514313587503528,0.0043940942294316,0.0679312408144184,0.045284780645034,0.0282670269556007,0.0659866997201862,0.0361425684472215,0.0235194380681448,0.175517764179457,"Txnip","Apoptosis"
0.00103140074257472,0,0.00522724178135775,0,0,0,0,0,0.000492784097947586,0,0,0.110146115831156,0.0164338482529277,0,0,0,0.00110021096499197,0.00717486990698746,0.00286604057678329,0,0,0.0282678179184844,0,0.0272388517587547,0.000847552882115108,0.00474821906095441,0.0179729927761893,0,0.00320259209547778,0,0,0,"Gstm2","Apoptosis"
0.539553721160224,0.0447088884935443,0.0625450105081051,0,0,0.0178654915782874,0.0126155687696084,0,0.492829505547177,0.0371873111449414,0.0292228178996233,0.0498444222348766,0.0153665380915533,0.0891326476515033,0.0930196564677775,0.112302293930529,0.626232450042704,0.0595024692645056,0.0439150761695527,0.126584308985913,0.0424427915692907,0.0568290458785595,0.0564062124428738,0.0597133668144287,0.569680818413379,0.0487612720796041,0.0522515590929051,0.0243168584829769,0.0583636865814248,0.0693854388316076,0.0567306305853889,0.0667318809919491,"Plppr4","Apoptosis"
0.156309189495536,0.354091121113395,0.172635534445196,0.61573879357909,0,0.0147208551916562,1.34710833319524,0,0.13307484926435,0.244742192415078,0.420839954604403,0.0774196204683977,0.343042300070822,0.0177064409602484,1.39045645236326,0,0.486412360635561,0.159511617800871,0.0496219059441499,0.985811093227353,0.299831536212592,0.392960218924753,0.0978365355186407,0.0416981490292762,0.13889412363329,0.0364793819623594,0.399563270094284,0.457602498355938,0.530251235569365,1.28183139302307,0.0352104403993289,0.0298699207949915,"Dpyd","Apoptosis"
0.107319486393344,0.0778285432411927,0.0898174831373147,0.0197604412491398,0.0796553574232163,0.0362002241226003,0.0707868765242577,0,0.10133328517753,0.0822234490199166,0.133793387288428,0.163791636906657,0.0490921807730931,0.0351990266265863,0.0527155205022464,0,0.136839453075886,0.369682435293795,0.172674969135601,0.155922801157996,0.102615668697282,0.195845479225034,0.259120741639183,0.0983639772977723,0.102353318422387,0.0353500624246611,0.0891899671548111,0.0935142439440493,0.123367833908203,0.0645875525446966,0.0221148161015407,0.158933351205049,"Gclm","Ferroptosis"
0.0117741561825055,0,0.00485526287253666,0.0347328931288207,0,0.0165439545617604,0,0.0436712016358135,0.0164675386297077,0,0,0.0366829777333925,0,0.0317306922273638,0.0130477283725934,0,0.0317337679972425,0.0251387286818515,0.0311404251136634,0.0162570096483224,0.0127945787873019,0.0252131147803061,0.0320438744161704,0.0164177922094882,0.017934770559554,0.0168750989159071,0.0360448710018856,0.0213522259977601,0.015619360449256,0.0081755532840127,0,0.00446276737802229,"Casp6","Apoptosis"
0.00227494494023139,0,0.182587413134766,0.243976802898524,0.0606025566051322,0,0,2.03529424015025,0.00120403174463817,0.144317167023944,0.00733103536340793,1.71166957266494,0.236593221039563,0,0,0,0.010667948899433,0.125631519502522,0.0313265848505648,0.0312633963496273,0.00960335230158289,0.468467618704986,1.52853303713416,0.200348022464064,0.00890247950702648,0.073999260864498,0.15967147501572,0,0.128828091116251,0,0.0774510272633741,1.2502040920004,"Lef1","Apoptosis"
0.00553298975877027,0,0,0.0481310104269368,0,0.0191703968310986,0,0.222689617183603,0.00534118426197075,0,0,0.215726281579932,0.030925429465839,0.0327905352466796,0,0,0.00727280483701895,0,0.0184526830412064,0.00814202428207726,0,0.0556823457621319,0.121550246765523,0.00714092195589365,0.00568155204704456,0.0383132278677295,0.0175281710167865,0,0.00427367207228331,0,0,0.0891702837742398,"Slc39a8","Ferroptosis"
0.0315505565976536,0.00982195681721628,0.0445494391792935,0,0,0.0313496787448434,0.0139010491024768,0.136574242874124,0.0331243794790188,0.0115562454495681,0.0231727999269708,0.0534284667152979,0.0396950325902287,0.0558010310043508,0.0407498330589091,0,0.0310183288751916,0.0303297505209679,0.0507278416980138,0.0205199460314019,0.0455924474039852,0.0140247443821556,0.0994198662509375,0.0543250097830032,0.0302482989009257,0.0481591689691904,0.0391773440788495,0.0526047042851793,0.0406692962913471,0.00881756555223902,0.0226597911578884,0.0146350133412977,"Bcl10","Apoptosis"
