"","Neuron-Stroke","Oligodendrocyte-Stroke","Pericyte-Stroke","Fibroblast-Stroke","Endothelial-Stroke","Microglia-Stroke","Astrocyte-Stroke","OPC-Stroke","Neuron-Sham","Astrocyte-Sham","OPC-Sham","Oligodendrocyte-Sham","Microglia-Sham","Fibroblast-Sham","Pericyte-Sham","Endothelial-Sham"
"Sptan1",3.41482115966073,1.69142611448651,2.23089924703643,3.22585314882646,4.65211531449651,1.48486427338625,2.46514398181439,2.63114911146081,3.43015158650842,2.26815284056199,2.41937016532205,1.61812865039308,1.62070617062818,2.66681978790974,2.75657725627593,5.42660583003944
"Gsn",0.181509969013509,2.13048430582669,0.309589761005586,0.941860814439732,0.298212424691077,0.425177116872239,0.69810438326669,0.716474838762356,0.152332714842082,0.394864046883566,0.548269405268155,2.1563300248144,0.153842489816885,1.3555899867092,0.34747187650361,0.145531808479029
"Dpp4",0.112602147050358,0.0149744792349121,0,0.957490236436888,0.308693748175771,0.0315067410076091,0.0202383079927913,0.0228542008251558,0.077970880703469,0.0223010777637959,0.0334561876105982,0.0149220726755313,0.0655594911743058,1.10002929397309,0,0.411786650197951
"Madd",1.61530988727641,0.555107091322265,0.753644593307639,0.504552890446915,0.708764333950477,1.42153597192012,0.462379126627146,0.881779049258609,1.57356172080706,0.501300194863634,0.817532945245934,0.423570469530059,1.23061903615167,0.565918714129283,0.905275442441568,0.791428554654249
"Cd44",0.105622950410917,0.131702570830817,0.278883019023955,0.196244302365965,0.061092316807826,0.607445430901059,0.940771971657219,0.125745930209781,0.0357363306695581,0.118414569543942,0,0.0398409771657959,0.0297384329933038,0.0442264983071488,0,0
"Bmf",0.0100857789754024,0.0526595806916517,0.0209953992563948,0.18465218111791,0.153068685464471,0.347586979385645,0.0220254353293148,0.0239559854580617,0.0122954231409236,0.00945670242520594,0.0229789693491091,0.0482663662916434,0.376799908848551,0.161032914492684,0,0.0841137166887884
"Plcb2",0.0424941870244095,0.0182416087025512,0.0212450857567827,0.00784430032711421,0.00958754778166314,0.606880451803146,0.00970755554159347,0.0122436670920704,0.0338160335981137,0.00829915177710214,0.0118868578087284,0,0.496626260674595,0.0108286520834001,0.0907660168416548,0
"Bcl2l11",0.0796301706269963,0.172459087987811,0.343176923565216,0.597735861045974,0.405881033195976,0.877778021375471,0.10353898570298,0.0665331572785407,0.0644805667541904,0.0237382512557166,0.020732905391724,0.230413402460934,0.350255194151663,0.232958015771059,0.191235034491642,0.305445842613647
"Slc20a1",0.754901541771402,0.240393381847192,0.552109353590068,0.525394148258343,0.380369270722611,0.314558679671926,1.93241146841076,0.284509098532164,0.655477531785599,1.46317290328984,0.220508622850904,0.233626730109328,0.210169616452098,0.304509338256637,0.439192886953092,0.158184836229282
"Il1a",0.00270287560152308,0.00458027183894009,0,0.0042238380832471,0.00445392632650494,0.347410587459698,0.0030122896585118,0.0057176478102732,0.00166340620529427,0.011253170059482,0,0.00633040488275577,0.4472078142005,0,0,0.0366276377016311
"Il1b",0.0126868482902832,0.00235491504955412,0,0.0119534923307,0.00782832832020403,0.0666693920907278,0.000649658777015646,0.00557539133823727,0.000603055129059112,0,0,0.00988621511815421,0,0,0,0
"Cdc25b",0.17383427599576,0.0435352286030605,0.0819054276612607,0.413874297481108,0.163619448604413,0.0751807494109307,0.186004690319489,0.0778670186941957,0.186223775548184,0.229007546578481,0.0475389552526413,0.0444538230229543,0.0631281315833699,0.31598491887431,0.113224806795506,0.118589818684642
