"","Neuron-Stroke","Oligodendrocyte-Stroke","Pericyte-Stroke","Fibroblast-Stroke","Endothelial-Stroke","Microglia-Stroke","Astrocyte-Stroke","OPC-Stroke","Neuron-Sham","Astrocyte-Sham","OPC-Sham","Oligodendrocyte-Sham","Microglia-Sham","Fibroblast-Sham","Pericyte-Sham","Endothelial-Sham"
"Prnp",1.32829892788292,2.15634024650525,1.79980957529865,1.47447706306123,2.35288266476294,1.49879853344829,4.44090982093299,1.36250708894665,1.20340048046682,2.8409335590008,1.18135216779004,1.93958569822026,1.53040705181175,1.11676480636408,1.75700774180733,2.03550973128813
"Bmp2",0.0273718607936225,0.0536551468279402,0.0299595871388862,0.10849843977257,0.00868606091628076,0.0196235603390595,0.023198022515464,0.0307207329084502,0.020098506392818,0.00889544044498767,0.0445157479823034,0.0672167286790712,0.0202097650436675,0.329131179223436,0,0
"Bcl2l1",0.812139216508712,3.94211935968375,1.22331891587303,1.04813389363219,3.14966789922493,2.21998621954112,1.25930271825253,0.612638183522037,0.800855477482726,1.33616592075211,0.682673763546823,3.93227765976164,2.13094530173675,1.17475912701746,0.801487341399248,3.86602120568697
"Chmp4b",0.696073709020869,0.771733956909092,1.17950808056883,0.970708363776151,1.152623289153,1.36692622475669,1.29818232398512,0.780805285392265,0.698692647240634,1.2097859687847,0.818936973605908,1.0011463295673,1.0253249189049,1.00428419428935,0.635946555059945,1.19849181672915
"Itch",1.80821299497247,4.9346576126027,2.94310272519161,3.06159187331993,2.2377019925189,3.12876220044539,1.92729212863135,2.52984287860568,1.79972675976645,1.82039673316079,2.29039307721192,4.70997455991223,3.53808724279361,3.08102410050245,2.04239958089583,1.48810596706262
"Map1lc3a",0.745284601178525,1.05243693114984,1.39002178782536,0.885319698736773,1.48838105843984,1.08571873414814,0.919674686081604,0.696792084841427,0.904022866703702,1.16577240466376,0.928673337825594,1.59343550712742,1.6096417466268,1.4425022286422,2.03619558252601,2.24127491136748
"Gss",0.223593005301434,0.55213088922291,0.142401691064588,0.212544507641431,0.105065977161772,0.115147049965963,0.287942059746658,0.205837610519034,0.2092825786528,0.326130067906825,0.185466202466943,0.669196644599361,0.0363779615497323,0.0634379290161076,0,0.0968012632702556
"Chmp4c",0.0854977964562455,0.055055655812966,0.0800710747507674,0.0386264416490144,0.0274635540771927,0.0715588977414897,0.0756718144053538,0.10351275475776,0.104161149838545,0.118013189859518,0.0731300467060086,0.0387173037738756,0.0794695207693263,0,0.0779102888145977,0.0623920679078695
"Cp",0.154154036414757,0.226196232761656,5.054765612356,3.59169153976249,2.99744907330566,0.67429302114295,0.34725679865188,0.92194526246232,0.133120772710246,0.166686460037833,0.983315215501712,0.209354107488255,0.542548611159957,3.24005859651353,3.3613636567764,2.03266917390236
"Tnfsf10",0.00754795750562555,0.0056508935845266,0,0.163493315799306,1.23257004046525,0.0992574280220923,0.0101219904880958,0,0.0078129550497757,0,0,0.00672241018238373,0.0468049180892208,0.238497934716746,0,0.866583254916723
"Slc7a11",0.104321096984184,0.123194827792088,0.304518467839036,6.70110785921993,0.220220804183791,0.206676583788143,3.70957562976017,0.117252432339306,0.0668297014429297,3.42287423377935,0.0491258346077112,0.0760635221759348,0.0592691110720263,8.77632915548246,0.0599583420600755,0.221836117104319
"Ccna1",0.00768003469446583,0,0,0,0,0.00557763348293549,0.000481426403704716,0,0.00418505800887069,0,0,0,0,0,0,0
"Lmna",0.421858411522677,0.378413173013115,0.736548717215881,0.628891211864467,0.648583218971046,0.252611728028862,0.33114746063841,0.237674880927638,0.420232755565481,0.357557774330721,0.119660431480637,0.324783473511103,0.195592719156709,0.733389723057212,1.05750254546082,0.929377679265107
"Dap3",0.561695768799012,0.458111978522486,0.67486358596303,0.633403009458747,0.63422204103121,0.568368319383514,0.570167233508907,0.549928249989735,0.611738126646386,0.642119515709479,0.360135837679647,0.572184948785463,0.444073412433836,0.764916395261591,0.617704536164077,0.636188446779347
"Mcl1",0.253492667033793,0.361383549444868,0.855876262115565,0.638094921111952,1.84264628119932,1.02263441572173,0.391524945634986,0.251018560404618,0.237969715706431,0.310683586468769,0.272022255356154,0.239864310405779,0.841773214012161,0.557907239614234,0.966879354111232,1.70247664237268
"Txnip",0.03542894040755,0.0827196923749624,0.202931986655293,0.485850774566625,0.883705368883396,0.388226232381951,0.173636622359569,0.0491427220304719,0.0220478275603436,0.114808422058882,0,0.0716364365000351,0.779396876347437,0.937643369382029,0.174981120544507,1.30266091565419
"Gstm2",0.00484679528503482,0.00657514227314511,0.0207237231307509,0.108130006701014,0.0539510032770521,0.0122383179601228,0.0170196588583378,0.00176748380935021,0.00371136714724169,0,0,0.00963274181196379,0,0.130953771819197,0,0.0140193619688763
"Plppr4",2.34619324169005,0.647309332974443,0.852847044048943,0.598938595451368,0.694747395213134,0.803480210680697,0.564518081558072,0.899377147187805,2.34010912899789,0.769485954482576,0.789544783285875,0.657797544673259,0.959768540976789,0.538178674411109,1.52499565359842,0.672405307386875
"Dpyd",1.18289271569465,1.82486084232528,0.298185106434842,2.75673493606386,0.207407958422432,0.213733398361181,1.30858622087076,5.99905594636828,0.946337087717847,1.11620501670304,6.01519768000823,1.57015426806943,0.188633681781319,2.49676972992479,0.128181618430286,0.209389383754096
"Gclm",0.50779390709151,0.61688364098687,0.714985910025181,0.479435113099312,0.843357325967286,0.501079835281243,1.10421389772028,0.483863916243153,0.492223373108041,0.898210123517013,0.413290569816818,0.514274495038793,0.438023951068832,0.588097323158548,0.497174197101779,0.769145448091999
"Casp6",0.0539410508686424,0.0312688439459917,0.0961896181190339,0.126757105982,0.223868307874931,0.0910945994582718,0.0795540738734089,0.0417756224601293,0.0647329285707776,0.109370731072782,0,0.0183293657566272,0.123412784763488,0.0200986710379245,0,0.227991047709612
"Lef1",0.0382030446295148,0.0389260720619088,1.30504893178868,1.32207772369861,9.00704992152085,0.0506207615200179,0.55010870638401,0.0376478127160372,0.020572232564187,0.664076539346656,0.0244276415861168,0.0430675878158762,0,1.80952641173968,1.40390055551983,7.50487516678379
"Slc39a8",0.0238260551515452,0.0155932128203305,0.0223224805831265,0.0712683148098483,0.772152471870612,0.191755078626765,0.0220920864489976,0.0123474165290161,0.0242124062911191,0.0265642294600225,0,0.0124603442064251,0.21355508800546,0.0279619633440605,0,0.596914993637592
"Bcl10",0.107314133152353,0.145645438259399,0.233506013661528,0.133824926500347,0.334241500359216,0.280103286720371,0.164127641710579,0.140055393910443,0.104982881052523,0.187629037668045,0.0821254634932307,0.103751575649484,0.439665224977958,0.0764793489013667,0.134760363741119,0.424674814230645
"Cth",0.0204988788049769,0.0260964796828623,0.0597302808318667,0.0203049024923556,0.013262630930245,0.0113254562278331,0.497823233499253,0.00972926334844679,0.0143060314180466,0.524421263940397,0.0390174608185823,0,0.0429028210448482,0,0,0.0279935099197506
"Sdcbp",0.662442279746978,0.488406268493758,0.999177967403828,1.00797525272406,1.19434864375641,2.06928815528865,0.730416024908882,0.537313641627795,0.668446918340328,0.899801477072687,0.518855937387831,0.599832932729788,1.16859313809219,0.933845326396191,0.990093407070778,0.486536243973935
"Dnaja1",0.856647075772168,0.920621288004407,1.34172050711653,0.788474763842493,1.41426556535783,0.945002252501862,0.826112106363501,0.699160735971616,0.985712823616269,1.00162166444827,0.837835505549605,0.957029924138235,0.720931406214978,1.29600926080717,1.85905655173874,1.66914360102886
"Chmp5",0.320747384091309,0.410514583851514,0.562977216030334,0.421401820180589,0.684151330654235,0.45216432768336,0.435001847935375,0.317187002680883,0.341696780572214,0.369269391234479,0.408232162403126,0.421709728295995,0.465300438593039,0.446422645995736,0.484476602747987,0.550016585367506
"Jun",0.318958107080101,0.528380560648723,0.409325241607329,0.651932905966366,1.54814342783452,0.52694304027489,0.911517023554707,0.525478726751429,0.277063433187723,0.696761688616729,0.440653966819386,0.601354849840208,0.690016228409356,1.07379993975337,0.281285252510918,1.53693163460326
