"Oligodendrocyte--Sham","Microglia--Sham","Neuron--Sham","Pericyte--Sham","Endothelial--Sham","Astrocyte--Sham","OPC--Sham","Fibroblast--Sham","Neuron--MCAO","Astrocyte--MCAO","Microglia--MCAO","Oligodendrocyte--MCAO","OPC--MCAO","Fibroblast--MCAO","Endothelial--MCAO","Pericyte--MCAO","gene","pathway"
0.0317243620456487,0.0215460469883739,0.080155676000483,0.188547791269937,0.210459197049009,0.161457072288239,0.0743518281091016,0.0217945640990076,0.0814826281680733,0.291343009959566,0.0261205784712824,0.0373307041488372,0.248858504029481,0.0727779407188932,0.0834224532610655,0.334128432994916,"Tgfb2","Apoptosis"
0.00282610191843796,0,0.002580210495075,0.0251945560562977,0.057040184060636,0.00365064284349085,0,0.0115696116203985,0.0193446700934953,0.100961708577926,0.151284224874457,0.184929871117903,0.0443034266310953,0.0351001950390643,0.0672623881108012,0.0344101619121825,"Atf3","Apoptosis"
0.0263235294033653,0.0286131640677328,0.0195203573097998,0.0186608365188635,0.00869163641467997,0.023630089045065,0.0146672275425956,0.0547334999402473,0.0191004700998078,0.0495773347535729,0.0824563904133956,0.0380337274457771,0.0466556017246522,0.0609908556689904,0.0321574969379982,0.0569587450195574,"Traf2","Necroptosis"
0.362200047522946,0.212535181000347,0.862763601811257,0.614569147532744,0.930787243040406,0.479071481563683,0.522886949872853,0.613326483213827,0.937241755022846,0.790651044358644,0.44563735966004,0.466971312167918,0.773719881716878,0.776199955661736,0.4747695518806,0.69880996665765,"Sptan1","Apoptosis"
0.26059084595065,0.0535357073852607,0.0494436078037022,0.079101261297276,0.0644739104807383,0.0708466485194273,0.128123253308373,0.182043692827323,0.173007557433799,0.213012305375383,0.210308309100623,0.730391900913722,0.2846739734114,0.34523745150895,0.108101009036583,0.152459888348229,"Gsn","Apoptosis"
0.00486646596383355,0.021999426188039,0.0437686817528629,0.0208936154114082,0.0622155447506491,0.00583630293517892,0.00715381040823839,0.176182530403361,0.0364982428270356,0.00980502430184702,0.0308921334717959,0.012762426669893,0.00916686695714909,0.216587255704363,0.0144916381743028,0.0182649722881917,"Dpp4","Ferroptosis"
0.129465693207817,0.297396152953179,0.53575397288878,0.155462339985179,0.137741636746322,0.118467998686773,0.277085859263554,0.139582938850112,0.481836853703489,0.127280846849036,0.346044910535145,0.159897808636907,0.307640106822337,0.189357488665775,0.0764289871846918,0.159221881215264,"Madd","Apoptosis"
0.00159268069644722,0,0.00253380394202483,0,0,0.00113362392824173,0.00184246715788961,0,0.00245462066646862,0.00408464407802567,0.00240684279525522,0.00408384883663528,0.00682553295564205,0.00362766663357996,0.00130664012369008,0.00297510844060982,"F2","Apoptosis"
0.00244814263520695,0.0403069037101154,0.0104512181095156,0,0.0119022106312451,0.0304854607489775,0.00327480965418006,0.0422862180405789,0.0749131605270599,0.491201595414844,0.406809403192522,0.250356094003565,0.238111031012474,0.208161528391871,0.172440153223758,0.31320296532657,"Cd44","Apoptosis"
0.00539746034646668,0.0879232576236935,0.00265750662711991,0.00382441042868346,0,0.00366917383060759,0.00290214139571386,0.038584394026677,0.00699889269181529,0.0155955750595793,0.0894018323812683,0.0238184094683456,0.00831179234885485,0.037154189629218,0.0156028018424494,0.0480949258243867,"Bmf","Apoptosis"
0.00709668844605978,0.0984781316303334,0.0134656750495799,0,0.00848572935982205,0.00165591213808284,0,0.00166138899107609,0.0113873391314177,0.00316614593763938,0.121337819754656,0.0103423290142016,0.00629602018044425,0.00665569370573362,0.00348947343317801,0.00576504614112677,"Plcb2","Apoptosis"
0.0244447553882332,0.113143361252492,0.0182259788969463,0.0869711842756415,0.0436177625250606,0.0288181784112754,0.00262189897065897,0.109021450455427,0.0416768093802561,0.0810048413310912,0.294838713323173,0.0817387746621296,0.0422758696485143,0.219615485915965,0.0802713059511746,0.266160345435386,"Bcl2l11","Apoptosis"
0.0682238682175911,0.0876186498447898,0.182211804512332,0.0610360798682962,0.086662767044093,0.188538146616047,0.0591510515050691,0.161423492244875,0.281070100166889,0.673475305880346,0.218447446806366,0.163359571717829,0.181700889039564,0.478490375481712,0.138295392007915,0.236157803128037,"Slc20a1","Apoptosis"
0.00249391316923219,0.0643880764183181,0.00116488769268431,0.00762474119873167,0,0,0.00457378608764398,0,0.00209714720264569,0.00301707827268452,0.0475659428298748,0.0043900072703817,0.00482941121090997,0.00319931744345783,0.00274808801633505,0.00121793802524178,"Il1a","Apoptosis"
0,0,0.000795747812294133,0,0,0.00224582949896914,0,0,0.00224228446312278,0.00263620948998463,0.0296845202216284,0.00135173875513942,0.00449925609374971,0.00139429651479747,0.00457892205375666,0.00129505083714109,"Il1b","Apoptosis"
0.0236186858495279,0.00999855663447735,0.0934921169980392,0.0307325902646259,0.0339667856308697,0.0518312051780538,0.0418167186493251,0.111505441559013,0.0933680138026614,0.0805516672350421,0.102403423338724,0.0332635979036333,0.071709138502874,0.154742828975269,0.021597905847165,0.0589456206248622,"Cdc25b","Apoptosis"
0.373188468481897,0.230525168592995,0.348755460847132,0.326970434045985,0.465734998944485,0.517950586576586,0.26544382116476,0.325776612920067,0.482104215598848,0.786189030489287,0.309389908269103,0.517165755572695,0.402857346411403,0.330918000655605,0.440484247234397,0.388735965885021,"Prnp","Ferroptosis"
0.0190503467058499,0.0187516993236528,0.00672919657616552,0.0330845471029124,0,0.00264096243136829,0.00615646866305828,0.0143722237319418,0.0114346622700895,0.00944114611985964,0.00709731189783004,0.0221055271820675,0.018583754718328,0.0565063865762637,0.0174303722646962,0.0173788549598492,"Bmp2","Apoptosis"
1.16720437805362,0.259353010994067,0.303935067154785,0.675350505563948,1.17564389633947,0.393728778623424,0.236598103493142,0.418863010213277,0.324551239689319,0.833720245769132,0.88922608984575,1.51161065153136,0.501214943182998,0.647991346037269,0.535976725890473,0.805696903730489,"Bcl2l1","Apoptosis"
